Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Major Depression Disorder,Depressive Disorder,Brain,FIGNL1,ENSG00000132436.11,protein-coding,FUSION,4.23E+00,2.29E-05,TWASP000083
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,DLST,ENSG00000119689.14,protein-coding,FUSION,6.34E+00,2.29E-10,TWASP000158
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,CDH9,ENSG00000113100.9,protein-coding,FUSION,-4.72E+00,2.31E-06,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,CLOCK,ENSG00000134852.14,protein-coding,Summary-PrediXcan(S-PrediXcan),3.04E+00,2.31E-06,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,EBLN3P,ENSG00000281649.1,lincRNA,Summary-PrediXcan(S-PrediXcan),3.61E+00,2.36E-10,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Spinal Cord,H2BC17,ENSG00000274641,protein-coding,Summary-PrediXcan(S-PrediXcan),-7.63E+00,2.36E-14,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Spinal Cord,LINC00997,ENSG00000281332.1,lincRNA,Summary-PrediXcan(S-PrediXcan),-1.48E+00,2.38E-06,TWASP000156
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,BAG6,ENSG00000204463.12,protein-coding,FUSION,-5.58E+00,2.40E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Substantia Nigra,RP11-318C24.2,ENSG00000227740.1,lincRNA,Summary-PrediXcan(S-PrediXcan),-5.85E+00,2.41E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Amygdala,BVES-AS1,ENSG00000203808.10,antisense,FUSION,-5.58E+00,2.43E-08,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,RHOA,ENSG00000067560.10,protein-coding,FUSION,4.71E+00,2.44E-06,TWASP000158
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,PMFBP1,ENSG00000118557.15,protein-coding,FUSION,-5.16E+00,2.46E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,RAB27B,ENSG00000041353.9,protein-coding,Summary-PrediXcan(S-PrediXcan),3.76E+00,2.46E-08,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,TRAF3,ENSG00000131323.14,protein-coding,Summary-PrediXcan(S-PrediXcan),2.22E+00,2.48E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,STK24,ENSG00000102572.14,protein-coding,Summary-PrediXcan(S-PrediXcan),1.69E+00,2.51E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Pituitary,WASF5P,ENSG00000231402.1,processed_pseudogene,FUSION,-5.16E+00,2.52E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Caudate,ZNF184,ENSG00000096654.15,protein-coding,FUSION,-6.33E+00,2.53E-10,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,PRSS16,ENSG00000112812.15,protein-coding,FUSION,-6.32E+00,2.55E-10,TWASP000158
Major Depression Disorder,Depressive Disorder,Whole Blood,VARS2,ENSG00000137411.16,protein-coding,FUSION,6.32E+00,2.56E-10,TWASP000135
Major Depression Disorder,Depressive Disorder,Whole Blood,TCTA,ENSG00000145022.4,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.72E+00,2.56E-11,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,BCHE,ENSG00000114200.9,protein-coding,FUSION,4.70E+00,2.57E-06,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Spinal Cord,KLHDC8B,ENSG00000185909.14,protein-coding,Summary-PrediXcan(S-PrediXcan),3.64E+00,2.57E-13,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,MAD1L1,ENSG00000002822.15,protein-coding,FUSION,4.70E+00,2.58E-06,TWASP000158
Major Depression Disorder,Depressive Disorder,Amygdala,ST13,ENSG00000100380.13,protein-coding,Summary-PrediXcan(S-PrediXcan),3.96E+00,2.60E-07,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,ZNF638,ENSG00000075292.18,protein-coding,FUSION,-5.15E+00,2.62E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,FAM120A,ENSG00000048828.16,protein-coding,Summary-PrediXcan(S-PrediXcan),-4.29E+00,2.62E-10,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,DDX27,ENSG00000124228.14,protein-coding,FUSION,5.15E+00,2.64E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Cortex,LRFN5,ENSG00000165379.13,protein-coding,Summary-PrediXcan(S-PrediXcan),4.55E-01,2.64E-14,TWASP000156
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,AQP1,ENSG00000240583.11,protein-coding,FUSION,5.15E+00,2.65E-07,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,DENND1A,ENSG00000119522.16,protein-coding,FUSION,5.95E+00,2.65E-09,TWASP000158
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,RANGAP1,ENSG00000100401.19,protein-coding,FUSION,-5.56E+00,2.67E-08,TWASP000158
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,RP11-24H2.3,ENSG00000279325.1,lincRNA,Summary-PrediXcan(S-PrediXcan),-5.95E+00,2.67E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,TRIM8,ENSG00000171206.13,protein-coding,Summary-PrediXcan(S-PrediXcan),3.28E+00,2.71E-05,TWASP000156
Major Depression Disorder,Depressive Disorder,Amygdala,RP11-73M18.8,ENSG00000269958.1,sense_intronic,FUSION,5.14E+00,2.72E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,ITPR3,ENSG00000096433.10,protein-coding,Summary-PrediXcan(S-PrediXcan),1.44E+00,2.72E-08,TWASP000156
Major Depression Disorder,Depressive Disorder,Thyroid,FLOT1,ENSG00000137312.14,protein-coding,FUSION,-5.56E+00,2.74E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Thyroid,MICB,ENSG00000204516.9,protein-coding,FUSION,-5.56E+00,2.74E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,PGBD1,ENSG00000137338.5,protein-coding,FUSION,-6.31E+00,2.74E-10,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,TXNDC12,ENSG00000117862.11,protein-coding,FUSION,-5.56E+00,2.76E-08,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,ASCC3,ENSG00000112249.13,protein-coding,Summary-PrediXcan(S-PrediXcan),-2.14E+00,2.77E-08,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Spinal Cord,RP11-571M6.17,ENSG00000270039.1,lincRNA,Summary-PrediXcan(S-PrediXcan),4.66E+00,2.79E-06,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,RP11-220I1.5,ENSG00000260100.1,lincRNA,Summary-PrediXcan(S-PrediXcan),5.55E+00,2.79E-08,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,USP4,ENSG00000114316.12,protein-coding,Summary-PrediXcan(S-PrediXcan),1.44E+00,2.84E-10,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,ZBTB45,ENSG00000119574.12,protein-coding,FUSION,5.13E+00,2.85E-07,TWASP000158
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,DNAJC24,ENSG00000170946.14,protein-coding,FUSION,4.68E+00,2.87E-06,TWASP000158
Major Depression Disorder,Depressive Disorder,Amygdala,CCDC71,ENSG00000177352.9,protein-coding,Summary-PrediXcan(S-PrediXcan),5.77E+00,2.87E-09,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,TMEM161B,ENSG00000164180.13,protein-coding,FUSION,-6.65E+00,2.87E-11,TWASP000158
Major Depression Disorder,Depressive Disorder,Putamen,NEGR1,ENSG00000172260.14,protein-coding,FUSION,5.55E+00,2.88E-08,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,TRIM8,ENSG00000171206.13,protein-coding,FUSION,4.68E+00,2.90E-06,TWASP000158
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,SF3B1,ENSG00000115524.15,protein-coding,FUSION,5.13E+00,2.90E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Spinal Cord,H1-5,ENSG00000184357,protein-coding,Summary-PrediXcan(S-PrediXcan),-8.72E+00,2.90E-18,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,FRAT2,ENSG00000181274.6,protein-coding,FUSION,-4.68E+00,2.92E-06,TWASP000158
Major Depression Disorder,Depressive Disorder,Adrenal Gland,MYO18A,ENSG00000196535.15,protein-coding,FUSION,-5.13E+00,2.92E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Thyroid,DCAF4L1,ENSG00000182308.6,protein-coding,FUSION,-5.13E+00,2.93E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Thyroid,JKAMP,ENSG00000050130.17,protein-coding,FUSION,-5.13E+00,2.97E-07,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,NKAPL,ENSG00000189134.3,protein-coding,FUSION,6.64E+00,3.04E-11,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,TIAF1,ENSG00000221995.5,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.76E+00,3.07E-05,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Substantia Nigra,DAG1,ENSG00000173402.11,protein-coding,Summary-PrediXcan(S-PrediXcan),2.58E-01,3.07E-10,TWASP000156
Major Depression Disorder,Depressive Disorder,Whole Blood,ZNF165,ENSG00000197279.3,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.65E-01,3.10E-13,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,ZNF197,ENSG00000186448.14,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.89E+00,3.11E-12,TWASP000156
Major Depression Disorder,Depressive Disorder,Amygdala,PRKN,ENSG00000185345,protein-coding,Summary-PrediXcan(S-PrediXcan),2.31E+00,3.16E-08,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,RP11-318C24.2,ENSG00000227740.1,lincRNA,FUSION,-6.29E+00,3.16E-10,TWASP000158
Major Depression Disorder,Depressive Disorder,Whole Blood,TMEM106B,ENSG00000106460.18,protein-coding,FUSION,5.53E+00,3.18E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cortex,VARS2,ENSG00000137411.16,protein-coding,FUSION,5.92E+00,3.18E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,ZSCAN12,ENSG00000158691.14,protein-coding,Summary-PrediXcan(S-PrediXcan),1.13E+00,3.19E-20,TWASP000156
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,XPNPEP3,ENSG00000196236.12,protein-coding,FUSION,5.11E+00,3.21E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,CTA-14H9.5,ENSG00000261353.1,lincRNA,Summary-PrediXcan(S-PrediXcan),2.90E+00,3.24E-12,TWASP000156
Major Depression Disorder,Depressive Disorder,Whole Blood,TMEM161B-DT,ENSG00000247828,ncRNA,FUSION,5.53E+00,3.27E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,CTD-2653B5.1,ENSG00000264754.1,sense_intronic,FUSION,5.11E+00,3.30E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Pituitary,PRSS16,ENSG00000112812.15,protein-coding,FUSION,-5.92E+00,3.30E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cortex,CTD-2298J14.2,ENSG00000258636.1,lincRNA,Summary-PrediXcan(S-PrediXcan),-3.36E+00,3.32E-15,TWASP000156
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,ZNF445,ENSG00000185219.16,protein-coding,FUSION,-5.10E+00,3.34E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Caudate,TMEM161B-DT,ENSG00000247828,ncRNA,FUSION,6.28E+00,3.34E-10,TWASP000135
Major Depression Disorder,Depressive Disorder,Amygdala,SLC25A17,ENSG00000100372.14,protein-coding,Summary-PrediXcan(S-PrediXcan),5.59E+00,3.34E-12,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain,PCDHB19P,ENSG00000262096.2,transcribed_unprocessed_pseudogene,FUSION,-4.15E+00,3.40E-05,TWASP000083
Major Depression Disorder,Depressive Disorder,Whole Blood,SCRN3,ENSG00000144306.14,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.87E+00,3.41E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,PRSS16,ENSG00000112812.15,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.33E+00,3.42E-14,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain,TRPT1,ENSG00000149743.13,protein-coding,FUSION,4.64E+00,3.44E-06,TWASP000083
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,FAM120A,ENSG00000048828.16,protein-coding,Summary-PrediXcan(S-PrediXcan),-2.42E+00,3.44E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,NICN1,ENSG00000145029.13,protein-coding,Summary-PrediXcan(S-PrediXcan),2.65E-01,3.46E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Whole Blood,RERE,ENSG00000142599.17,protein-coding,FUSION,-5.10E+00,3.47E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Prefrontal Cortex,FLAD1,ENSG00000160688.18,protein-coding,MOSTWAS,-1.14E+01,3.50E-30,TWASP000131
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,LINC00899,ENSG00000231711.2,processed_transcript,FUSION,-5.09E+00,3.52E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain,DLST,ENSG00000119689.14,protein-coding,FUSION,-4.64E+00,3.53E-06,TWASP000083
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,GTF2IRD2B,ENSG00000174428.16,protein-coding,FUSION,-5.51E+00,3.53E-08,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,BSN-DT,ENSG00000226913,ncRNA,Summary-PrediXcan(S-PrediXcan),2.36E+00,3.53E-10,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,STAU1,ENSG00000124214.19,protein-coding,FUSION,-4.64E+00,3.55E-06,TWASP000158
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,OLFM4,ENSG00000102837.6,protein-coding,FUSION,5.09E+00,3.56E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,DLST,ENSG00000119689.14,protein-coding,FUSION,5.09E+00,3.59E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cortex,BAG5,ENSG00000166170.9,protein-coding,Summary-PrediXcan(S-PrediXcan),5.14E+00,3.63E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Whole Blood,BTN3A2,ENSG00000186470.13,protein-coding,FUSION,5.09E+00,3.64E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Pituitary,BTN3A2,ENSG00000186470.13,protein-coding,FUSION,5.90E+00,3.66E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,ZSCAN12P1,ENSG00000219891.2,transcribed_unprocessed_pseudogene,FUSION,6.27E+00,3.66E-10,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,SLC30A9,ENSG00000014824.13,protein-coding,FUSION,-5.09E+00,3.67E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,DENND1B,ENSG00000213047.12,protein-coding,Summary-PrediXcan(S-PrediXcan),5.35E+00,3.67E-15,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain,PCDHA7,ENSG00000204963.5,protein-coding,FUSION,-4.13E+00,3.68E-05,TWASP000083
Major Depression Disorder,Depressive Disorder,Brain,RPL31P12,ENSG00000227207.2,processed_pseudogene,FUSION,-7.87E+00,3.68E-15,TWASP000083
Major Depression Disorder,Depressive Disorder,Amygdala,ZSCAN31,ENSG00000235109.7,protein-coding,FUSION,-5.08E+00,3.69E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Adrenal Gland,TMEM106B,ENSG00000106460.18,protein-coding,FUSION,5.51E+00,3.69E-08,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,GMPPB,ENSG00000173540.12,protein-coding,FUSION,4.63E+00,3.70E-06,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,TMEM42,ENSG00000169964.7,protein-coding,Summary-PrediXcan(S-PrediXcan),-2.54E+00,3.74E-10,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,DCC,ENSG00000187323.11,protein-coding,FUSION,5.08E+00,3.76E-07,TWASP000158
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,RAB27B,ENSG00000041353.9,protein-coding,FUSION,6.94E+00,3.81E-12,TWASP000158
Major Depression Disorder,Depressive Disorder,Nucleus Accumbens,SLC25A17,ENSG00000100372.14,protein-coding,FUSION,5.08E+00,3.83E-07,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,FHIT,ENSG00000189283.9,protein-coding,FUSION,-5.08E+00,3.86E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Spinal Cord,PCDHA7,ENSG00000204963.5,protein-coding,Summary-PrediXcan(S-PrediXcan),-4.81E+00,3.86E-08,TWASP000156
Major Depression Disorder,Depressive Disorder,Thyroid,TMEM161B-DT,ENSG00000247828,ncRNA,FUSION,5.89E+00,3.87E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain,ATP5MC3,ENSG00000154518,protein-coding,FUSION,-4.11E+00,3.88E-05,TWASP000083
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,DRD2,ENSG00000149295.13,protein-coding,FUSION,-5.07E+00,3.90E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,PXDNL,ENSG00000147485.12,protein-coding,FUSION,5.89E+00,3.92E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,EP300,ENSG00000100393.12,protein-coding,FUSION,5.49E+00,3.93E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,BTN2A1,ENSG00000112763.15,protein-coding,Summary-PrediXcan(S-PrediXcan),-2.93E+00,3.94E-10,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,DYNLT5,ENSG00000152760,protein-coding,FUSION,-5.49E+00,3.99E-08,TWASP000158
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,PCDHA3,ENSG00000255408.3,protein-coding,FUSION,-5.07E+00,4.03E-07,TWASP000158
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,HNRNPA1P46,ENSG00000228020.2,processed_pseudogene,FUSION,-5.49E+00,4.03E-08,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,KLC1,ENSG00000126214.21,protein-coding,Summary-PrediXcan(S-PrediXcan),3.51E+00,4.06E-10,TWASP000156
Major Depressive Disorder,Depressive Disorder,Brain,BAG6,ENSG00000204463.12,protein-coding,Summary data-based Mendelian Randomization(SMR),3.30E-02,4.09E-06,TWASP000103
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,POU5F2,ENSG00000248483.6,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.88E+00,4.11E-09,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,APEH,ENSG00000164062.12,protein-coding,Summary-PrediXcan(S-PrediXcan),1.88E-01,4.19E-10,TWASP000156
Major Depression Disorder,Depressive Disorder,Blood,EP300,ENSG00000100393.12,protein-coding,FUSION,5.06E+00,4.21E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain,IMMP1L,ENSG00000148950.9,protein-coding,FUSION,-5.48E+00,4.21E-08,TWASP000083
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,TMEM161B-DT,ENSG00000247828,ncRNA,FUSION,5.88E+00,4.21E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Thyroid,BTN3A2,ENSG00000186470.13,protein-coding,FUSION,5.48E+00,4.22E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Amygdala,GPR27,ENSG00000170837.2,protein-coding,Summary-PrediXcan(S-PrediXcan),4.35E+00,4.25E-06,TWASP000156
Major Depression Disorder,Depressive Disorder,Amygdala,ADARB2,ENSG00000185736.15,protein-coding,Summary-PrediXcan(S-PrediXcan),2.95E+00,4.26E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Thyroid,CCDC175,ENSG00000151838.11,protein-coding,FUSION,-5.48E+00,4.28E-08,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Cortex,HSPA1L,ENSG00000204390.9,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.13E-01,4.31E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Whole Blood,KCNG2,ENSG00000178342.4,protein-coding,Summary-PrediXcan(S-PrediXcan),2.94E-01,4.32E-08,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,PPP3CC,ENSG00000120910.14,protein-coding,Summary-PrediXcan(S-PrediXcan),3.63E+00,4.38E-05,TWASP000156
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,TRMT61A,ENSG00000166166.12,protein-coding,FUSION,5.05E+00,4.39E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain,EEF1AKMT3,ENSG00000123427,protein-coding,FUSION,-4.08E+00,4.44E-05,TWASP000083
Major Depression Disorder,Depressive Disorder,Brain Substantia Nigra,EIF4E3,ENSG00000163412.12,protein-coding,Summary-PrediXcan(S-PrediXcan),5.47E-01,4.48E-05,TWASP000156
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,PCDHA8,ENSG00000204962.5,protein-coding,Summary-PrediXcan(S-PrediXcan),-4.76E+00,4.48E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Hypothalamus,CSE1L,ENSG00000124207.16,protein-coding,Summary-PrediXcan(S-PrediXcan),-3.89E+00,4.54E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,PRSS16,ENSG00000112812.15,protein-coding,FUSION,-5.04E+00,4.54E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Hippocampus,SLC12A5,ENSG00000124140.13,protein-coding,Summary-PrediXcan(S-PrediXcan),3.33E+00,4.55E-13,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,RERE,ENSG00000142599.17,protein-coding,FUSION,-5.04E+00,4.59E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,CTC-467M3.3,ENSG00000250377.1,lincRNA,FUSION,-5.86E+00,4.60E-09,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain,PRPH2,ENSG00000112619.7,protein-coding,FUSION,-4.07E+00,4.61E-05,TWASP000083
Major Depression Disorder,Depressive Disorder,Whole Blood,BTN3A2,ENSG00000186470.13,protein-coding,Summary-PrediXcan(S-PrediXcan),6.75E+00,4.61E-12,TWASP000156
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,COP1,ENSG00000143207,protein-coding,FUSION,5.04E+00,4.66E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Thyroid,RP11-894P9.2,ENSG00000258851.1,antisense,FUSION,-5.46E+00,4.69E-08,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,OLFM4,ENSG00000102837.6,protein-coding,FUSION,5.04E+00,4.71E-07,TWASP000158
Major Depressive Disorder,Depressive Disorder,Brain,HLA-B,ENSG00000234745.10,protein-coding,Summary data-based Mendelian Randomization(SMR),-7.90E-02,4.83E-06,TWASP000103
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,ZKSCAN8,ENSG00000198315.10,protein-coding,FUSION,-5.46E+00,4.83E-08,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Spinal Cord,KIAA1143,ENSG00000163807.5,protein-coding,Summary-PrediXcan(S-PrediXcan),3.14E+00,4.83E-08,TWASP000156
Major Depression Disorder,Depressive Disorder,Adrenal Gland,ZNF204P,ENSG00000204789.4,processed_pseudogene,FUSION,-5.03E+00,4.84E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,RP11-73M18.6,ENSG00000270108.1,sense_intronic,FUSION,5.03E+00,4.87E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Amygdala,SELENOH,ENSG00000211450.9,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.57E+00,4.89E-11,TWASP000156
Major Depression Disorder,Depressive Disorder,Brain Substantia Nigra,CTC-498M16.4,ENSG00000271904.1,lincRNA,Summary-PrediXcan(S-PrediXcan),3.37E+00,4.94E-10,TWASP000156
Major Depression Disorder,Depressive Disorder,Thyroid,RP11-318C24.2,ENSG00000227740.1,lincRNA,FUSION,-5.03E+00,4.97E-07,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,PCDHA7,ENSG00000204963.5,protein-coding,FUSION,-5.45E+00,4.97E-08,TWASP000158
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,TCF4,ENSG00000196628.15,protein-coding,FUSION,-6.57E+00,5.00E-11,TWASP000158
Major Depression Disorder,Depressive Disorder,Brain Prefrontal Cortex,USP35,ENSG00000118369.12,protein-coding,MOSTWAS,5.85E+00,5.02E-09,TWASP000131
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,CELF4,ENSG00000101489.19,protein-coding,Summary-PrediXcan(S-PrediXcan),3.21E+00,5.04E-14,TWASP000156
Major Depression Disorder,Depressive Disorder,Whole Blood,DCP2,ENSG00000172795.15,protein-coding,Summary-PrediXcan(S-PrediXcan),-1.25E+00,5.06E-06,TWASP000156
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,PCDHAC1,ENSG00000248383.4,protein-coding,FUSION,-5.02E+00,5.07E-07,TWASP000158
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,RPS6KL1,ENSG00000198208.11,protein-coding,FUSION,-5.02E+00,5.07E-07,TWASP000135
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,CD40,ENSG00000101017.13,protein-coding,Summary-PrediXcan(S-PrediXcan),-4.72E+00,5.08E-07,TWASP000156
Major Depression Disorder,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,TMEM258,ENSG00000134825.15,protein-coding,FUSION,5.02E+00,5.12E-07,TWASP000135
Depression,Depressive Disorder,Dorsal Lateral Prefrontal Cortex,RP11-73M18.6,ENSG00000270108.1,sense_intronic,FUSION,7.22E+00,5.26E-13,TWASP000158
