ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000148704	VAX1	10	118888032	118897812	-1	protein_coding	11023	VAX1	0.534984091030816	0.972648499	1	5.705	0	NA	NA	NA	NA	No	NA	NA	rs568900896	27
ENSG00000186795	KCNK18	10	118957000	118969810	1	protein_coding	338567	KCNK18	0.000349560661258946	0.030283132	11	5.543	0	NA	NA	NA	NA	No	NA	5.3021e-06	rs568900896	27
ENSG00000165646	SLC18A2	10	119000604	119038941	1	protein_coding	6571	SLC18A2	0.971755218810696	0.860623298	5	4.978	0	NA	NA	NA	NA	No	NA	NA	rs568900896	27
ENSG00000165650	PDZD8	10	119040000	119134978	-1	protein_coding	118987	PDZD8	0.997263557407283	-0.468730668	1	4.453	0	NA	NA	NA	NA	No	NA	NA	rs568900896	27
ENSG00000107560	RAB11FIP2	10	119764427	119806114	-1	protein_coding	22841	RAB11FIP2	0.910707841389083	0.020985059	1	2.851	0	NA	NA	NA	NA	No	NA	NA	rs568900896	27
ENSG00000151893	CACUL1	10	120433679	120514761	-1	protein_coding	143384	CACUL1	0.84668696675278	-1.607793036	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	5.3021e-06	rs568900896	27
ENSG00000150760	DOCK1	10	128593978	129250781	1	protein_coding	1793	DOCK1	0.36842317046063	NA	14	4.249	2	0.0484103	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	2.74501e-07	rs9418822	28
ENSG00000186766	FOXI2	10	129535499	129539450	1	protein_coding	399823	FOXI2	1.59663014247231e-05	5.743733658	0	0	2	0.0371617	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	3.67716e-07	rs9418822	28
ENSG00000156603	MED19	11	57471186	57479693	-1	protein_coding	219541	MED19	0.683790051387125	-0.151700149	0	0	1	0.0311522	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	1.04113e-05	rs117868789	29
ENSG00000213593	TMX2	11	57480072	57508445	1	protein_coding	51075	TMX2	0.42991378476753	0.120517106	1	8.098	0	NA	NA	NA	NA	No	NA	3.39502e-06	rs117868789	29
ENSG00000254462	TMX2-CTNND1	11	57480077	57559058	1	protein_coding	NA	TMX2-CTNND1	NA	NA	1	8.098	0	NA	NA	NA	NA	No	NA	3.39502e-06	rs117868789	29
ENSG00000166840	GLYATL1	11	58672871	58811000	1	protein_coding	100287413	GLYATL1	6.26859114623908e-05	0.548811664	0	0	2	0.029251	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	0.000529619	rs117868789	29
ENSG00000149972	CNTN5	11	98891683	100229616	1	protein_coding	53942	CNTN5	0.00135406144303263	0.148886537	2	13.08	0	NA	NA	NA	NA	No	NA	NA	rs548610227	30
ENSG00000132958	TPTE2	13	19997017	20110903	-1	protein_coding	93492	TPTE2	3.69447198098053e-08	-0.035233054	1	0.026	0	NA	NA	NA	NA	No	NA	4.70221e-05	rs184852320	31
ENSG00000196199	MPHOSPH8	13	20207788	20247599	1	protein_coding	54737	MPHOSPH8	0.930242309438753	-0.731897926	1	10.05	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	1.63272e-05	rs184852320	31
ENSG00000121390	PSPC1	13	20248896	20357142	-1	protein_coding	55269	PSPC1	0.9926070201195	-0.084768821	4	11.51	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	1.526e-06	rs184852320	31
ENSG00000269591	AL354808.2	13	20268547	20269240	1	protein_coding	NA	NA	NA	NA	1	7.601	0	NA	NA	NA	NA	No	NA	1.9293e-05	rs184852320	31
ENSG00000132950	ZMYM5	13	20397622	20437776	-1	protein_coding	9205	ZMYM5	0.200378134555614	0.302122761	1	0.188	0	NA	NA	NA	NA	No	NA	2.51695e-05	rs184852320	31
ENSG00000137877	SPTBN5	15	42140345	42186275	-1	protein_coding	51332	SPTBN5	1.09010380481407e-70	0.338139096	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs35733518	34
ENSG00000103994	ZNF106	15	42705021	42783321	-1	protein_coding	64397	ZNF106	0.219458519047887	0.94150572	0	0	14	0.0172159	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	3.75903e-06	rs35733518	34
ENSG00000092531	SNAP23	15	42783431	42837547	1	protein_coding	8773	SNAP23	0.826507888875192	-0.735183351	0	0	2	0.0420053	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	0.000444467	rs35733518	34
ENSG00000180979	LRRC57	15	42834720	42841000	-1	protein_coding	255252	LRRC57	0.000686890124895267	0.184144186	0	0	2	0.0385833	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	7.33469e-05	rs35733518	34
ENSG00000137814	HAUS2	15	42841008	42862192	1	protein_coding	55142	HAUS2	0.00140043242000112	1.070615049	0	0	3	0.0301392	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	7.33469e-05	rs35733518	34
ENSG00000140326	CDAN1	15	43015757	43029324	-1	protein_coding	146059	CDAN1	0.928144193175439	-0.233969905	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	8.74032e-05	rs35733518	34
ENSG00000128881	TTBK2	15	43030932	43213007	-1	protein_coding	146057	TTBK2	0.996929374509573	-1.411963872	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	9.47098e-05	rs35733518	34
ENSG00000159459	UBR1	15	43235095	43398311	-1	protein_coding	197131	UBR1	0.319889980799525	-0.76152587	0	0	1	0.00937172	NA	GTEx/v8/Brain_Hypothalamus	NA	No	NA	NA	rs35733518	34
ENSG00000166947	EPB42	15	43398423	43513481	-1	protein_coding	2038	EPB42	1.56180488450141e-07	-0.595710426	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	8.33359e-05	rs35733518	34
ENSG00000137842	TMEM62	15	43415477	43477344	1	protein_coding	80021	TMEM62	5.98675580191077e-08	-0.788996062	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	9.47098e-05	rs35733518	34
ENSG00000166946	CCNDBP1	15	43477316	43487396	1	protein_coding	23582	CCNDBP1	0.0372725464260417	-0.664989272	0	0	196	0.000377143	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	3.75903e-06	rs35733518;rs2957638	34
ENSG00000104055	TGM5	15	43524793	43559055	-1	protein_coding	9333	TGM5	5.36528605073887e-16	-0.136771588	33	11.18	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.00285858	rs35733518	34
ENSG00000159495	TGM7	15	43568478	43594453	-1	protein_coding	116179	TGM7	6.34381866870598e-10	-0.076725641	40	13.36	0	NA	NA	NA	NA	No	NA	6.25628e-05	rs35733518	34
ENSG00000168806	LCMT2	15	43619974	43622803	-1	protein_coding	9836	LCMT2	7.26615001081782e-08	-0.138073747	9	12.85	25	0.0322525	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	8.70519e-06	rs35733518	34
ENSG00000168803	ADAL	15	43622872	43646096	1	protein_coding	161823	ADAL	8.52495696643507e-09	0.367079509	23	13.62	198	3.24854e-13	2.46805e-14	GTEx/v8/Brain_Hypothalamus	+	No	NA	3.75903e-06	rs35733518;rs2957638	34
ENSG00000140265	ZSCAN29	15	43650370	43663223	-1	protein_coding	146050	ZSCAN29	2.29379256843049e-06	-1.044556633	18	21.8	197	0.00014192	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	3.75903e-06	rs35733518;rs2957638	34
ENSG00000137822	TUBGCP4	15	43661419	43699293	1	protein_coding	27229	TUBGCP4	0.00528348188155799	-0.843870096	21	21.8	2	0.01097	NA	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	3.82779e-05	rs35733518;rs2957638	34
ENSG00000067369	TP53BP1	15	43699407	43802926	-1	protein_coding	7158	TP53BP1	0.999855964238627	-0.588436209	51	18.66	90	0.0169956	NA	GTEx/v8/Brain_Hypothalamus	+	Yes	Promoter_anchored_loops:Adult_Cortex	3.75903e-06	rs35733518;rs35733518:rs2957638	34
ENSG00000166963	MAP1A	15	43803156	43823818	1	protein_coding	4130	MAP1A	0.999688997602479	-0.820833828	16	15.51	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	9.42489e-06	rs35733518;rs2957638;rs35733518:rs2957638	34
ENSG00000168781	PPIP5K1	15	43825660	43882430	-1	protein_coding	9677	PPIP5K1	0.102604913232572	-0.983223441	18	15.51	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	8.77654e-05	rs35733518;rs2957638;rs35733518:rs2957638	34
ENSG00000237289	CKMT1B	15	43885252	43897099	1	protein_coding	548596	CKMT1B	0.0732106469813755	-0.423830879	0	0	1	0.0175183	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops	8.77654e-05	rs2957638;rs35733518:rs2957638	34
ENSG00000242866	STRC	15	43891596	44010458	-1	protein_coding	101930630	STRC	0.00532184460844672	-0.331251676	35	15.08	198	2.121e-14	7.13432e-10	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	3.75903e-06	rs35733518;rs2957638;rs35733518:rs2957638	34
ENSG00000166762	CATSPER2	15	43920701	43960316	-1	protein_coding	101930343	CATSPER2	3.0443890998245e-05	NA	28	8.746	45	0.0229134	NA	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	6.42875e-05	rs35733518	34
ENSG00000223572	CKMT1A	15	43985084	43991420	1	protein_coding	548596	CKMT1A	0.0141217929367762	-0.865448785	1	15.08	198	9.13964e-06	0.000601852	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	3.75903e-06	rs35733518;rs2957638	34
ENSG00000167004	PDIA3	15	44038590	44065477	1	protein_coding	2923	PDIA3	0.959251419181895	-0.294235316	17	19.3	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	0.000209051	rs35733518	34
ENSG00000128886	ELL3	15	44064798	44069741	-1	protein_coding	80237	ELL3	3.17480785408243e-06	-0.742052013	8	19.3	1	0.0155214	NA	GTEx/v8/Brain_Hypothalamus	+	Yes	Adult_Cortex	4.57565e-05	rs35733518;rs2957638;rs35733518:rs2957638	34
ENSG00000262560	RP11-296A16.1	15	44064815	44091331	-1	protein_coding	NA	NA	NA	NA	11	19.3	0	NA	NA	NA	NA	Yes	Adult_Cortex	0.0003342	rs35733518	34
ENSG00000140264	SERF2	15	44069285	44094787	1	protein_coding	100302254	SERF2	0.138975962472976	-0.560226742	10	19.3	0	NA	NA	NA	NA	Yes	Adult_Cortex	4.57565e-05	rs35733518;rs35733518:rs2957638	34
ENSG00000268488	AC018512.1	15	44075041	44075231	-1	protein_coding	NA	NA	NA	NA	6	12.26	0	NA	NA	NA	NA	Yes	Adult_Cortex	9.47098e-05	rs35733518	34
ENSG00000184716	SERINC4	15	44086360	44092419	-1	protein_coding	619189	SERINC4	0.0107594286376223	-0.978460908	5	12.26	0	NA	NA	NA	NA	Yes	Adult_Cortex	0.000351244	rs35733518	34
ENSG00000242028	HYPK	15	44088340	44095241	1	protein_coding	25764	HYPK	0.021030750002461	-0.443035584	5	12.26	1	0.0389006	NA	GTEx/v8/Brain_Hypothalamus	NA	Yes	Promoter_anchored_loops:Adult_Cortex	9.47098e-05	rs35733518;rs2957638	34
ENSG00000140259	MFAP1	15	44096690	44117000	-1	protein_coding	4236	MFAP1	0.986958816915287	-0.653267663	8	6.716	2	0.0164959	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	0.000552332	rs35733518;rs2957638	34
ENSG00000092470	WDR76	15	44119161	44160617	1	protein_coding	79968	WDR76	0.00230519074795657	-1.291871788	9	6.716	0	NA	NA	NA	NA	No	NA	0.000426826	rs35733518	34
ENSG00000171877	FRMD5	15	44162962	44487450	-1	protein_coding	84978	FRMD5	0.991843164486017	-1.541636281	5	8.178	127	0.00592908	NA	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	8.70519e-06	rs35733518;rs2957638	34
ENSG00000166734	CASC4	15	44580927	44707956	1	protein_coding	113201	CASC4	0.000967729828290193	-1.716637278	0	0	8	0.0274391	NA	GTEx/v8/Brain_Hypothalamus	+	Yes	Adult_Cortex	0.0003342	rs35733518	34
ENSG00000104131	EIF3J	15	44829255	44855227	1	protein_coding	8669	EIF3J	0.859084260110388	-0.525168639	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	0.0003342	rs35733518	34
ENSG00000166710	B2M	15	45003675	45011075	1	protein_coding	567	B2M	0.856561948026764	0.154210813	0	0	21	0.016096	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	0.000401225	rs35733518	34
ENSG00000140563	MCTP2	15	94774767	95023632	1	protein_coding	55784	MCTP2	7.9294335387251e-41	0.993637063	2	0.025	0	NA	NA	NA	NA	No	NA	8.07845e-06	rs533083664	35
ENSG00000268484	AC087477.1	15	96904487	96904900	1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs533083664	35
ENSG00000182685	BRICD5	16	2259254	2261951	-1	protein_coding	283870	BRICD5	1.62461586129841e-10	2.23470696	0	0	2	0.0137865	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	2.86678e-05	rs146209542	36
ENSG00000167972	ABCA3	16	2325882	2390747	-1	protein_coding	21	ABCA3	7.47762721295469e-08	-0.510883197	0	0	2	0.0365782	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	2.86678e-05	rs146209542	36
ENSG00000162066	AMDHD2	16	2570358	2581423	1	protein_coding	752014	AMDHD2	2.64249958224576e-07	NA	0	0	2	0.0244613	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	2.86678e-05	rs146209542	36
ENSG00000167977	KCTD5	16	2732476	2759031	1	protein_coding	54442	KCTD5	0.544871003960432	-1.451597227	0	0	2	0.0283472	NA	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	2.86678e-05	rs146209542	36
ENSG00000059122	FLYWCH1	16	2961938	3001209	1	protein_coding	84256	FLYWCH1	NA	0.098491978	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	8.42024e-06	rs146209542	36
ENSG00000131650	KREMEN2	16	3013945	3018384	1	protein_coding	79412	KREMEN2	0.414292182077592	-0.474768024	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	8.42024e-06	rs146209542	36
ENSG00000162073	PAQR4	16	3019246	3023490	1	protein_coding	124222	PAQR4	6.76132750226625e-05	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	8.42024e-06	rs146209542	36
ENSG00000131652	THOC6	16	3074028	3077756	1	protein_coding	79228	THOC6	0.00219344761881848	-0.270752798	0	0	2	0.0422937	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	2.86678e-05	rs146209542	36
ENSG00000008517	IL32	16	3115298	3131908	1	protein_coding	9235	IL32	3.7703925155889e-07	0.316727306	0	0	2	0.0372621	NA	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	2.86678e-05	rs146209542	36
ENSG00000130182	ZSCAN10	16	3138891	3149318	-1	protein_coding	84891	ZSCAN10	0.00606606191767312	-0.025449896	2	4.663	0	NA	NA	NA	NA	Yes	Adult_Cortex	8.42024e-06	rs146209542	36
ENSG00000122386	ZNF205	16	3162561	3170518	1	protein_coding	7755	ZNF205	0.141235328324468	-0.576141068	2	2.17	0	NA	NA	NA	NA	No	NA	3.29041e-05	rs146209542	36
ENSG00000085644	ZNF213	16	3179778	3192806	1	protein_coding	7760	ZNF213	0.000112000376515533	1.527005015	1	1.945	0	NA	NA	NA	NA	No	NA	NA	rs146209542	36
ENSG00000228146	CASP16	16	3194220	3199964	1	protein_coding	197350	CASP16	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	2.86678e-05	rs146209542	36
ENSG00000103313	MEFV	16	3292028	3306627	-1	protein_coding	4210	MEFV	1.12014488205382e-08	0.231113694	1	1.868	0	NA	NA	NA	NA	No	NA	1.61013e-05	rs146209542	36
ENSG00000140987	ZSCAN32	16	3432085	3451065	-1	protein_coding	54925	ZSCAN32	1.15987515680798e-05	0.299534338	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	1.61013e-05	rs146209542	36
ENSG00000103343	ZNF174	16	3451235	3459370	1	protein_coding	7727	ZNF174	0.0530328588222394	-0.715143224	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	1.61013e-05	rs146209542	36
ENSG00000103351	CLUAP1	16	3550924	3589048	1	protein_coding	23059	CLUAP1	0.000219540497279212	-0.023521935	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	1.61013e-05	rs146209542	36
ENSG00000213918	DNASE1	16	3661729	3730144	1	protein_coding	1773	DNASE1	1.00614589458506e-11	0.676275272	0	0	2	0.0273612	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	2.86678e-05	rs146209542	36
ENSG00000154118	JPH3	16	87635441	87731762	1	protein_coding	57338	JPH3	0.986177997424036	-0.589402398	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	8.94997e-06	rs111164430	38
ENSG00000154080	CHST9	18	24495595	24765281	-1	protein_coding	83539	CHST9	5.84291419980849e-07	-0.057153062	1	1.552	0	NA	NA	NA	NA	No	NA	7.16065e-06	rs563161037	39
ENSG00000101542	CDH20	18	59000815	59223006	1	protein_coding	28316	CDH20	0.980513136445033	0.219685603	1	3.001	0	NA	NA	NA	NA	No	NA	1.86274e-06	rs146297029	40
ENSG00000104880	ARHGEF18	19	7459999	7537363	1	protein_coding	23370	ARHGEF18	0.90836751633667	1.142272972	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	4.61052e-06	rs147918046	41
ENSG00000104883	PEX11G	19	7541761	7562335	-1	protein_coding	92960	PEX11G	0.000252773182205477	-0.373245654	1	8.472	0	NA	NA	NA	NA	No	NA	4.61052e-06	rs147918046	41
ENSG00000198723	C19orf45	19	7557862	7573336	1	protein_coding	374877	C19orf45	2.71015896406554e-15	0.180789885	1	8.472	0	NA	NA	NA	NA	No	NA	4.61052e-06	rs147918046	41
ENSG00000105607	GCDH	19	13001840	13025021	1	protein_coding	2639	GCDH	0.335283401044871	-0.088514393	1	3.376	0	NA	NA	NA	NA	No	NA	NA	rs186883359	42
ENSG00000161860	SYCE2	19	13009600	13030090	-1	protein_coding	256126	SYCE2	0.419255589823281	-0.188777543	1	3.376	0	NA	NA	NA	NA	No	NA	NA	rs186883359	42
ENSG00000141837	CACNA1A	19	13317256	13734804	-1	protein_coding	100507353	CACNA1A	0.999999999776293	NA	9	24.9	0	NA	NA	NA	NA	No	NA	8.00915e-07	rs186883359	42
ENSG00000104957	CCDC130	19	13842574	13874110	1	protein_coding	81576	CCDC130	0.0250490309774666	0.820017301	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs186883359	42
ENSG00000037757	MRI1	19	13875346	13885096	1	protein_coding	84245	MRI1	0.000533201017712655	1.260312189	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs186883359	42
ENSG00000187556	NANOS3	19	13972877	13991571	1	protein_coding	342977	NANOS3	0.0079050763229906	0.308034527	1	5.97	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs186883359	42
ENSG00000132016	C19orf57	19	13993161	14017265	-1	protein_coding	79173	C19orf57	7.18269130933177e-05	NA	1	5.97	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs186883359	42
ENSG00000132024	CC2D1A	19	14017014	14041692	1	protein_coding	54862	CC2D1A	2.25920260836964e-05	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs186883359	42
ENSG00000187867	PALM3	19	14164177	14169971	-1	protein_coding	342979	PALM3	NA	-0.120971723	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs186883359	42
ENSG00000141854	hsa-mir-1199	19	14183348	14185874	1	protein_coding	102466515	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs186883359	42
ENSG00000188032	C19orf67	19	14192431	14196687	-1	protein_coding	646457	C19orf67	NA	-0.422737358	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs186883359	42
ENSG00000072062	PRKACA	19	14202500	14228896	-1	protein_coding	5566	PRKACA	0.959056420321561	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs186883359	42
ENSG00000105011	ASF1B	19	14230321	14247768	-1	protein_coding	55723	ASF1B	0.565696011085809	-0.580495392	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs186883359	42
ENSG00000072071	LPHN1	19	14260750	14316999	-1	protein_coding	22859	LPHN1	0.999999837146104	NA	1	9.123	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs186883359	42
ENSG00000123146	CD97	19	14491313	14519537	1	protein_coding	976	CD97	0.457713952733134	0.115684084	1	0.071	0	NA	NA	NA	NA	No	NA	NA	rs186883359	42
ENSG00000123136	DDX39A	19	14519631	14530192	-1	protein_coding	10212	DDX39A	0.843485807212333	-0.373358972	1	0.071	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs186883359	42
ENSG00000123143	PKN1	19	14543865	14582679	1	protein_coding	5585	PKN1	0.8546946397822	-0.20784656	1	6.453	0	NA	NA	NA	NA	No	NA	NA	rs186883359	42
ENSG00000132002	DNAJB1	19	14625582	14640582	-1	protein_coding	3337	DNAJB1	0.372156950000017	0.127633494	1	6.327	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs186883359	42
ENSG00000099797	TECR	19	14627897	14676792	1	protein_coding	9524	TECR	0.75750138958229	-0.432108775	1	6.327	0	NA	NA	NA	NA	No	NA	NA	rs186883359	42
ENSG00000099795	NDUFB7	19	14676890	14682874	-1	protein_coding	4713	NDUFB7	0.0454659220811184	-0.135694696	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs186883359	42
ENSG00000172264	MACROD2	20	13976015	16033842	1	protein_coding	140733	MACROD2	0.0113567470210345	3.34668599	8	7.234	0	NA	NA	NA	NA	No	NA	7.8807e-08	rs192179125	44
ENSG00000123131	PRDX4	23	23682379	23704516	1	protein_coding	10549	PRDX4	0.281507844531997	NA	0	0	1	0.0349766	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	4.40386e-06	rs147565546	45
ENSG00000155966	AFF2	23	147582139	148082193	1	protein_coding	2334	AFF2	0.998760604472339	-1.981654787	6	9.555	0	NA	NA	NA	NA	No	NA	1.56254e-06	rs138969473	46
