gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_D1	V12Y31-080_A1	V13M13-362_A1	V13M13-362_D1	nsigsamps	meanrank
ENSG00000109466	KLHL2		1297	2584			1395	1365			4	1660.25
ENSG00000109472	CPE	163	317	112	1265	254	116	415	140		8	347.75
ENSG00000109475	RPL34	812	212	341	372		136	295		179	7	335.285714285714
ENSG00000109501	WFS1			3091							1	3091
ENSG00000109536	FRG1				1919						1	1919
ENSG00000109572	CLCN3			879							1	879
ENSG00000109576	AADAT			2273							1	2273
ENSG00000109606	DHX15	1154	1610								2	1382
ENSG00000109610	SOD3	564		342							2	453
ENSG00000109618	SEPSECS				2330						1	2330
ENSG00000109654	TRIM2		1117						707		2	912
ENSG00000109670	FBXW7			3087							1	3087
ENSG00000109680	TBC1D19							1647			1	1647
ENSG00000109685	NSD2		2911								1	2911
ENSG00000109689	STIM2			1730							1	1730
ENSG00000109736	MFSD10				2066						1	2066
ENSG00000109738	GLRB	1249		2848				2021			3	2039.33333333333
ENSG00000109756	RAPGEF2						1950				1	1950
ENSG00000109762	SNX25		401		1997						2	1199
ENSG00000109771	LRP2BP	340		1012							2	676
ENSG00000109790	KLHL5			2107							1	2107
ENSG00000109832	DDX25		1592	1956							2	1774
ENSG00000109846	CRYAB	235	81	58	39	138	147	55		382	8	141.875
ENSG00000109861	CTSC	98		77							2	87.5
ENSG00000109906	ZBTB16		373		646						2	509.5
ENSG00000109911	ELP4			3100							1	3100
ENSG00000109919	MTCH2		1417								1	1417
ENSG00000109920	FNBP4	1662									1	1662
ENSG00000109929	SC5D			2511							1	2511
ENSG00000109944	JHY		1706								1	1706
ENSG00000109956	B3GAT1						1200				1	1200
ENSG00000109971	HSPA8	446	222	326	151		52	255		234	7	240.857142857143
ENSG00000110002	VWA5A	619	2212	527			643	383			5	876.8
ENSG00000110013	SIAE		911	1079				1079			3	1023
ENSG00000110042	DTX4		2682				1630				2	2156
ENSG00000110060	PUS3			2712				2176			2	2444
ENSG00000110066	KMT5B			2884			1116				2	2000
ENSG00000110074	FOXRED1					544					1	544
ENSG00000110075	PPP6R3						1475				1	1475
ENSG00000110076	NRXN2				1955						1	1955
ENSG00000110090	CPT1A							2254			1	2254
ENSG00000110092	CCND1	1827								470	2	1148.5
ENSG00000110107	PRPF19			2416				2085			2	2250.5
ENSG00000110108	TMEM109	2257	987					1394			3	1546
ENSG00000110148	CCKBR						1980	1205			2	1592.5
ENSG00000110171	TRIM3		3389								1	3389
ENSG00000110172	CHORDC1		804	1972			1029				3	1268.33333333333
ENSG00000110195	FOLR1	85		113							2	99
ENSG00000110237	ARHGEF17						802	1188			2	995
ENSG00000110274	CEP164									337	1	337
ENSG00000110315	RNF141				1159			1954			2	1556.5
ENSG00000110318	CEP126	2240		1106	2580						3	1975.33333333333
ENSG00000110321	EIF4G2	1948	1292	592	323		557	253			6	827.5
ENSG00000110328	GALNT18		1637		1430		264	2180			4	1377.75
ENSG00000110330	BIRC2		369		2057						2	1213
ENSG00000110344	UBE4A		2611					1675			2	2143
ENSG00000110367	DDX6				2575						1	2575
ENSG00000110395	CBL							1717			1	1717
ENSG00000110400	NECTIN1	718				141			557		3	472
ENSG00000110427	KIAA1549L		1996								1	1996
ENSG00000110429	FBXO3	1457						1852			2	1654.5
ENSG00000110436	SLC1A2	53	325	43	350	136	50	109	38	128	9	136.888888888889
ENSG00000110492	MDK	556	123	564	532		1584	394		611	7	623.428571428572
ENSG00000110514	MADD							1649			1	1649
ENSG00000110619	CARS		3091		1946					590	3	1875.66666666667
ENSG00000110628	SLC22A18							2076			1	2076
ENSG00000110651	CD81	501	341	331	683			456		454	6	461
ENSG00000110660	SLC35F2			1358							1	1358
ENSG00000110675	ELMOD1	434		2562	1438					331	4	1191.25
ENSG00000110680	CALCA					130					1	130
ENSG00000110693	SOX6				2745						1	2745
ENSG00000110696	C11orf58	2002	901	1725	652		319	790	350		7	962.714285714286
ENSG00000110700	RPS13	762		593	423	252	1137				5	633.4
ENSG00000110713	NUP98						1015				1	1015
ENSG00000110721	CHKA									559	1	559
ENSG00000110723	EXPH5	2259		1170							2	1714.5
ENSG00000110768	GTF2H1		985	1989			1363				3	1445.66666666667
ENSG00000110786	PTPN5	872		1549						694	3	1038.33333333333
ENSG00000110799	VWF		305		1162		1605	1589			4	1165.25
ENSG00000110801	PSMD9				2412						1	2412
ENSG00000110851	PRDM4							2014			1	2014
ENSG00000110880	CORO1C			2247							1	2247
ENSG00000110881	ASIC1	1451									1	1451
ENSG00000110888	CAPRIN2				1810		1553	1001			3	1454.66666666667
ENSG00000110906	KCTD10	1544	654	1345	1666		508	342			6	1009.83333333333
ENSG00000110955	ATP5F1B	2021									1	2021
ENSG00000110958	PTGES3				2429	457					2	1443
ENSG00000110975	SYT10							1321			1	1321
ENSG00000111011	RSRC2						1408				1	1408
ENSG00000111052	LIN7A				2266						1	2266
ENSG00000111057	KRT18	946		1192	2707		1621			148	5	1322.8
ENSG00000111142	METAP2						1407				1	1407
ENSG00000111145	ELK3									236	1	236
ENSG00000111186	WNT5B		1261								1	1261
ENSG00000111215	PRR4									99	1	99
ENSG00000111218	PRMT8	1923							342		2	1132.5
ENSG00000111229	ARPC3		1170		1178		1642	618			4	1152
ENSG00000111237	VPS29						946				1	946
ENSG00000111266	DUSP16		3188								1	3188
ENSG00000111269	CREBL2								603		1	603
ENSG00000111275	ALDH2		2845	2964				2197			3	2668.66666666667
ENSG00000111276	CDKN1B		1713		2260						2	1986.5
ENSG00000111321	LTBR			1737							1	1737
ENSG00000111328	CDK2AP1	222		481	1446		1344	257		360	6	685
ENSG00000111331	OAS3	978		2350							2	1664
ENSG00000111341	MGP	87	275	208	1215	54					5	367.8
ENSG00000111344	RASAL1			1808							1	1808
ENSG00000111361	EIF2B1							1744			1	1744
ENSG00000111371	SLC38A1			1338	1755						2	1546.5
ENSG00000111412	C12orf49		3134								1	3134
ENSG00000111445	RFC5		3041								1	3041
ENSG00000111452	ADGRD1				2475						1	2475
ENSG00000111481	COPZ1								929		1	929
ENSG00000111490	TBC1D30		2696								1	2696
ENSG00000111530	CAND1		3417		2463		1941	1379			4	2300
ENSG00000111540	RAB5B						1663		430		2	1046.5
ENSG00000111554	MDM1				2344						1	2344
ENSG00000111596	CNOT2		2543				1966				2	2254.5
ENSG00000111605	CPSF6		3477	2583	1523			2012			4	2398.75
ENSG00000111615	KRR1									177	1	177
ENSG00000111639	MRPL51		1098		1138						2	1118
ENSG00000111640	GAPDH	1224	873	249	235	161	117	403	219	24	9	389.444444444445
ENSG00000111641	NOP2		1904								1	1904
ENSG00000111653	ING4							1278	727		2	1002.5
ENSG00000111666	CHPT1							1730			1	1730
ENSG00000111669	TPI1				1388	479		773			3	880
ENSG00000111674	ENO2	362		483				711			3	518.666666666667
ENSG00000111676	ATN1			2176							1	2176
ENSG00000111678	C12orf57	1200	2342		1116		882	822	166		6	1088
ENSG00000111696	NT5DC3		2978		675			1984		131	4	1442
ENSG00000111711	GOLT1B		1050								1	1050
ENSG00000111716	LDHB			1055	1586						2	1320.5
ENSG00000111726	CMAS			2274	2576		847	2018			4	1928.75
ENSG00000111728	ST8SIA1							2107			1	2107
ENSG00000111731	C2CD5				1756						1	1756
ENSG00000111737	RAB35		3067								1	3067
ENSG00000111752	PHC1		364	1282	987						3	877.666666666667
ENSG00000111775	COX6A1	686	3262		677	133	1613				5	1274.2
ENSG00000111785	RIC8B		3523								1	3523
ENSG00000111786	SRSF9		525	1996	2272		1812				4	1651.25
ENSG00000111790	FGFR1OP2		2631					864			2	1747.5
ENSG00000111801	BTN3A3			1346				1466			2	1406
ENSG00000111802	TDP2		3086		2358				469		3	1971
ENSG00000111832	RWDD1		2572								1	2572
ENSG00000111834	RSPH4A	460		651							2	555.5
ENSG00000111843	TMEM14C	1899									1	1899
ENSG00000111850	SMIM8		2576								1	2576
ENSG00000111859	NEDD9			2277							1	2277
ENSG00000111875	ASF1A			2395							1	2395
ENSG00000111879	FAM184A			1747							1	1747
ENSG00000111880	RNGTT									396	1	396
ENSG00000111885	MAN1A1				1079		1541	469			3	1029.66666666667
ENSG00000111897	SERINC1	1332	734	939	1071	263	1201	874			7	916.285714285714
ENSG00000111907	TPD52L1	561		448	611		363	312			5	459
ENSG00000111911	HINT3		3037		2080		1827	2002			4	2236.5
ENSG00000111912	NCOA7		2433								1	2433
ENSG00000111913	RIPOR2			734	991	600	895				4	805
ENSG00000111961	SASH1						1886				1	1886
ENSG00000111962	UST	2175	755	2163					262		4	1338.75
ENSG00000112031	MTRF1L			2024							1	2024
ENSG00000112038	OPRM1		1990	2141			1865				3	1998.66666666667
ENSG00000112062	MAPK14		1079	2841	2795			2279			4	2248.5
ENSG00000112079	STK38		1551								1	1551
ENSG00000112081	SRSF3	1398	1242	2364	1352						4	1589
ENSG00000112096	SOD2				2682						1	2682
ENSG00000112110	MRPL18		2031		2171	381					3	1527.66666666667
ENSG00000112137	PHACTR1		3061								1	3061
ENSG00000112149	CD83	2203		1526							2	1864.5
ENSG00000112164	GLP1R		1054		1113				568		3	911.666666666667
ENSG00000112183	RBM24				1709						1	1709
ENSG00000112186	CAP2			1098							1	1098
ENSG00000112208	BAG2							1827			1	1827
ENSG00000112210	RAB23						1634				1	1634
ENSG00000112276	BVES									351	1	351
ENSG00000112280	COL9A1		2933		1620						2	2276.5
ENSG00000112282	MED23				1444		1576				2	1510
ENSG00000112290	WASF1	1963					1647				2	1805
ENSG00000112305	SMAP1								716		1	716
ENSG00000112306	RPS12	330	1116	139	558	205	233	568			7	449.857142857143
ENSG00000112308	C6orf62			2547							1	2547
ENSG00000112309	B3GAT2	1595	1109	2270	882		238	929	325		7	1049.71428571429
ENSG00000112312	GMNN	2131		405							2	1268
ENSG00000112333	NR2E1	1712		1591							2	1651.5
ENSG00000112335	SNX3	992		1015							2	1003.5
ENSG00000112379	ARFGEF3			2892							1	2892
ENSG00000112419	PHACTR2		2494		1019			229			3	1247.33333333333
ENSG00000112511	PHF1				2030			656			2	1343
ENSG00000112514	CUTA		1343		839						2	1091
ENSG00000112530	PACRG	1606	688	1924	452		1404				5	1214.8
ENSG00000112531	QKI	1043	330	521	281		587	87			6	474.833333333333
ENSG00000112539	C6orf118	218		492							2	355
ENSG00000112541	PDE10A						1288				1	1288
ENSG00000112576	CCND3		1498								1	1498
ENSG00000112584	FAM120B		1325								1	1325
ENSG00000112651	MRPL2						1244				1	1244
ENSG00000112655	PTK7	897		1441							2	1169
ENSG00000112658	SRF	1747									1	1747
ENSG00000112667	DNPH1			1604							1	1604
ENSG00000112695	COX7A2		2048	940	1730		956	1034			5	1341.6
ENSG00000112697	TMEM30A	1665	1877	1830							3	1790.66666666667
ENSG00000112701	SENP6		3540	2914							2	3227
ENSG00000112715	VEGFA			436							1	436
ENSG00000112759	SLC29A1						1735				1	1735
ENSG00000112773	TENT5A			2341				218			2	1279.5
ENSG00000112796	ENPP5	1040		500							2	770
ENSG00000112851	ERBIN	1226									1	1226
ENSG00000112893	MAN2A1		2546								1	2546
ENSG00000112902	SEMA5A	744	1581	1263	724				56		5	873.6
ENSG00000112964	GHR		1684	952	510		821		239		5	841.2
ENSG00000112972	HMGCS1	1978	1535	922	1670						4	1526.25
ENSG00000112977	DAP						1072				1	1072
ENSG00000112981	NME5	1379		2065							2	1722
ENSG00000112983	BRD8				1308						1	1308
ENSG00000112992	NNT							1096			1	1096
ENSG00000113013	HSPA9			2742		177	901	785	940		5	1109
ENSG00000113048	MRPS27					532					1	532
ENSG00000113068	PFDN1		806								1	806
ENSG00000113083	LOX				396						1	396
ENSG00000113108	APBB3			2070							1	2070
ENSG00000113119	TMCO6		2533								1	2533
ENSG00000113140	SPARC	72	97	36	63	137	37	44	150	42	9	75.3333333333333
ENSG00000113141	IK				2593			2098	588		3	1759.66666666667
ENSG00000113161	HMGCR		1466								1	1466
ENSG00000113163	CERT1				1248						1	1248
ENSG00000113231	PDE8B	2025	3534	3004							3	2854.33333333333
ENSG00000113240	CLK4				2203						1	2203
ENSG00000113269	RNF130		1726								1	1726
ENSG00000113300	CNOT6				2664						1	2664
ENSG00000113312	TTC1							1089			1	1089
ENSG00000113319	RASGRF2	1069									1	1069
ENSG00000113327	GABRG2	237	1400	1448	1045				228		5	871.6
ENSG00000113328	CCNG1			2802							1	2802
ENSG00000113356	POLR3G		2471								1	2471
ENSG00000113360	DROSHA								785		1	785
ENSG00000113361	CDH6						1291				1	1291
ENSG00000113369	ARRDC3		824	1724	741						3	1096.33333333333
ENSG00000113384	GOLPH3		923					370		729	3	674
ENSG00000113387	SUB1		1110		748			2253			3	1370.33333333333
ENSG00000113389	NPR3									598	1	598
ENSG00000113391	FAM172A		1694								1	1694
ENSG00000113396	SLC27A6	644		402				1102			3	716
ENSG00000113407	TARS							1834			1	1834
ENSG00000113494	PRLR	1182	83	900	66		231	158	174		7	399.142857142857
ENSG00000113504	SLC12A7							1973			1	1973
ENSG00000113532	ST8SIA4		1246	2038	581		1460	492		311	6	1021.33333333333
ENSG00000113552	GNPDA1								767		1	767
ENSG00000113558	SKP1			2668			396	1080			3	1381.33333333333
ENSG00000113575	PPP2CA		1892	2353							2	2122.5
ENSG00000113578	FGF1	1047	686		899			818			4	862.5
ENSG00000113580	NR3C1	1293	1008	2119		631	662	1459			6	1195.33333333333
ENSG00000113583	C5orf15	1723	1835		1290			1549			4	1599.25
ENSG00000113593	PPWD1							1659			1	1659
ENSG00000113594	LIFR				2105			1468			2	1786.5
ENSG00000113595	TRIM23	1942	2716								2	2329
ENSG00000113597	TRAPPC13							1276			1	1276
ENSG00000113621	TXNDC15							2128	449		2	1288.5
ENSG00000113638	TTC33						1414		692		2	1053
ENSG00000113643	RARS		3051								1	3051
ENSG00000113645	WWC1			987						673	2	830
ENSG00000113648	H2AFY			1547							1	1547
ENSG00000113649	TCERG1			2777	2437						2	2607
ENSG00000113657	DPYSL3	1375		795			1672				3	1280.66666666667
ENSG00000113658	SMAD5		3215	1655	1014						3	1961.33333333333
ENSG00000113712	CSNK1A1						1014	900	401		3	771.666666666667
ENSG00000113721	PDGFRB							1709		399	2	1054
ENSG00000113732	ATP6V0E1	637	474	951	377	497		455	209		7	514.285714285714
ENSG00000113742	CPEB4		1058		2605						2	1831.5
ENSG00000113758	DBN1		2949		629			1817	749		4	1536
ENSG00000113763	UNC5A				640						1	640
ENSG00000113805	CNTN3		504	2814			1913	389			4	1405
ENSG00000113811	SELENOK		3318					1628			2	2473
ENSG00000113812	ACTR8						1035				1	1035
ENSG00000113845	TIMMDC1		3486					423			2	1954.5
ENSG00000113851	CRBN						1840				1	1840
ENSG00000113916	BCL6			1758					697	643	3	1032.66666666667
ENSG00000113966	ARL6				2455			2046			2	2250.5
ENSG00000114021	NIT2				2656						1	2656
ENSG00000114023	FAM162A		3276								1	3276
ENSG00000114062	UBE3A		2303					1023		723	3	1349.66666666667
ENSG00000114115	RBP1	148	1032	243							3	474.333333333333
ENSG00000114120	SLC25A36		2070		2771				195		3	1678.66666666667
ENSG00000114125	RNF7		2064	1777			631	1560			4	1508
ENSG00000114127	XRN1				2038		1114				2	1576
ENSG00000114166	KAT2B	1079	1725	2291							3	1698.33333333333
ENSG00000114200	BCHE	1252			1237						2	1244.5
ENSG00000114204	SERPINI2			2414							1	2414
ENSG00000114251	WNT5A	2107		506							2	1306.5
ENSG00000114270	COL7A1		1271	1712	757		569				4	1077.25
ENSG00000114279	FGF12	1651		2290							2	1970.5
ENSG00000114302	PRKAR2A		2861								1	2861
ENSG00000114315	HES1	1061		1515	2235		1257				4	1517
ENSG00000114353	GNAI2	832	766				614	1557	578		5	869.4
ENSG00000114354	TFG			865	2313						2	1589
ENSG00000114374	USP9Y						1313				1	1313
ENSG00000114383	TUSC2							1290			1	1290
ENSG00000114391	RPL24	1036	1073	1630	190			393		169	6	748.5
ENSG00000114405	C3orf14		1762								1	1762
ENSG00000114416	FXR1		1457	1859	2541	241		1836			5	1586.8
ENSG00000114439	BBX		602	882	2316			1961			4	1440.25
ENSG00000114446	IFT57	701	808	1316			1173	1629			5	1125.4
ENSG00000114473	IQCG	266		220							2	243
ENSG00000114491	UMPS									443	1	443
ENSG00000114503	NCBP2			1556				1559			2	1557.5
ENSG00000114520	SNX4		1754	2549			1877	1009			4	1797.25
ENSG00000114544	SLC41A3		2864					2140			2	2502
ENSG00000114554	PLXNA1				686						1	686
ENSG00000114573	ATP6V1A	756	1467	1335	2448		1756	1126			6	1481.33333333333
ENSG00000114631	PODXL2	808	531	1713	2400		654	680			6	1131
ENSG00000114646	CSPG5				857		1168	1332			3	1119
ENSG00000114654	EFCC1		1609								1	1609
ENSG00000114656	KIAA1257						1981				1	1981
ENSG00000114670	NEK11	355		282							2	318.5
ENSG00000114686	MRPL3						1136				1	1136
ENSG00000114698	PLSCR4		3428								1	3428
ENSG00000114737	CISH		3189		1990		324				3	1834.33333333333
ENSG00000114738	MAPKAPK3		3109								1	3109
ENSG00000114742	WDR48		1506								1	1506
ENSG00000114757	PEX5L	2268			958						2	1613
ENSG00000114770	ABCC5		1359								1	1359
ENSG00000114784	EIF1B	1547	1813	3032	908		386	448			6	1355.66666666667
ENSG00000114790	ARHGEF26		2500								1	2500
ENSG00000114796	KLHL24					323					1	323
ENSG00000114805	PLCH1						297	1511			2	904
ENSG00000114841	DNAH1	315		2166							2	1240.5
ENSG00000114853	ZBTB47		3530								1	3530
ENSG00000114857	NKTR		2909	2543	613		717				4	1695.5
ENSG00000114861	FOXP1		1636								1	1636
ENSG00000114867	EIF4G1		1226				1142				2	1184
ENSG00000114902	SPCS1	2189	521	1739	2210		433	547	277		7	1130.85714285714
ENSG00000114904	NEK4			2607							1	2607
ENSG00000114948	ADAM23	1721									1	1721
ENSG00000114956	DGUOK		786		1537			814			3	1045.66666666667
ENSG00000114988	LMAN2L						1251	1886			2	1568.5
ENSG00000114993	RTKN				1485						1	1485
ENSG00000114999	TTL		2405								1	2405
ENSG00000115020	PIKFYVE			2844							1	2844
ENSG00000115073	ACTR1B		1619				1003				2	1311
ENSG00000115084	SLC35F5		959	2887							2	1923
ENSG00000115091	ACTR3		1405	2808	1964						3	2059
ENSG00000115109	EPB41L5		1627								1	1627
ENSG00000115128	SF3B6	1521	1087		633		939	465			5	929
ENSG00000115137	DNAJC27	1884									1	1884
ENSG00000115138	POMC	13	15	11	3	7	12	15	4	415	9	55
ENSG00000115159	GPD2		1463								1	1463
ENSG00000115170	ACVR1	2022									1	2022
ENSG00000115183	TANC1		3382	3093							2	3237.5
ENSG00000115216	NRBP1				1984						1	1984
ENSG00000115226	FNDC4		3388								1	3388
ENSG00000115233	PSMD14		1043								1	1043
ENSG00000115234	SNX17						950		462		2	706
ENSG00000115241	PPM1G	1113									1	1113
ENSG00000115252	PDE1A							1887			1	1887
ENSG00000115255	REEP6		2712			343					2	1527.5
ENSG00000115268	RPS15	201	554	883	380			762	263		6	507.166666666667
ENSG00000115275	MOGS			2224							1	2224
ENSG00000115286	NDUFS7						1968			667	2	1317.5
ENSG00000115289	PCGF1		2573								1	2573
ENSG00000115295	CLIP4		1459	2530	1772		1009				4	1692.5
ENSG00000115306	SPTBN1			1109			1884				2	1496.5
ENSG00000115310	RTN4	461		1534			715	1464	543		5	943.4
ENSG00000115317	HTRA2		3408								1	3408
ENSG00000115318	LOXL3			2681							1	2681
ENSG00000115350	POLE4							1059			1	1059
ENSG00000115355	CCDC88A		2261								1	2261
ENSG00000115365	LANCL1			2057							1	2057
ENSG00000115380	EFEMP1	317	394	129	798			301			5	387.8
ENSG00000115414	FN1	1288	2225	1528	1385		1422	1461			6	1551.5
ENSG00000115415	STAT1		494	247	275		279	198			5	298.6
ENSG00000115419	GLS	1006	1620	2215	2512						4	1838.25
ENSG00000115423	DNAH6	514		1887							2	1200.5
ENSG00000115446	UNC50			2542	828						2	1685
ENSG00000115457	IGFBP2	1725		764	1947						3	1478.66666666667
ENSG00000115461	IGFBP5	682	900	658	2694		102	1890			6	1154.33333333333
ENSG00000115464	USP34		354								1	354
ENSG00000115468	EFHD1			1785	1314						2	1549.5
ENSG00000115484	CCT4		1531					531			2	1031
ENSG00000115486	GGCX		3196								1	3196
ENSG00000115504	EHBP1						1531				1	1531
ENSG00000115524	SF3B1			1478				1669			2	1573.5
ENSG00000115525	ST3GAL5		3224								1	3224
ENSG00000115539	PDCL3				2675						1	2675
ENSG00000115540	MOB4		1452				1163				2	1307.5
ENSG00000115541	HSPE1	742	2753	2468	1065	98		227			6	1225.5
ENSG00000115548	KDM3A			2122							1	2122
ENSG00000115561	CHMP3			2513							1	2513
ENSG00000115568	ZNF142						1555				1	1555
ENSG00000115594	IL1R1					403					1	403
ENSG00000115604	IL18R1	538	75	475	192						4	320
ENSG00000115652	UXS1		476	2571	1292						3	1446.33333333333
ENSG00000115657	ABCB6						1495				1	1495
ENSG00000115677	HDLBP		1895								1	1895
ENSG00000115694	STK25		1704				1559	894			3	1385.66666666667
ENSG00000115718	PROC							1544			1	1544
ENSG00000115738	ID2			1793	2383	468					3	1548
ENSG00000115750	TAF1B				2592	565				632	3	1263
ENSG00000115756	HPCAL1	366	2179	966	1797					263	5	1114.2
ENSG00000115758	ODC1	1130		2279				1101			3	1503.33333333333
ENSG00000115762	PLEKHB2						1935				1	1935
ENSG00000115806	GORASP2		931								1	931
ENSG00000115828	QPCT	708	243	765	184		1833	197		508	7	634
ENSG00000115839	RAB3GAP1						1242				1	1242
ENSG00000115840	SLC25A12				1882						1	1882
ENSG00000115841	RMDN2			1978							1	1978
ENSG00000115844	DLX2		3452		1830				275		3	1852.33333333333
ENSG00000115875	SRSF7				1579				793		2	1186
ENSG00000115896	PLCL1		1487		526						2	1006.5
ENSG00000115902	SLC1A4						1400		104		2	752
ENSG00000115944	COX7A2L		992	2637	732		1225				4	1396.5
ENSG00000115947	ORC4		2278					1680			2	1979
ENSG00000115963	RND3		2789	3074	2604	488			235		5	1838
ENSG00000115966	ATF2		3369				1111				2	2240
ENSG00000115977	AAK1	1609		1581							2	1595
ENSG00000115993	TRAK2			2544							1	2544
ENSG00000116001	TIA1		226	1836	378						3	813.333333333334
ENSG00000116005	PCYOX1		386		778			909			3	691
ENSG00000116016	EPAS1						1417	1980			2	1698.5
ENSG00000116030	SUMO1			3044	805						2	1924.5
ENSG00000116044	NFE2L2		3026								1	3026
ENSG00000116062	MSH6		1464			621					2	1042.5
ENSG00000116095	PLEKHA3				1628						1	1628
ENSG00000116106	EPHA4		2832		922						2	1877
ENSG00000116117	PARD3B			1438							1	1438
ENSG00000116120	FARSB		3284						934		2	2109
ENSG00000116132	PRRX1		3494								1	3494
ENSG00000116133	DHCR24		826	1160	872		1096	377		186	6	752.833333333333
ENSG00000116138	DNAJC16		2600								1	2600
ENSG00000116147	TNR				2721						1	2721
ENSG00000116151	MORN1			2789							1	2789
ENSG00000116161	CACYBP	2163						2116	668	307	4	1313.5
ENSG00000116171	SCP2	911		1382				1152			3	1148.33333333333
ENSG00000116194	ANGPTL1	650		404							2	527
ENSG00000116199	FAM20B						1388				1	1388
ENSG00000116209	TMEM59	1805	357	1884	597		343	378			6	894
ENSG00000116221	MRPL37		3205								1	3205
ENSG00000116251	RPL22		2693	907					760		3	1453.33333333333
ENSG00000116254	CHD5			1922	2091						2	2006.5
ENSG00000116260	QSOX1									597	1	597
ENSG00000116288	PARK7			2128			1726				2	1927
ENSG00000116299	KIAA1324		518	1513	344		144	153	173		6	474.166666666667
ENSG00000116337	AMPD2		2004		2669			1624			3	2099
ENSG00000116406	EDEM3		2971								1	2971
ENSG00000116455	WDR77						1983				1	1983
ENSG00000116459	ATP5PB		2596								1	2596
ENSG00000116489	CAPZA1		2515		1637						2	2076
ENSG00000116497	S100PBP		2482				1780				2	2131
ENSG00000116539	ASH1L		3156	2447	2817						3	2806.66666666667
ENSG00000116560	SFPQ		805	2403					484		3	1230.66666666667
ENSG00000116574	RHOU	1116		644				1358			3	1039.33333333333
ENSG00000116580	GON4L							1909			1	1909
ENSG00000116584	ARHGEF2					518					1	518
ENSG00000116586	LAMTOR2						1532				1	1532
ENSG00000116641	DOCK7			2165							1	2165
ENSG00000116649	SRM		3384		2376						2	2880
ENSG00000116661	FBXO2	1488	469	2659	777			2015	371		6	1296.5
ENSG00000116663	FBXO6	1466									1	1466
ENSG00000116667	C1orf21		1542		704			1876			3	1374
ENSG00000116670	MAD2L2	2247			2025						2	2136
ENSG00000116675	DNAJC6	407		449					687		3	514.333333333333
ENSG00000116678	LEPR	1546	2652	2054	509			1432			5	1638.6
ENSG00000116685	KIAA2013		1225								1	1225
ENSG00000116690	PRG4	12	144	6	175		40	141			6	86.3333333333333
ENSG00000116717	GADD45A			1932							1	1932
ENSG00000116729	WLS	1266		838				606		703	4	853.25
ENSG00000116731	PRDM2				2762						1	2762
ENSG00000116741	RGS2				976	523	1156				3	885
ENSG00000116745	RPE65	665		2039							2	1352
ENSG00000116750	UCHL5	1631	2508								2	2069.5
ENSG00000116752	BCAS2	1695	2593				1978				3	2088.66666666667
ENSG00000116754	SRSF11		322	2563	606						3	1163.66666666667
ENSG00000116771	AGMAT		3231								1	3231
ENSG00000116791	CRYZ	1762						2092			2	1927
ENSG00000116793	PHTF1		1913								1	1913
ENSG00000116833	NR5A2		148		520			916			3	528
ENSG00000116857	TMEM9				1697		693	1429			3	1273
ENSG00000116863	ADPRHL2					545					1	545
ENSG00000116871	MAP7D1			2294	1466						2	1880
ENSG00000116885	OSCP1	1738			2662		999				3	1799.66666666667
ENSG00000116898	MRPS15								466		1	466
ENSG00000116903	EXOC8				1662						1	1662
ENSG00000116906	GNPAT			2417							1	2417
ENSG00000116918	TSNAX			876	1153			2295			3	1441.33333333333
ENSG00000116922	C1orf109		3410								1	3410
ENSG00000116983	HPCAL4			904	585			1391			3	960
ENSG00000116984	MTR		1896		1648		788				3	1444
ENSG00000117036	ETV3								868		1	868
ENSG00000117054	ACADM		1606		2748		903		435		4	1423
ENSG00000117114	ADGRL2	1623	2520	1220	1473					653	5	1497.8
ENSG00000117115	PADI2	830		631	794		545	330			5	626
ENSG00000117143	UAP1			1851							1	1851
ENSG00000117151	CTBS						1538				1	1538
ENSG00000117152	RGS4		100	1752	129		1486	1731		65	6	877.166666666667
ENSG00000117153	KLHL12	2182						1167			2	1674.5
ENSG00000117154	IGSF21		2699								1	2699
ENSG00000117174	ZNHIT6		2470								1	2470
ENSG00000117245	KIF17		2015								1	2015
ENSG00000117266	CDK18			2374	2625					542	3	1847
ENSG00000117298	ECE1		1007		2247		951	2306			4	1627.75
ENSG00000117308	GALE		2194								1	2194
ENSG00000117318	ID3		1653	650	2532		1570				4	1601.25
ENSG00000117335	CD46		183	1081	390		638	1068	666		6	671
ENSG00000117362	APH1A			2377							1	2377
ENSG00000117385	P3H1		2685								1	2685
ENSG00000117394	SLC2A1				2117	176					2	1146.5
ENSG00000117395	EBNA1BP2		1940				921				2	1430.5
ENSG00000117410	ATP6V0B	470	2570	738			701	728			5	1041.4
ENSG00000117411	B4GALT2							1970			1	1970
ENSG00000117419	ERI3							1222			1	1222
ENSG00000117448	AKR1A1		3390								1	3390
ENSG00000117450	PRDX1	1830		2079	1398		1444		144		5	1379
ENSG00000117461	PIK3R3				2508			1047			2	1777.5
ENSG00000117477	CCDC181					465					1	465
ENSG00000117479	SLC19A2		2686								1	2686
ENSG00000117480	FAAH									696	1	696
ENSG00000117500	TMED5				1986			969			2	1477.5
ENSG00000117505	DR1	1180	2173		2039						3	1797.33333333333
ENSG00000117519	CNN3	2029		1894			1709				3	1877.33333333333
ENSG00000117525	F3		2110	2137		39		1026			4	1328
ENSG00000117528	ABCD3								569		1	569
ENSG00000117533	VAMP4		2894								1	2894
