Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to11,Feature log2 fold change topic 9to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000138686,BBS7,3,-3.4084,20,-0.9325,38,0.03571,29,-0.3712,39,0.09118,43,0.22875,19,-0.9814,38,0.08695,50,0.48903,92,1.50321
ENSG00000138688,KIAA1109,72,-0.0993,80,0.05000,82,0.10015,59,-0.4457,83,0.11390,106,0.49979,62,-0.3411,86,0.20473,50,-0.6563,92,0.27584
ENSG00000138685,FGF2,41,-0.2596,10,-2.2613,25,-0.9984,77,0.80915,19,-1.3893,53,0.12691,51,0.06651,46,-0.1059,50,0.04540,92,1.01936
ENSG00000151458,ANKRD50,10,-1.7561,11,-1.6241,13,-1.3752,23,-0.5582,32,-0.0035,33,0.06230,31,-0.0667,34,0.07902,50,0.70299,92,1.74201
ENSG00000164066,INTU,22,-0.4397,33,0.19558,23,-0.3297,19,-0.7032,17,-0.8019,12,-1.3643,11,-1.4290,27,-0.1544,50,0.86860,92,1.92990
ENSG00000164070,HSPA4L,6,-4.1294,17,-2.6014,58,-0.7727,101,0.06153,135,0.52611,169,0.88949,96,-0.0078,145,0.81445,50,-1.0007,92,-0.0825
ENSG00000164073,MFSD8,11,-1.3599,33,0.31965,19,-0.5289,16,-0.8360,25,-0.0681,14,-0.9929,6,-2.0482,22,-0.3787,50,1.01128,92,2.09427
ENSG00000164074,ABHD18,8,-1.4558,20,-0.0221,10,-1.0978,10,-1.0703,11,-0.9495,6,-1.8469,11,-0.8951,13,-0.7845,50,1.44465,92,2.61133
ENSG00000138709,LARP1B,16,-0.9377,21,-0.5206,22,-0.4326,20,-0.6079,17,-0.8364,16,-0.9062,18,-0.6944,29,0.00139,50,0.86208,92,1.92244
ENSG00000164040,PGRMC2,77,-0.4001,74,-0.4751,108,0.10915,71,-0.5754,156,0.69704,130,0.40528,107,0.10224,123,0.39792,50,-1.0539,92,-0.1375
ENSG00000077684,JADE1,9,-2.1009,24,-0.7299,20,-0.9800,30,-0.4046,34,-0.2021,70,0.92824,26,-0.6360,40,0.05286,50,0.39602,92,1.40061
ENSG00000250241,AC105383.1,9,-1.2132,18,-0.2971,0,-6.3418,7,-1.7084,12,-0.9032,28,0.41922,12,-0.8111,15,-0.6590,50,1.36831,92,2.51797
ENSG00000138650,PCDH10,72,-1.2786,82,-1.0697,11,-3.9312,142,-0.2641,136,-0.3163,195,0.25293,164,-0.0252,141,-0.3034,704,2.52913,92,-0.9055
ENSG00000189184,PCDH18,7,-1.5772,0,-9.1588,0,-6.2678,11,-0.9718,57,1.67362,21,0.01190,18,-0.2101,0,-5.7372,50,1.45869,92,2.62862
ENSG00000151012,SLC7A11,82,-0.8347,12,-3.5895,25,-2.5774,85,-0.8324,14,-3.3996,25,-2.5624,29,-2.3530,53,-1.6723,50,-1.5710,1282,4.74585
ENSG00000109381,ELF2,43,0.72706,20,-0.4793,39,0.53594,12,-1.2960,8,-1.8150,17,-0.6823,17,-0.7138,15,-1.0005,50,0.96140,92,2.03652
ENSG00000109390,NDUFC1,158,-0.9186,168,-0.8304,142,-1.0753,176,-0.8057,335,0.23698,359,0.34242,335,0.23556,370,0.48406,699,1.45760,92,-1.7245
ENSG00000164134,NAA15,48,0.69010,33,0.06777,2,-3.9691,28,-0.2062,24,-0.4057,13,-1.2480,18,-0.8042,23,-0.5164,50,0.75230,92,1.79766
ENSG00000172007,RAB33B,28,-0.1278,47,0.67936,35,0.18822,10,-1.7291,31,0.01539,22,-0.4876,33,0.09435,14,-1.3374,50,0.76815,92,1.81559
ENSG00000145391,SETD7,78,0.97917,76,0.95634,40,-0.0900,42,0.01253,12,-1.9096,34,-0.3162,27,-0.6732,18,-1.4423,50,0.27417,92,1.26718
ENSG00000085871,MGST2,17,-0.9530,9,-1.9116,66,1.14344,20,-0.7757,61,1.00596,27,-0.2605,30,-0.1374,10,-1.9586,50,0.69163,92,1.72922
ENSG00000153130,SCOC,151,-1.4063,239,-0.7199,470,0.32441,375,-0.0335,1016,1.62344,481,0.36321,555,0.59211,389,0.03077,50,-3.0192,92,-2.1391
ENSG00000153132,CLGN,3,-2.8980,3,-3.1587,36,0.51531,11,-1.3247,44,0.84679,20,-0.4096,38,0.59898,9,-1.6911,50,1.06398,92,2.15563
ENSG00000179387,ELMOD2,7,-1.8090,12,-1.0524,5,-2.2274,20,-0.3007,21,-0.1863,9,-1.4015,51,1.21050,8,-1.7619,50,1.18618,92,2.29939
ENSG00000109436,TBC1D9,2,-4.7910,6,-3.6575,142,1.00179,46,-0.8184,97,0.38801,113,0.63502,93,0.30800,100,0.54009,50,-0.6356,92,0.29746
ENSG00000170153,RNF150,13,-1.4526,0,-9.9426,23,-0.6382,37,0.08675,66,0.98397,19,-0.9446,30,-0.2553,31,-0.2269,50,0.54071,92,1.56052
ENSG00000109445,ZNF330,28,-0.2182,17,-1.0175,11,-1.6403,16,-1.1604,32,-0.0510,35,0.12350,38,0.22652,31,-0.1308,50,0.67041,92,1.70537
ENSG00000170185,USP38,24,-0.0880,39,0.68370,16,-0.6944,13,-1.0725,4,-2.5211,25,-0.0234,6,-1.9937,16,-0.8039,50,1.08148,92,2.17608
ENSG00000109458,GAB1,87,-0.1457,216,1.32492,7,-3.7557,25,-2.0742,7,-3.6984,29,-1.7856,10,-3.3177,15,-2.9812,703,3.93966,92,-0.0668
ENSG00000153147,SMARCA5,142,0.31906,176,0.66386,93,-0.3446,121,0.06506,110,-0.0861,176,0.66016,123,0.08412,102,-0.2343,50,-1.2709,92,-0.3614
ENSG00000164161,HHIP,69,0.61966,237,2.93670,14,-1.7560,36,-0.4392,5,-3.1546,19,-1.3586,5,-3.0870,14,-1.9989,50,0.11869,92,1.09841
ENSG00000164162,ANAPC10,15,-0.7576,9,-1.5489,0,-6.5342,9,-1.6331,26,0.05708,43,0.88944,15,-0.7657,18,-0.5396,50,1.13788,92,2.24231
ENSG00000164163,ABCE1,37,-0.5133,79,0.66672,29,-0.8953,44,-0.2962,49,-0.0922,36,-0.5739,62,0.26529,52,-0.0045,50,-0.0578,92,0.90853
ENSG00000164164,OTUD4,24,-0.4430,34,0.09490,37,0.22678,24,-0.4673,27,-0.2552,18,-0.8282,15,-1.1113,22,-0.6047,50,0.73189,92,1.77458
ENSG00000170365,SMAD1,32,0.41726,13,-0.9734,18,-0.4440,18,-0.5269,14,-0.8275,3,-3.0044,7,-1.8385,18,-0.5584,50,1.15534,92,2.26290
ENSG00000151612,ZNF827,8,-1.6975,20,-0.4260,9,-1.6021,24,-0.1661,22,-0.2778,23,-0.2506,30,0.20517,14,-1.0429,50,1.00968,92,2.09240
ENSG00000164167,LSM6,34,-0.2575,24,-0.7696,22,-0.8935,29,-0.5365,30,-0.4191,26,-0.6339,41,0.05911,47,0.31390,50,0.35906,92,1.36002
ENSG00000164168,TMEM184C,14,-1.3503,31,-0.1502,55,0.75353,25,-0.5023,28,-0.3187,16,-1.1332,34,-0.0239,25,-0.5496,50,0.59840,92,1.62476
ENSG00000151623,NR3C2,25,-0.0007,10,-1.3047,16,-0.6093,26,0.07838,11,-1.2560,11,-1.2149,6,-2.0629,16,-0.7273,50,1.13223,92,2.23565
ENSG00000170390,DCLK2,107,0.60166,27,-1.5020,66,-0.1632,71,-0.0510,53,-0.4833,61,-0.2744,88,0.30332,88,0.35082,50,-0.5722,92,0.36386
ENSG00000145425,RPS3A,1231,0.94609,772,0.19004,603,-0.1963,706,0.05363,367,-0.9541,1026,0.64590,714,0.06748,876,0.48233,50,-3.8645,92,-2.9899
ENSG00000109686,SH3D19,36,0.57205,30,0.29674,9,-1.5455,13,-1.0132,7,-1.8878,8,-1.6391,9,-1.5586,19,-0.4959,50,1.12912,92,2.23199
ENSG00000059691,GATB,24,-0.5337,37,0.15622,25,-0.4240,28,-0.2882,24,-0.5028,32,-0.0666,14,-1.2715,27,-0.3831,50,0.63102,92,1.66122
ENSG00000109670,FBXW7,4,-3.4776,8,-2.6265,8,-2.6868,62,0.33173,62,0.29064,98,1.03368,62,0.30702,52,0.04318,50,-0.0353,92,0.93268
ENSG00000164144,ARFIP1,22,-0.4039,42,0.59806,28,-0.0614,11,-1.4784,23,-0.3182,8,-1.9480,26,-0.1754,21,-0.5882,50,0.87576,92,1.93809
ENSG00000109654,TRIM2,307,0.30582,707,1.71468,219,-0.2261,212,-0.3005,211,-0.2847,247,-0.0361,158,-0.7196,288,0.25015,60,-2.1577,92,-1.5306
ENSG00000145428,RNF175,1,-4.5302,1,-5.2359,18,-0.9967,24,-0.6334,48,0.49355,36,0.04210,35,0.00151,42,0.35996,50,0.56579,92,1.58841
ENSG00000171566,PLRG1,61,0.41234,34,-0.4926,41,-0.1971,36,-0.4142,46,-0.0321,56,0.28079,28,-0.7623,43,-0.1733,50,0.10382,92,1.08234
ENSG00000121207,LRAT,17,-1.5375,4,-3.6158,0,-7.4973,47,-0.0384,318,3.58660,11,-2.2083,44,-0.1515,0,-7.1978,50,0.05210,92,1.02658
ENSG00000164114,MAP9,39,-1.4990,32,-1.7876,147,0.52333,118,0.18540,139,0.42836,233,1.28890,159,0.64489,83,-0.4443,50,-1.1306,92,-0.2167
ENSG00000164116,GUCY1A1,2,-3.6090,4,-2.6706,15,-0.8789,26,-0.1348,32,0.23515,27,-0.0150,27,-0.0567,20,-0.6001,50,0.94261,92,2.01485
ENSG00000260244,AC104083.1,0,-6.5840,7,-1.9114,1,-4.8145,33,0.32637,24,-0.1918,16,-0.7905,38,0.51810,19,-0.5798,50,0.98980,92,2.06936
ENSG00000061918,GUCY1B1,15,-3.8684,27,-2.9969,106,-1.0031,173,-0.2816,352,0.87331,290,0.55415,245,0.28282,193,-0.1060,607,1.82385,92,-1.2141
ENSG00000256043,CTSO,50,0.72883,31,-0.0200,3,-3.3699,25,-0.3647,17,-0.9101,18,-0.8299,22,-0.5579,25,-0.3936,50,0.73583,92,1.77904
ENSG00000109738,GLRB,20,-2.3324,18,-2.4397,29,-1.7758,78,-0.3384,88,-0.1260,108,0.19699,137,0.58054,180,1.36119,50,-0.9745,92,-0.0554
ENSG00000120251,GRIA2,44,-1.8927,74,-1.1206,20,-3.0242,103,-0.6569,154,-0.0017,92,-0.7791,138,-0.1683,377,2.10941,50,-1.6874,92,-0.7885
ENSG00000164125,GASK1B,52,-0.2311,19,-1.6881,17,-1.8749,110,1.10717,15,-2.0919,101,0.83735,43,-0.5014,57,-0.1017,50,-0.2752,92,0.67693
ENSG00000164124,TMEM144,460,1.69796,1109,3.66041,5,-5.0578,86,-1.0686,31,-2.5181,122,-0.4697,33,-2.3918,28,-2.8864,50,-1.7977,92,-0.9011
ENSG00000171503,ETFDH,15,-0.5057,16,-0.4038,5,-2.0125,11,-1.1069,16,-0.4258,24,0.14628,8,-1.5188,11,-1.1813,50,1.36534,92,2.51436
ENSG00000171497,PPID,32,-0.7742,35,-0.6243,30,-0.8457,39,-0.5136,67,0.37578,33,-0.7108,46,-0.2107,74,0.68012,50,-0.0746,92,0.89050
ENSG00000052795,FNIP2,21,-0.5199,38,0.41378,2,-3.7374,21,-0.5563,15,-0.9534,42,0.57639,9,-1.7115,23,-0.4321,50,0.85676,92,1.91637
ENSG00000109756,RAPGEF2,57,0.05300,52,-0.1011,1,-5.7090,49,-0.1886,40,-0.5085,30,-0.8993,63,0.21589,78,0.68352,50,-0.1474,92,0.81278
ENSG00000168843,FSTL5,5,-3.5760,17,-1.9635,0,-7.7773,50,-0.3922,265,2.51689,87,0.50661,103,0.79004,33,-1.1181,50,-0.3450,92,0.60302
ENSG00000145416,MARCH1,29,-0.6114,81,1.01175,5,-3.0083,27,-0.7845,38,-0.2007,36,-0.2876,25,-0.8382,51,0.30766,50,0.23231,92,1.22159
ENSG00000170088,TMEM192,12,-1.3303,25,-0.3005,11,-1.4246,21,-0.5729,21,-0.5689,29,-0.0648,46,0.69034,20,-0.6682,50,0.81505,92,1.86883
ENSG00000109466,KLHL2,76,0.43799,85,0.62270,29,-1.0206,45,-0.4061,32,-0.8630,37,-0.6659,43,-0.4410,71,0.39646,50,-0.2079,92,0.74841
ENSG00000052802,MSMO1,88,-0.4391,57,-1.0933,83,-0.5288,96,-0.3381,176,0.63989,124,0.08117,123,0.07623,181,0.87082,50,-1.2884,92,-0.3794
ENSG00000109472,CPE,1310,-0.0074,320,-2.1281,845,-0.6822,1952,0.70131,1125,-0.2440,1162,-0.1941,1913,0.59439,2034,0.88584,338,-2.0479,92,-3.9403
ENSG00000196104,SPOCK3,309,0.74112,652,2.05773,30,-2.7527,166,-0.2615,203,0.06786,166,-0.2487,207,0.09859,162,-0.3361,50,-2.0308,92,-1.1385
ENSG00000129116,PALLD,75,1.29310,8,-2.0698,31,-0.1466,23,-0.6535,8,-2.1649,20,-0.7730,30,-0.1860,27,-0.4248,50,0.62496,92,1.65444
ENSG00000145439,CBR4,20,-1.2918,37,-0.3791,131,1.67771,28,-0.8542,43,-0.1504,45,-0.0945,35,-0.4468,36,-0.4884,50,0.08204,92,1.05883
ENSG00000154447,SH3RF1,18,-0.9685,66,1.03246,0,-7.0272,25,-0.5532,47,0.47887,31,-0.1593,35,-0.0170,21,-0.8571,50,0.56990,92,1.59299
ENSG00000137601,NEK1,27,-0.2009,12,-1.3533,22,-0.5460,28,-0.1470,25,-0.3391,14,-1.2270,49,0.74638,18,-0.9304,50,0.76752,92,1.81487
ENSG00000109572,CLCN3,120,-0.1408,200,0.66801,102,-0.3900,112,-0.2676,190,0.58741,192,0.60309,169,0.39860,123,-0.1243,50,-1.4545,92,-0.5501
ENSG00000056050,HPF1,39,-0.5669,66,0.23783,47,-0.2841,43,-0.4580,60,0.09582,56,-0.0192,48,-0.2607,63,0.22608,50,-0.1781,92,0.78009
ENSG00000198948,MFAP3L,82,0.83668,160,2.01144,12,-2.0055,46,-0.0751,24,-1.0438,38,-0.3569,11,-2.1951,23,-1.2882,50,0.04916,92,1.02341
ENSG00000109586,GALNT7,18,-2.7603,62,-0.9583,7,-4.0787,14,-3.2092,6,-4.3373,18,-2.7999,2,-5.8415,13,-3.4940,50,-1.2773,1288,6.04252
ENSG00000164104,HMGB2,49,0.58437,21,-0.7332,29,-0.2587,22,-0.6785,21,-0.7414,56,0.79204,17,-1.0001,20,-0.8796,50,0.61789,92,1.64653
ENSG00000164105,SAP30,25,-0.0300,41,0.74434,12,-1.1105,13,-1.0364,5,-2.3926,29,0.18598,14,-0.8669,12,-1.2633,50,1.09335,92,2.18999
ENSG00000164106,SCRG1,440,1.76643,297,1.07649,29,-2.4549,170,0.17994,37,-2.1045,201,0.43503,115,-0.4361,128,-0.3195,50,-1.6762,92,-0.7770
ENSG00000164117,FBXO8,30,0.13577,22,-0.3238,14,-0.9866,14,-1.0485,28,0.03672,25,-0.1175,14,-0.9524,17,-0.8224,50,0.96882,92,2.04509
ENSG00000145451,GLRA3,1,-5.2176,0,-9.8811,0,-6.9778,18,-1.0476,24,-0.5532,17,-1.0435,38,0.15505,62,1.26856,50,0.61192,92,1.63986
ENSG00000150625,GPM6A,234,-1.9175,199,-2.1557,206,-2.0998,1022,0.35246,880,0.08376,1223,0.60903,1109,0.44990,1168,0.66942,1356,0.77693,92,-3.2785
ENSG00000150627,WDR17,7,-2.4073,6,-2.5057,16,-1.1812,25,-0.5621,42,0.23129,22,-0.7475,29,-0.3042,51,0.67322,50,0.52134,92,1.53901
ENSG00000129128,SPCS3,55,-0.5624,102,0.40275,134,0.84811,70,-0.2081,70,-0.1774,74,-0.0922,97,0.32605,70,-0.2062,50,-0.6892,92,0.24145
ENSG00000038002,AGA,28,0.19979,45,0.98222,26,0.08205,6,-2.1281,14,-0.8169,6,-2.0900,14,-0.8150,10,-1.4286,50,1.14835,92,2.25466
ENSG00000218336,TENM3,2,-4.5452,0,-6.3784,27,-0.7691,33,-0.4892,69,0.70303,30,-0.5936,79,0.91143,54,0.38986,50,0.18653,92,1.17186
ENSG00000129187,DCTD,48,-0.1133,18,-1.6037,37,-0.5255,44,-0.2689,70,0.46838,43,-0.2909,63,0.32067,55,0.10150,50,-0.0455,92,0.92165
ENSG00000168564,CDKN2AIP,19,-0.3411,26,0.18331,0,-6.4588,6,-2.1460,14,-0.7373,14,-0.7341,7,-1.7620,24,0.01600,50,1.22061,92,2.34029
ENSG00000168556,ING2,12,-0.7854,6,-1.7216,1,-4.1241,9,-1.3614,7,-1.5274,14,-0.5335,10,-1.0635,19,-0.1451,50,1.45083,92,2.61893
ENSG00000182552,RWDD4,17,-2.1871,12,-2.5922,13,-2.5430,11,-2.8469,15,-2.3012,23,-1.6921,7,-3.3580,20,-2.1093,683,4.93151,92,0.36738
ENSG00000168538,TRAPPC11,13,-2.6666,22,-1.9676,8,-3.3424,13,-2.7552,31,-1.4622,35,-1.2587,43,-0.9570,34,-1.4569,683,4.42964,92,0.18986
ENSG00000173320,STOX2,55,-1.0872,65,-0.8361,20,-2.5780,70,-0.7780,50,-1.2358,61,-0.9312,64,-0.8736,71,-0.8102,705,3.46718,92,-0.3144
ENSG00000164303,ENPP6,58,1.34691,116,2.67844,1,-4.7201,3,-2.9976,0,-5.6948,2,-3.6032,0,-7.7190,1,-4.0830,50,1.08993,92,2.18598
ENSG00000168310,IRF2,16,-0.6015,28,0.26349,20,-0.2169,16,-0.6442,8,-1.5260,18,-0.3892,23,-0.0525,6,-2.1963,50,1.23089,92,2.35255
ENSG00000164305,CASP3,23,-0.1983,23,-0.1784,22,-0.2137,20,-0.4401,4,-2.7478,28,0.11643,4,-2.5145,17,-0.7426,50,1.05521,92,2.14539
ENSG00000164306,PRIMPOL,11,-1.0101,8,-1.4618,7,-1.6648,11,-1.1389,8,-1.4800,18,-0.2824,22,-0.0362,17,-0.4932,50,1.31476,92,2.45313
ENSG00000151726,ACSL1,73,0.56961,175,2.08608,1,-5.1837,17,-1.7131,30,-0.8230,46,-0.1773,20,-1.3963,48,-0.1205,50,-0.0298,92,0.93848
ENSG00000151729,SLC25A4,81,-1.6404,125,-0.9950,357,0.63086,234,-0.0432,417,0.88976,268,0.17595,337,0.54078,308,0.48591,50,-2.3383,92,-1.4508
ENSG00000164323,CFAP97,37,0.14384,39,0.22052,38,0.17850,27,-0.3532,26,-0.3874,26,-0.3947,19,-0.8974,19,-0.9629,50,0.61998,92,1.64886
ENSG00000109762,SNX25,8,-2.1810,1,-5.0833,31,-0.2682,16,-1.3376,46,0.32221,28,-0.4155,49,0.43893,49,0.51864,50,0.47055,92,1.48277
ENSG00000186352,ANKRD37,15,-0.6795,9,-1.4319,16,-0.6155,9,-1.4992,27,0.21338,16,-0.5850,18,-0.4105,16,-0.7295,50,1.20644,92,2.32344
ENSG00000109775,UFSP2,28,-0.2792,32,-0.0409,15,-1.2061,25,-0.4559,26,-0.3930,35,0.05662,17,-0.9651,29,-0.2394,50,0.64617,92,1.67818
ENSG00000154553,PDLIM3,17,-0.8227,19,-0.6554,20,-0.5725,37,0.37347,5,-2.5094,34,0.18498,9,-1.7189,22,-0.5233,50,0.82199,92,1.87672
ENSG00000154556,SORBS2,7,-2.2689,6,-2.4128,13,-1.4313,23,-0.6409,29,-0.2091,22,-0.6653,46,0.49348,42,0.43059,50,0.63215,92,1.66248
ENSG00000109794,FAM149A,10,-1.1968,3,-2.6607,0,-6.4460,15,-0.6479,8,-1.5065,15,-0.6523,10,-1.2980,27,0.30222,50,1.24281,92,2.36677
ENSG00000145476,CYP4V2,39,-0.0381,44,0.17480,32,-0.3172,40,0.03845,22,-0.8841,26,-0.6512,37,-0.1231,31,-0.4555,50,0.37060,92,1.37268
ENSG00000083857,FAT1,51,0.45406,40,0.07874,0,-7.1653,37,-0.0822,7,-2.4840,43,0.16258,18,-1.0977,42,0.14647,50,0.41651,92,1.42315
ENSG00000109536,FRG1,45,-0.0517,66,0.55044,33,-0.5155,35,-0.4552,46,-0.0275,45,-0.0577,41,-0.1844,39,-0.3231,50,0.11066,92,1.08973
ENSG00000164366,CCDC127,18,-1.2235,31,-0.4269,42,0.06044,32,-0.3775,60,0.61239,49,0.28554,36,-0.1909,29,-0.6075,50,0.32311,92,1.32065
ENSG00000073578,SDHA,60,-0.8148,165,0.76030,92,-0.1654,88,-0.2564,134,0.43107,145,0.55545,118,0.22626,99,-0.0569,50,-1.0813,92,-0.1659
ENSG00000249915,PDCD6,102,-0.0659,138,0.39735,109,0.03366,79,-0.5040,121,0.18844,143,0.46534,109,0.03007,122,0.26000,50,-1.1461,92,-0.2327
ENSG00000180104,EXOC3,40,-0.4433,44,-0.3056,35,-0.6621,55,0.04939,71,0.43800,57,0.08490,49,-0.1399,50,-0.1327,50,-0.1068,92,0.85612
ENSG00000225138,SLC9A3-AS1,8,-1.4980,18,-0.3511,17,-0.4520,11,-1.1193,10,-1.2126,16,-0.5768,30,0.40377,12,-1.1007,50,1.24425,92,2.36849
ENSG00000171368,TPPP,301,0.41182,888,2.32379,47,-2.3687,184,-0.3833,234,0.01747,180,-0.3900,253,0.13937,199,-0.2763,50,-2.2871,92,-1.3989
ENSG00000028310,BRD9,9,-1.6964,28,-0.0613,30,0.03802,24,-0.3008,22,-0.4641,15,-0.9582,25,-0.2356,20,-0.6554,50,0.85207,92,1.91101
ENSG00000049656,CLPTM1L,31,-1.2526,70,-0.0345,68,-0.0803,49,-0.6038,106,0.63161,46,-0.6710,46,-0.6536,106,0.80190,50,-0.5386,92,0.39905
ENSG00000153395,LPCAT1,7,-2.6095,2,-4.4061,27,-0.6887,23,-0.9377,62,0.61494,53,0.38091,43,0.02826,54,0.50042,50,0.27914,92,1.27260
ENSG00000171421,MRPL36,47,-0.1540,47,-0.1810,71,0.47910,37,-0.5682,65,0.33618,52,-0.0118,33,-0.6900,50,-0.0894,50,-0.0685,92,0.89709
ENSG00000145494,NDUFS6,143,-0.0587,201,0.48474,73,-1.0693,137,-0.1313,174,0.25583,174,0.25429,198,0.45943,182,0.39722,50,-1.6310,92,-0.7308
ENSG00000164151,ICE1,29,-0.6301,41,-0.1210,63,0.53129,32,-0.5646,50,0.18073,26,-0.8345,32,-0.5157,45,-0.0004,50,0.18230,92,1.16727
ENSG00000133398,MED10,41,-0.7963,64,-0.1409,48,-0.5803,47,-0.6517,114,0.78811,51,-0.4929,114,0.77955,80,0.25818,50,-0.5065,92,0.43283
ENSG00000215218,UBE2QL1,0,-7.7669,3,-5.1082,38,-1.4429,80,-0.3461,57,-0.8273,128,0.41043,147,0.63919,201,1.57261,50,-1.0222,92,-0.1047
ENSG00000037474,NSUN2,17,-0.5817,27,0.07575,13,-1.0139,9,-1.5543,24,-0.0751,20,-0.3986,10,-1.3372,20,-0.4586,50,1.08641,92,2.18186
ENSG00000145545,SRD5A1,16,-1.3764,7,-2.5724,31,-0.3677,26,-0.6773,55,0.53548,38,-0.0407,36,-0.1288,44,0.23826,50,0.38610,92,1.38970
ENSG00000112941,TENT4A,12,-1.2583,15,-0.8935,19,-0.5523,12,-1.3331,24,-0.2700,21,-0.4705,33,0.26549,25,-0.2214,50,0.92219,92,1.99135
ENSG00000078295,ADCY2,70,-0.0711,27,-1.5099,126,0.87556,105,0.64162,58,-0.3533,69,-0.0912,64,-0.1956,61,-0.3290,50,-0.5704,92,0.36572
ENSG00000215217,C5orf49,11,-1.7580,3,-3.4457,85,1.41776,12,-1.7252,29,-0.3069,16,-1.2386,41,0.22991,38,0.10367,50,0.53381,92,1.55285
ENSG00000124275,MTRR,43,0.38541,53,0.73665,34,0.00230,19,-0.9303,14,-1.2881,24,-0.5360,25,-0.4194,21,-0.8091,50,0.63451,92,1.66513
ENSG00000247516,MIR4458HG,36,-0.2439,30,-0.5112,32,-0.4185,49,0.25362,24,-0.8590,30,-0.5177,37,-0.2001,40,-0.1049,50,0.26735,92,1.25975
ENSG00000112902,SEMA5A,40,-0.6173,49,-0.3286,7,-3.2217,51,-0.2869,29,-1.0812,22,-1.5339,64,0.08262,110,1.27055,50,-0.2847,92,0.66683
ENSG00000150756,ATPSCKMT,12,-1.3324,14,-1.1913,21,-0.5561,25,-0.3400,27,-0.1711,13,-1.2798,36,0.24930,27,-0.2162,50,0.79137,92,1.84192
ENSG00000150753,CCT5,76,-1.2589,122,-0.5519,299,0.86995,122,-0.5877,304,0.89541,163,-0.1016,231,0.44536,227,0.52303,50,-1.8679,92,-0.9726
ENSG00000164237,CMBL,32,-0.1961,5,-2.7593,0,-7.0709,28,-0.4351,14,-1.4514,42,0.24833,25,-0.5314,51,0.68163,50,0.52174,92,1.53945
ENSG00000145495,MARCH6,140,-0.5292,169,-0.2372,124,-0.7023,179,-0.1566,276,0.53313,225,0.21347,293,0.63073,277,0.68021,50,-2.0487,92,-1.1567
ENSG00000112977,DAP,45,0.59183,8,-1.9221,36,0.21761,28,-0.1753,11,-1.5714,18,-0.8479,12,-1.3645,26,-0.3561,50,0.74948,92,1.79447
ENSG00000169862,CTNND2,284,0.87536,129,-0.3747,137,-0.2890,229,0.58200,125,-0.4263,184,0.17384,188,0.20796,165,-0.0020,50,-1.7874,92,-0.8906
ENSG00000038382,TRIO,21,-1.4234,17,-1.7308,48,-0.1518,38,-0.5501,51,-0.0667,81,0.66615,62,0.23049,65,0.38656,50,-0.0993,92,0.86413
ENSG00000154122,ANKH,126,0.26315,213,1.11941,94,-0.1897,88,-0.3259,93,-0.2157,128,0.29412,71,-0.6237,114,0.13080,50,-1.1417,92,-0.2282
ENSG00000173545,ZNF622,21,-0.7822,17,-1.0445,0,-6.8841,27,-0.3972,66,1.03983,27,-0.4040,25,-0.4777,33,-0.1070,50,0.58092,92,1.60526
ENSG00000154153,RETREG1,63,-0.0511,157,1.44317,22,-1.6361,46,-0.5825,129,1.09519,30,-1.1510,73,0.17619,47,-0.5961,50,-0.4028,92,0.54195
ENSG00000145555,MYO10,89,0.65000,110,0.99732,13,-2.2225,83,0.60676,24,-1.3648,51,-0.2249,50,-0.2479,40,-0.6685,50,-0.2490,92,0.70470
ENSG00000176788,BASP1,20,-4.9872,37,-4.1284,212,-1.6062,567,-0.1312,1175,1.05383,703,0.21617,1033,0.83758,950,0.89367,707,0.22526,92,-2.8285
ENSG00000145526,CDH18,0,-7.4685,1,-5.2606,0,-7.2897,33,-0.3802,56,0.46080,35,-0.2796,67,0.74800,59,0.68223,50,0.27897,92,1.27242
ENSG00000040731,CDH10,0,-6.9104,0,-9.3545,0,-6.4638,14,-0.7746,15,-0.6941,46,1.08130,21,-0.2007,18,-0.4898,50,1.22158,92,2.34145
ENSG00000113360,DROSHA,11,-1.6962,15,-1.3052,24,-0.5942,25,-0.5903,32,-0.1519,26,-0.4855,52,0.59029,38,0.09238,50,0.52514,92,1.54323
ENSG00000082213,C5orf22,14,-1.2321,14,-1.2530,13,-1.3571,22,-0.5757,28,-0.1824,45,0.55700,29,-0.1201,27,-0.2578,50,0.72652,92,1.76852
ENSG00000133401,PDZD2,20,-0.8099,22,-0.6996,27,-0.3509,32,-0.1135,11,-1.6756,17,-1.0454,24,-0.5299,40,0.27877,50,0.59064,92,1.61610
ENSG00000113384,GOLPH3,47,-0.3464,54,-0.1171,94,0.75974,49,-0.2869,61,0.07183,68,0.22696,42,-0.5203,52,-0.2342,50,-0.2393,92,0.71498
ENSG00000150712,MTMR12,11,-0.9451,24,0.16599,0,-6.3555,13,-0.8260,11,-1.0429,8,-1.4803,15,-0.5223,15,-0.6462,50,1.35168,92,2.49778
