Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Bipolar Disorder,Bipolar Disorder,Testis,DPP3,ENSG00000254986.7,protein-coding,Summary-MultiXcan(S-MultiXcan),-,1.51E-07,TWASP000056
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,TBL3,ENSG00000183751.14,protein-coding,-,-,1.52E-10,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellar Hemisphere,VPS45,ENSG00000136631.12,protein-coding,-,-,1.53E-11,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,H2AC18,ENSG00000288825,protein-coding,-,-,1.54E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Putamen Basal Ganglia,PTPMT1,ENSG00000110536.13,protein-coding,-,-,1.54E-12,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,SETD6,ENSG00000103037.11,protein-coding,-,-,1.59E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,MICU1,ENSG00000107745.17,protein-coding,-,-,1.60E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,NDUFA2,ENSG00000131495.8,protein-coding,-,-,1.61E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,TSC2,ENSG00000103197.16,protein-coding,-,-,1.61E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,VPS45,ENSG00000136631.12,protein-coding,-,-,1.64E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,NT5C3B,ENSG00000141698.16,protein-coding,-,-,1.67E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,QRICH1,ENSG00000198218.10,protein-coding,-,-,1.68E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,FKBP10,ENSG00000141756.18,protein-coding,-,-,1.68E-14,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,MTMR11,ENSG00000014914.20,protein-coding,-,-,1.70E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,SPSB3,ENSG00000162032.15,protein-coding,-,-,1.73E-23,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellar Hemisphere,ANKRD39,ENSG00000213337.8,protein-coding,-,-,1.74E-11,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,DCTPP1,ENSG00000179958.8,protein-coding,-,-,1.75E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,FBXL19,ENSG00000099364.16,protein-coding,-,-,1.75E-11,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,DCTPP1,ENSG00000179958.8,protein-coding,-,-,1.75E-14,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Caudate Basal Ganglia,ZNF646,ENSG00000167395.10,protein-coding,-,-,1.76E-12,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,EME2,ENSG00000197774.12,protein-coding,-,-,1.76E-32,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,SCNN1D,ENSG00000162572.20,protein-coding,-,-,1.77E-25,TWASP000194
Bipolar Disorder,Bipolar Disorder,Small Intestine,RBM6,ENSG00000004534.14,protein-coding,-,-,1.78E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Putamen Basal Ganglia,TARS2,ENSG00000143374.16,protein-coding,-,-,1.80E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,C3orf18,ENSG00000088543.14,protein-coding,-,-,1.80E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellum,CBWD6,ENSG00000215126,protein-coding,-,-,1.81E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,ARL3,ENSG00000138175.8,protein-coding,-,-,1.81E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Lymphocyte Cell,ACP4,ENSG00000142513,protein-coding,-,-,1.81E-94,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,MICU1,ENSG00000107745.17,protein-coding,-,-,1.84E-10,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,ERVK3-1,ENSG00000142396.10,protein-coding,PrediXcan,-,1.85E-06,TWASP000182
Bipolar Disorder,Bipolar Disorder,Small Intestine,OTUD7B,ENSG00000264522.5,protein-coding,-,-,1.85E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Liver,C19orf38,ENSG00000214212.8,protein-coding,-,-,1.86E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Dorsal Lateral Prefrontal Cortex,DCLK3,ENSG00000163673.7,protein-coding,Summary data-based Mendelian Randomization(SMR),-,1.87E-05,TWASP000097
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,ANKRD20A1,ENSG00000260691.5,protein-coding,-,-,1.87E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,ZNF688,ENSG00000229809.8,protein-coding,-,-,1.87E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,CNNM4,ENSG00000158158.11,protein-coding,-,-,1.87E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Lymphocyte Cell,APAF1,ENSG00000120868.13,protein-coding,-,-,1.89E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,TREX1,ENSG00000213689.11,protein-coding,-,-,1.91E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellum,LRRC37A,ENSG00000176681.14,protein-coding,-,-,1.92E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Caudate Basal Ganglia,SHISA5,ENSG00000164054.15,protein-coding,-,-,1.99E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,MON1A,ENSG00000164077.13,protein-coding,-,-,2.00E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,MLH1,ENSG00000076242.14,protein-coding,-,-,2.00E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,ZMAT5,ENSG00000100319.12,protein-coding,-,-,2.04E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,UQCR10,ENSG00000184076.13,protein-coding,-,-,2.04E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,DALRD3,ENSG00000178149.16,protein-coding,-,-,2.04E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,ANXA7,ENSG00000138279.15,protein-coding,-,-,2.04E-19,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,EZH1,ENSG00000108799.12,protein-coding,-,-,2.05E-10,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,ZNF785,ENSG00000197162.9,protein-coding,-,-,2.09E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,SPINDOC,ENSG00000168005,protein-coding,-,-,2.09E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,VPS45,ENSG00000136631.12,protein-coding,-,-,2.09E-20,TWASP000194
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,MAML3,ENSG00000196782.12,protein-coding,-,-,2.10E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,CCDC88B,ENSG00000168071.21,protein-coding,-,-,2.10E-14,TWASP000194
Bipolar Disorder,Bipolar Disorder,Thyroid,ZSCAN16,ENSG00000196812.4,protein-coding,Summary-MultiXcan(S-MultiXcan),-,2.12E-06,TWASP000056
Bipolar Disorder,Bipolar Disorder,Whole Blood,UBAP1,ENSG00000165006.13,protein-coding,-,-,2.14E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,CCDC71,ENSG00000177352.9,protein-coding,-,-,2.15E-12,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,ADIPOR2,ENSG00000006831.9,protein-coding,-,-,2.18E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellar Hemisphere,PIPOX,ENSG00000179761.11,protein-coding,-,-,2.18E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,SLC35E2B,ENSG00000189339.11,protein-coding,-,-,2.19E-61,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,ARL3,ENSG00000138175.8,protein-coding,-,-,2.27E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,TBC1D10B,ENSG00000169221.13,protein-coding,-,-,2.28E-13,TWASP000194
Bipolar Disorder,Bipolar Disorder,Liver,MRPS33,ENSG00000090263.15,protein-coding,-,-,2.29E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Small Intestine,PLEKHA8,ENSG00000106086.18,protein-coding,-,-,2.30E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Liver,SHISA5,ENSG00000164054.15,protein-coding,-,-,2.31E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,SETD1A,ENSG00000099381.17,protein-coding,-,-,2.32E-17,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,BSN,ENSG00000164061.4,protein-coding,-,-,2.35E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,LRRD1,ENSG00000240720.7,protein-coding,-,-,2.35E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,QRICH1,ENSG00000198218.10,protein-coding,-,-,2.35E-12,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,KCNH4,ENSG00000089558.8,protein-coding,-,-,2.35E-17,TWASP000194
Bipolar Disorder,Bipolar Disorder,Small Intestine,PRUNE1,ENSG00000143363.15,protein-coding,-,-,2.38E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellar Hemisphere,NDST3,ENSG00000164100.8,protein-coding,-,-,2.39E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,CCDC71,ENSG00000177352.9,protein-coding,-,-,2.40E-18,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellar Hemisphere,GMIP,ENSG00000089639.10,protein-coding,-,-,2.41E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Artery Tibia,B3GNT2,ENSG00000170340.10,protein-coding,Summary-MultiXcan(S-MultiXcan),-,2.43E-06,TWASP000056
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,GOLGA4,ENSG00000144674.16,protein-coding,-,-,2.44E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellar Hemisphere,PCDHA6,ENSG00000081842.17,protein-coding,-,-,2.44E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,INO80E,ENSG00000169592.14,protein-coding,-,-,2.45E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Putamen Basal Ganglia,AGBL2,ENSG00000165923.15,protein-coding,-,-,2.47E-13,TWASP000194
Bipolar Disorder,Bipolar Disorder,Lymphocyte Cell,EPHA1,ENSG00000146904.8,protein-coding,-,-,2.47E-23,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,C1orf54,ENSG00000118292.8,protein-coding,-,-,2.50E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,PBXIP1,ENSG00000163346.16,protein-coding,-,-,2.51E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Aortic Artery,LMBR1L,ENSG00000139636.15,protein-coding,Summary-MultiXcan(S-MultiXcan),-,2.57E-06,TWASP000056
Bipolar Disorder,Bipolar Disorder,Brain Caudate Basal Ganglia,BCL7A,ENSG00000110987.8,protein-coding,-,-,2.57E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,GRID2,ENSG00000152208.12,protein-coding,-,-,2.59E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,LRRFIP2,ENSG00000093167.17,protein-coding,-,-,2.59E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,NSF,ENSG00000073969.18,protein-coding,-,-,2.59E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,C1orf87,ENSG00000162598.13,protein-coding,-,-,2.64E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellum,MAPK3,ENSG00000102882.11,protein-coding,-,-,2.64E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,NSD2,ENSG00000109685.17,protein-coding,-,-,2.67E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,ABCA3,ENSG00000167972.13,protein-coding,-,-,2.67E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,B3GNT4,ENSG00000176383.8,protein-coding,-,-,2.74E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,C3orf62,ENSG00000188315.7,protein-coding,-,-,2.76E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,HSD17B6,ENSG00000025423.11,protein-coding,-,-,2.77E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,ADAMTSL4,ENSG00000143382.14,protein-coding,-,-,2.77E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,HSD17B1,ENSG00000108786.10,protein-coding,-,-,2.77E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Caudate Basal Ganglia,NDST3,ENSG00000164100.8,protein-coding,-,-,2.77E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Sigmoid,ARL3,ENSG00000138175.8,protein-coding,-,-,2.80E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Sigmoid,DCTPP1,ENSG00000179958.8,protein-coding,-,-,2.80E-10,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,NPW,ENSG00000183971.6,protein-coding,-,-,2.81E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,TBC1D10B,ENSG00000169221.13,protein-coding,-,-,2.86E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellar Hemisphere,ANKRD13B,ENSG00000198720.12,protein-coding,-,-,2.93E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,ARL3,ENSG00000138175.8,protein-coding,-,-,2.95E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,ATP6V0A1,ENSG00000033627.16,protein-coding,-,-,2.96E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,LRRFIP2,ENSG00000093167.17,protein-coding,-,-,2.97E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,ZNF629,ENSG00000102870.5,protein-coding,-,-,3.04E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,DCTPP1,ENSG00000179958.8,protein-coding,-,-,3.05E-29,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellum,LRIT2,ENSG00000204033.9,protein-coding,-,-,3.06E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,ARIH2,ENSG00000177479.19,protein-coding,-,-,3.10E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,ZMAT5,ENSG00000100319.12,protein-coding,-,-,3.13E-06,TWASP000194
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,MRPL43,ENSG00000055950.16,protein-coding,-,-,3.14E-75,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,MAPK3,ENSG00000102882.11,protein-coding,-,-,3.18E-12,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,TARS2,ENSG00000143374.16,protein-coding,-,-,3.20E-13,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,FBXL19,ENSG00000099364.16,protein-coding,-,-,3.23E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,VPS45,ENSG00000136631.12,protein-coding,-,-,3.24E-13,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Caudate Basal Ganglia,MLH1,ENSG00000076242.14,protein-coding,-,-,3.26E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,GMPPB,ENSG00000173540.12,protein-coding,-,-,3.26E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,ASCC2,ENSG00000100325.14,protein-coding,-,-,3.26E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,PRSS53,ENSG00000151006.7,protein-coding,-,-,3.26E-10,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,FAM27E3,ENSG00000274026.1,transcribed_processed_pseudogene,-,-,3.29E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,BCKDK,ENSG00000103507.13,protein-coding,-,-,3.37E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,SPCS1,ENSG00000114902.13,protein-coding,Summary data-based Mendelian Randomization(SMR),-,3.40E-06,TWASP000113
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,NSF,ENSG00000073969.18,protein-coding,-,-,3.49E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,AMT,ENSG00000145020.15,protein-coding,-,-,3.52E-11,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,TNIP2,ENSG00000168884.14,protein-coding,-,-,3.56E-12,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,PLEKHN1,ENSG00000187583.10,protein-coding,-,-,3.58E-58,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,NT5C3B,ENSG00000141698.16,protein-coding,-,-,3.61E-13,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,DCTPP1,ENSG00000179958.8,protein-coding,-,-,3.87E-18,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellar Hemisphere,LRIT2,ENSG00000204033.9,protein-coding,-,-,3.93E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,CTF1,ENSG00000150281.6,protein-coding,-,-,4.02E-16,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,TBC1D10B,ENSG00000169221.13,protein-coding,-,-,4.03E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,PCDHA6,ENSG00000081842.17,protein-coding,-,-,4.09E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,CGN,ENSG00000143375.14,protein-coding,-,-,4.09E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,ZNF646,ENSG00000167395.10,protein-coding,-,-,4.15E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,UCN2,ENSG00000145040.3,protein-coding,-,-,4.20E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,MRPS33,ENSG00000090263.15,protein-coding,-,-,4.26E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,CDC27,ENSG00000004897.11,protein-coding,-,-,4.26E-17,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,VKORC1,ENSG00000167397.14,protein-coding,-,-,4.27E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,GFER,ENSG00000127554.12,protein-coding,-,-,4.32E-39,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,ANKIB1,ENSG00000001629.9,protein-coding,-,-,4.35E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,KCNH4,ENSG00000089558.8,protein-coding,-,-,4.39E-23,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,MCU,ENSG00000156026.14,protein-coding,-,-,4.47E-11,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,MTMR11,ENSG00000014914.20,protein-coding,-,-,4.50E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,TTLL10,ENSG00000162571.13,protein-coding,-,-,4.55E-16,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,KLHL17,ENSG00000187961.13,protein-coding,-,-,4.57E-29,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,ANKRD65,ENSG00000235098.8,protein-coding,-,-,4.64E-24,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,TARS2,ENSG00000143374.16,protein-coding,-,-,4.65E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,ZNF598,ENSG00000167962.13,protein-coding,-,-,4.81E-26,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,COMMD5,ENSG00000170619.9,protein-coding,-,-,4.85E-12,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,C1QTNF12,ENSG00000184163.3,protein-coding,-,-,4.96E-37,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,GPT,ENSG00000167701.13,protein-coding,-,-,4.98E-25,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,ANKRD20A1,ENSG00000260691.5,protein-coding,-,-,5.00E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,DCTPP1,ENSG00000179958.8,protein-coding,-,-,5.15E-31,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Frontal Cortex,NPW,ENSG00000183971.6,protein-coding,-,-,5.22E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Sigmoid,TARS2,ENSG00000143374.16,protein-coding,-,-,5.35E-11,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Gastroesophageal,MS4A7,ENSG00000166927.12,protein-coding,-,-,5.42E-10,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,TBC1D10B,ENSG00000169221.13,protein-coding,-,-,5.43E-21,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,ATAD3B,ENSG00000160072.19,protein-coding,-,-,5.55E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,FAM27E3,ENSG00000274026.1,transcribed_processed_pseudogene,-,-,5.60E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Putamen Basal Ganglia,VPS45,ENSG00000136631.12,protein-coding,-,-,5.64E-17,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,RBM6,ENSG00000004534.14,protein-coding,-,-,5.65E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,BRICD5,ENSG00000182685.7,protein-coding,-,-,5.69E-13,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,TMEM258,ENSG00000134825.15,protein-coding,-,-,5.70E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,CBWD6,ENSG00000215126,protein-coding,-,-,5.70E-15,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,VPS45,ENSG00000136631.12,protein-coding,-,-,5.77E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Caudate Basal Ganglia,TBL3,ENSG00000183751.14,protein-coding,-,-,5.78E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,LRIT2,ENSG00000204033.9,protein-coding,-,-,5.84E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,FBXL6,ENSG00000182325.10,protein-coding,-,-,5.86E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Anterior Cingulate Cortex,MCU,ENSG00000156026.14,protein-coding,-,-,5.90E-44,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,CTF1,ENSG00000150281.6,protein-coding,-,-,5.91E-16,TWASP000194
Bipolar Disorder,Bipolar Disorder,Monocyte,ADD3,ENSG00000148700.14,protein-coding,-,-,5.93E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Whole Blood,ZNF771,ENSG00000179965.11,protein-coding,-,-,5.96E-18,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,NUBP2,ENSG00000095906.16,protein-coding,-,-,5.97E-15,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,HSD3B7,ENSG00000099377.13,protein-coding,-,-,6.01E-18,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,MRPS33,ENSG00000090263.15,protein-coding,-,-,6.07E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,CDCA2,ENSG00000184661.13,protein-coding,-,-,6.10E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Nucleus Accumbens,GDPD3,ENSG00000102886.14,protein-coding,-,-,6.14E-12,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,LRRC36,ENSG00000159708.17,protein-coding,Summary-MultiXcan(S-MultiXcan),-,6.15E-07,TWASP000056
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,C1QTNF12,ENSG00000184163.3,protein-coding,-,-,6.25E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Pancreas,SSU72,ENSG00000160075.11,protein-coding,-,-,6.28E-61,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,FBXL6,ENSG00000182325.10,protein-coding,-,-,6.36E-14,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cortex,KIFC2,ENSG00000167702.11,protein-coding,-,-,6.42E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Cerebellar Hemisphere,IL4I1,ENSG00000104951.15,protein-coding,-,-,6.72E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Muscularis,VKORC1,ENSG00000167397.14,protein-coding,-,-,6.82E-09,TWASP000194
Bipolar Disorder,Bipolar Disorder,Esophagus Mucosa,ATAD3C,ENSG00000215915.9,protein-coding,-,-,6.82E-93,TWASP000194
Bipolar Disorder,Bipolar Disorder,Small Intestine,CCDC71,ENSG00000177352.9,protein-coding,-,-,6.96E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hypothalamus,SHISA5,ENSG00000164054.15,protein-coding,-,-,7.01E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,PLA2G12B,ENSG00000138308.5,protein-coding,-,-,7.08E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Putamen Basal Ganglia,LRIT2,ENSG00000204033.9,protein-coding,-,-,7.11E-08,TWASP000194
Bipolar Disorder,Bipolar Disorder,Liver,ANKRD39,ENSG00000213337.8,protein-coding,-,-,7.12E-07,TWASP000194
Bipolar Disorder,Bipolar Disorder,Small Intestine,VPS45,ENSG00000136631.12,protein-coding,-,-,7.30E-21,TWASP000194
Bipolar Disorder,Bipolar Disorder,Brain Hippocampus,NUBP2,ENSG00000095906.16,protein-coding,-,-,7.30E-24,TWASP000194
Bipolar Disorder,Bipolar Disorder,Colon Transverse,ANXA7,ENSG00000138279.15,protein-coding,-,-,7.33E-15,TWASP000194
