Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Body Mass Index,Body Mass Index,Adrenal Gland,LPAR2,ENSG00000064547.13,protein-coding,PrediXcan,-5.18E+00,2.21E-07,TWASP000056
Body Mass Index,Body Mass Index,Skin Not Sun Exposed,RMC1,ENSG00000141452,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.59E+00,2.21E-08,TWASP000054
Body Mass Index,Body Mass Index,Aortic Artery,UHRF1BP1,ENSG00000065060.16,protein-coding,FUSION,-5.59E+00,2.21E-08,TWASP000003
Body Mass Index,Body Mass Index,Whole Blood,RILPL2,ENSG00000150977.10,protein-coding,PrediXcan,5.60E+00,2.21E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,EXOC1,ENSG00000090989.17,protein-coding,Linear Regression Models,-7.70E-03,2.21E-08,TWASP000012
Body Mass Index,Body Mass Index,Cells Transformed Fibroblast,CYB561D2,ENSG00000114395.10,protein-coding,PrediXcan,-5.98E+00,2.21E-09,TWASP000056
Body Mass Index,Body Mass Index,Adipose,LMOD1,ENSG00000163431.12,protein-coding,PrediXcan,5.98E+00,2.21E-09,TWASP000056
Body Mass Index,Body Mass Index,Cells Transformed Fibroblast,OXCT2,ENSG00000198754.5,protein-coding,PrediXcan,-5.98E+00,2.21E-09,TWASP000056
Body Mass Index,Body Mass Index,Brain Putamen Basal Ganglia,HYAL3,ENSG00000186792.16,protein-coding,PrediXcan,7.64E+00,2.21E-14,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,GYPC,ENSG00000136732.14,protein-coding,Linear Regression Models,3.06E-02,2.21E-29,TWASP000012
Body Mass Index,Body Mass Index,Brain Hippocampus,CTC-498M16.4,ENSG00000271904.1,lincRNA,FUSION,-4.24E+00,2.22E-05,TWASP000150
Body Mass Index,Body Mass Index,Whole Blood,ITGB2,ENSG00000160255.17,protein-coding,Linear Regression Models,-4.80E-03,2.22E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,CTC1,ENSG00000178971.13,protein-coding,Linear Regression Models,-5.20E-03,2.22E-06,TWASP000012
Body Mass Index,Body Mass Index,Lung,NR2C2AP,ENSG00000184162.14,protein-coding,PrediXcan,5.18E+00,2.22E-07,TWASP000056
Body Mass Index,Body Mass Index,Ovary,GK5,ENSG00000175066.15,protein-coding,PrediXcan,5.18E+00,2.22E-07,TWASP000056
Body Mass Index,Body Mass Index,Artery Tibia,SLC5A11,ENSG00000158865.12,protein-coding,PrediXcan,5.18E+00,2.22E-07,TWASP000056
Body Mass Index,Body Mass Index,Colon Transverse,ITIH4,ENSG00000055955.15,protein-coding,PrediXcan,-5.18E+00,2.22E-07,TWASP000056
Body Mass Index,Body Mass Index,Skin Sun Exposed,SKOR1,ENSG00000188779.10,protein-coding,Summary-PrediXcan(S-PrediXcan),5.59E+00,2.22E-08,TWASP000056
Body Mass Index,Body Mass Index,Brain Cerebellar Hemisphere,RMC1,ENSG00000141452,protein-coding,FUSION,5.59E+00,2.22E-08,TWASP000003
Body Mass Index,Body Mass Index,Skin Sun Exposed,SKOR1,ENSG00000188779.10,protein-coding,Summary-PrediXcan(S-PrediXcan),5.59E+00,2.22E-08,TWASP000054
Body Mass Index,Body Mass Index,Skin Sun Exposed,CDC42SE1,ENSG00000197622.12,protein-coding,PrediXcan,-5.59E+00,2.22E-08,TWASP000056
Body Mass Index,Body Mass Index,Esophagus Muscularis,CSNK1G2,ENSG00000133275.15,protein-coding,PrediXcan,-5.59E+00,2.22E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,GHITM,ENSG00000165678.20,protein-coding,Linear Regression Models,-6.10E-03,2.22E-08,TWASP000012
Body Mass Index,Body Mass Index,Stomach,CCHCR1,ENSG00000204536.13,protein-coding,PrediXcan,-5.98E+00,2.22E-09,TWASP000056
Body Mass Index,Body Mass Index,Heart Atrial Appendage,SLC37A4,ENSG00000137700.17,protein-coding,PrediXcan,-7.02E+00,2.22E-12,TWASP000056
Body Mass Index,Body Mass Index,Pancreas,SULT1A1,ENSG00000196502.11,protein-coding,FUSION,7.33E+00,2.22E-13,TWASP000003
Body Mass Index,Body Mass Index,Skin Not Sun Exposed,UHRF1BP1,ENSG00000065060.16,protein-coding,PrediXcan,-8.48E+00,2.22E-17,TWASP000056
Body Mass Index,Body Mass Index,Esophagus Muscularis,TBX6,ENSG00000149922.10,protein-coding,PrediXcan,-9.49E+00,2.22E-21,TWASP000056
Body Mass Index,Body Mass Index,Brain Cortex,TUFM,ENSG00000178952.10,protein-coding,FUSION,9.73E+00,2.22E-22,TWASP000150
Body Mass Index,Body Mass Index,Whole Blood,TRIM33,ENSG00000197323.11,protein-coding,Linear Regression Models,-5.40E-03,2.23E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,RPL39L,ENSG00000163923.9,protein-coding,Linear Regression Models,4.20E-03,2.23E-05,TWASP000012
Body Mass Index,Body Mass Index,Brain Caudate Basal Ganglia,RP11-47A8.5,ENSG00000272933.1,lincRNA,FUSION,-4.73E+00,2.23E-06,TWASP000150
Body Mass Index,Body Mass Index,Artery Tibia,BCS1L,ENSG00000074582.12,protein-coding,PrediXcan,5.18E+00,2.23E-07,TWASP000056
Body Mass Index,Body Mass Index,Breast Mammary Tissue,INO80E,ENSG00000169592.14,protein-coding,FUSION,5.18E+00,2.23E-07,TWASP000003
Body Mass Index,Body Mass Index,Ovary,RITA1,ENSG00000139405.15,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.18E+00,2.23E-07,TWASP000056
Body Mass Index,Body Mass Index,Ovary,RITA1,ENSG00000139405.15,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.18E+00,2.23E-07,TWASP000054
Body Mass Index,Body Mass Index,Whole Blood,TIMP2,ENSG00000035862.12,protein-coding,Linear Regression Models,-9.70E-03,2.23E-08,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,PTGS2,ENSG00000073756.11,protein-coding,Linear Regression Models,-1.00E-02,2.23E-08,TWASP000012
Body Mass Index,Body Mass Index,Aortic Artery,EXOSC6,ENSG00000223496.2,protein-coding,PrediXcan,7.33E+00,2.23E-13,TWASP000056
Body Mass Index,Body Mass Index,Brain Caudate Basal Ganglia,TTLL6,ENSG00000170703.15,protein-coding,PrediXcan,7.64E+00,2.23E-14,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,TPM1,ENSG00000140416.19,protein-coding,Linear Regression Models,1.66E-02,2.23E-14,TWASP000012
Body Mass Index,Body Mass Index,Lung,PSMC3,ENSG00000165916.8,protein-coding,PrediXcan,-7.93E+00,2.23E-15,TWASP000056
Body Mass Index,Body Mass Index,Cells Transformed Fibroblast,PHF2,ENSG00000197724.10,protein-coding,PrediXcan,-7.93E+00,2.23E-15,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,TYW1,ENSG00000198874.12,protein-coding,Linear Regression Models,1.12E-02,2.23E-16,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,ATXN7L3,ENSG00000087152.15,protein-coding,Linear Regression Models,-5.00E-03,2.24E-05,TWASP000012
Body Mass Index,Body Mass Index,Skin Not Sun Exposed,ACTR1B,ENSG00000115073.7,protein-coding,PrediXcan,-5.18E+00,2.24E-07,TWASP000056
Body Mass Index,Body Mass Index,Pancreas,RMDN1,ENSG00000176623.11,protein-coding,PrediXcan,-5.18E+00,2.24E-07,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,KIAA0232,ENSG00000170871.11,protein-coding,Linear Regression Models,-7.10E-03,2.24E-07,TWASP000012
Body Mass Index,Body Mass Index,Heart Atrial Appendage,AC002550.5,ENSG00000261312.1,antisense,FUSION,5.59E+00,2.24E-08,TWASP000003
Body Mass Index,Body Mass Index,Testis,ZNF771,ENSG00000179965.11,protein-coding,PrediXcan,-6.34E+00,2.24E-10,TWASP000056
Body Mass Index,Body Mass Index,Muscle Skeletal,AC002550.5,ENSG00000261312.1,antisense,FUSION,6.34E+00,2.24E-10,TWASP000003
Body Mass Index,Body Mass Index,Thyroid,ANAPC4,ENSG00000053900.10,protein-coding,PrediXcan,-7.02E+00,2.24E-12,TWASP000056
Body Mass Index,Body Mass Index,Artery Coronary,KNOP1,ENSG00000103550.13,protein-coding,PrediXcan,7.64E+00,2.24E-14,TWASP000056
Body Mass Index,Body Mass Index,Aortic Artery,CTSW,ENSG00000172543.7,protein-coding,PrediXcan,8.21E+00,2.24E-16,TWASP000056
Body Mass Index,Body Mass Index,Anterior Cingulate Cortex,CENPO,ENSG00000138092.10,protein-coding,PrediXcan,8.74E+00,2.24E-18,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,PPM1D,ENSG00000170836.11,protein-coding,Linear Regression Models,-6.90E-03,2.25E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,CDA,ENSG00000158825.5,protein-coding,Linear Regression Models,-1.06E-02,2.25E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,LARP4,ENSG00000161813.21,protein-coding,Linear Regression Models,5.20E-03,2.25E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,TMEM116,ENSG00000198270.12,protein-coding,Linear Regression Models,5.40E-03,2.25E-06,TWASP000012
Body Mass Index,Body Mass Index,Blood,TUBA1C,ENSG00000167553.15,protein-coding,FUSION,-5.18E+00,2.25E-07,TWASP000003
Body Mass Index,Body Mass Index,Nerve Tibial,NEK4,ENSG00000114904.12,protein-coding,PrediXcan,5.59E+00,2.25E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,RPL17,ENSG00000265681.7,protein-coding,Linear Regression Models,2.03E-02,2.25E-08,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,ARMC7,ENSG00000125449.6,protein-coding,Linear Regression Models,-6.40E-03,2.25E-09,TWASP000012
Body Mass Index,Body Mass Index,Brain Cortex,C8orf44,ENSG00000213865.7,protein-coding,PrediXcan,5.98E+00,2.25E-09,TWASP000056
Body Mass Index,Body Mass Index,Ovary,EIF5,ENSG00000100664.10,protein-coding,PrediXcan,6.34E+00,2.25E-10,TWASP000056
Body Mass Index,Body Mass Index,Muscle Skeletal,RASSF1,ENSG00000068028.17,protein-coding,PrediXcan,6.34E+00,2.25E-10,TWASP000056
Body Mass Index,Body Mass Index,Artery Coronary,BARX1,ENSG00000131668.13,protein-coding,PrediXcan,8.21E+00,2.25E-16,TWASP000056
Body Mass Index,Body Mass Index,Esophagus Gastroesophageal,POM121C,ENSG00000272391.5,protein-coding,PrediXcan,1.02E+01,2.25E-24,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,ZRANB2,ENSG00000132485.13,protein-coding,Linear Regression Models,-5.10E-03,2.26E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,NFIL3,ENSG00000165030.3,protein-coding,Linear Regression Models,-8.30E-03,2.26E-05,TWASP000012
Body Mass Index,Body Mass Index,Aortic Artery,SFXN2,ENSG00000156398.12,protein-coding,FUSION,-4.73E+00,2.26E-06,TWASP000150
Body Mass Index,Body Mass Index,Esophagus Gastroesophageal,SUGP2,ENSG00000064607.16,protein-coding,PrediXcan,5.18E+00,2.26E-07,TWASP000056
Body Mass Index,Body Mass Index,Prostate,COL7A1,ENSG00000114270.17,protein-coding,PrediXcan,5.18E+00,2.26E-07,TWASP000056
Body Mass Index,Body Mass Index,Colon Transverse,DPM3,ENSG00000179085.7,protein-coding,PrediXcan,5.18E+00,2.26E-07,TWASP000056
Body Mass Index,Body Mass Index,Nerve Tibial,URM1,ENSG00000167118.10,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.18E+00,2.26E-07,TWASP000056
Body Mass Index,Body Mass Index,Brain Hypothalamus,ATP5MC1,ENSG00000159199,protein-coding,PrediXcan,-5.18E+00,2.26E-07,TWASP000056
Body Mass Index,Body Mass Index,Stomach,NBEAL1,ENSG00000144426.18,protein-coding,PrediXcan,-5.18E+00,2.26E-07,TWASP000056
Body Mass Index,Body Mass Index,Nerve Tibial,URM1,ENSG00000167118.10,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.18E+00,2.26E-07,TWASP000054
Body Mass Index,Body Mass Index,Nerve Tibial,ANGPTL7,ENSG00000171819.4,protein-coding,PrediXcan,5.59E+00,2.26E-08,TWASP000056
Body Mass Index,Body Mass Index,Skin Sun Exposed,MIR1915HG,ENSG00000204682,ncRNA,PrediXcan,-5.98E+00,2.26E-09,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,HLX,ENSG00000136630.12,protein-coding,Linear Regression Models,-1.14E-02,2.26E-09,TWASP000012
Body Mass Index,Body Mass Index,Muscle Skeletal,CUTA,ENSG00000112514.15,protein-coding,PrediXcan,5.98E+00,2.26E-09,TWASP000056
Body Mass Index,Body Mass Index,Anterior Cingulate Cortex,SNX19,ENSG00000120451.10,protein-coding,PrediXcan,5.98E+00,2.26E-09,TWASP000056
Body Mass Index,Body Mass Index,Aortic Artery,NINL,ENSG00000101004.14,protein-coding,PrediXcan,-6.34E+00,2.26E-10,TWASP000056
Body Mass Index,Body Mass Index,Testis,ZNHIT3,ENSG00000273611.4,protein-coding,PrediXcan,7.93E+00,2.26E-15,TWASP000056
Body Mass Index,Body Mass Index,Blood,SGF29,ENSG00000176476.8,protein-coding,FUSION,8.48E+00,2.26E-17,TWASP000003
Body Mass Index,Body Mass Index,Whole Blood,PDCL3P4,ENSG00000244119.1,processed_pseudogene,Linear Regression Models,-5.70E-03,2.27E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,SELENON,ENSG00000162430.16,protein-coding,Linear Regression Models,-5.20E-03,2.27E-05,TWASP000012
Body Mass Index,Body Mass Index,Artery Tibia,SULT1A1,ENSG00000196502.11,protein-coding,FUSION,-4.73E+00,2.27E-06,TWASP000150
Body Mass Index,Body Mass Index,Whole Blood,AKTIP,ENSG00000166971.16,protein-coding,Linear Regression Models,-8.10E-03,2.27E-07,TWASP000012
Body Mass Index,Body Mass Index,Brain Cerebellar Hemisphere,NPC1,ENSG00000141458.12,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.18E+00,2.27E-07,TWASP000054
Body Mass Index,Body Mass Index,Brain Caudate Basal Ganglia,UHRF1BP1,ENSG00000065060.16,protein-coding,FUSION,5.18E+00,2.27E-07,TWASP000150
Body Mass Index,Body Mass Index,Whole Blood,BIN3,ENSG00000147439.12,protein-coding,Linear Regression Models,-7.90E-03,2.27E-07,TWASP000012
Body Mass Index,Body Mass Index,Brain Cerebellar Hemisphere,NPC1,ENSG00000141458.12,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.18E+00,2.27E-07,TWASP000056
Body Mass Index,Body Mass Index,Aortic Artery,POM121C,ENSG00000272391.5,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.18E+00,2.27E-07,TWASP000054
Body Mass Index,Body Mass Index,Spleen,IL27,ENSG00000197272.2,protein-coding,PrediXcan,-5.18E+00,2.27E-07,TWASP000056
Body Mass Index,Body Mass Index,Heart Atrial Appendage,POM121C,ENSG00000272391.5,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.59E+00,2.27E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,HIGD1A,ENSG00000181061.13,protein-coding,Linear Regression Models,8.60E-03,2.27E-08,TWASP000012
Body Mass Index,Body Mass Index,Heart Atrial Appendage,POM121C,ENSG00000272391.5,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.59E+00,2.27E-08,TWASP000054
Body Mass Index,Body Mass Index,Lung,MAP2K5,ENSG00000137764.19,protein-coding,Summary-PrediXcan(S-PrediXcan),5.98E+00,2.27E-09,TWASP000054
Body Mass Index,Body Mass Index,Heart Left Ventricle,SPNS1,ENSG00000169682.17,protein-coding,PrediXcan,5.98E+00,2.27E-09,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,PTPRE,ENSG00000132334.16,protein-coding,Linear Regression Models,-8.50E-03,2.27E-10,TWASP000012
Body Mass Index,Body Mass Index,Breast Mammary Tissue,NEK4,ENSG00000114904.12,protein-coding,PrediXcan,6.34E+00,2.27E-10,TWASP000056
Body Mass Index,Body Mass Index,Brain Cerebellar Hemisphere,SKIV2L,ENSG00000204351.11,protein-coding,PrediXcan,6.69E+00,2.27E-11,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,RAPSN,ENSG00000165917.9,protein-coding,Summary-PrediXcan(S-PrediXcan),-7.63E+00,2.27E-14,TWASP000054
Body Mass Index,Body Mass Index,Whole Blood,LINC00997,ENSG00000281332.1,lincRNA,Linear Regression Models,-4.20E-03,2.28E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,GSPT2,ENSG00000189369.8,protein-coding,Linear Regression Models,-4.80E-03,2.28E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,WDR13,ENSG00000101940.17,protein-coding,Linear Regression Models,7.30E-03,2.28E-06,TWASP000012
Body Mass Index,Body Mass Index,Colon Transverse,PSMG1,ENSG00000183527.11,protein-coding,PrediXcan,-5.18E+00,2.28E-07,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,MICAL2,ENSG00000133816.13,protein-coding,Linear Regression Models,1.14E-02,2.28E-07,TWASP000012
Body Mass Index,Body Mass Index,Lung,SYDE2,ENSG00000097096.8,protein-coding,PrediXcan,-5.18E+00,2.28E-07,TWASP000056
Body Mass Index,Body Mass Index,Esophagus Muscularis,MADD,ENSG00000110514.19,protein-coding,PrediXcan,-5.59E+00,2.28E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,CCR7,ENSG00000126353.3,protein-coding,Linear Regression Models,-1.55E-02,2.28E-09,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,PACS1,ENSG00000175115.11,protein-coding,Linear Regression Models,-1.10E-02,2.28E-09,TWASP000012
Body Mass Index,Body Mass Index,Esophagus Muscularis,FUBP1,ENSG00000162613.16,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.98E+00,2.28E-09,TWASP000054
Body Mass Index,Body Mass Index,Brain Cerebellum,SNF8,ENSG00000159210.9,protein-coding,PrediXcan,-6.34E+00,2.28E-10,TWASP000056
Body Mass Index,Body Mass Index,Colon Transverse,GRK4,ENSG00000125388.19,protein-coding,PrediXcan,-6.34E+00,2.28E-10,TWASP000056
Body Mass Index,Body Mass Index,Small Intestine-Terminal Ileum,CHADL,ENSG00000100399.15,protein-coding,PrediXcan,-6.69E+00,2.28E-11,TWASP000056
Body Mass Index,Body Mass Index,EBV-Transformed Lymphocyte,SKIV2L,ENSG00000204351.11,protein-coding,PrediXcan,7.33E+00,2.28E-13,TWASP000056
Body Mass Index,Body Mass Index,Aortic Artery,RP11-1348G14.4,ENSG00000251417.2,lincRNA,FUSION,8.48E+00,2.28E-17,TWASP000003
Body Mass Index,Body Mass Index,Whole Blood,CNPPD1,ENSG00000115649.15,protein-coding,Linear Regression Models,2.04E-02,2.28E-19,TWASP000012
Body Mass Index,Body Mass Index,Colon Transverse,PFN4,ENSG00000176732.6,protein-coding,PrediXcan,-1.17E+01,2.28E-31,TWASP000056
Body Mass Index,Body Mass Index,Adipose,CCL24,ENSG00000106178.6,protein-coding,MetaXcan,2.32E+00,2.29E-04,TWASP000122
Body Mass Index,Body Mass Index,Whole Blood,DACT3,ENSG00000197380.10,protein-coding,Linear Regression Models,5.30E-03,2.29E-06,TWASP000012
Body Mass Index,Body Mass Index,Breast Mammary Tissue,SNRPC,ENSG00000124562.9,protein-coding,FUSION,-5.17E+00,2.29E-07,TWASP000150
Body Mass Index,Body Mass Index,Whole Blood,ARAP1,ENSG00000186635.14,protein-coding,Linear Regression Models,-7.50E-03,2.29E-07,TWASP000012
Body Mass Index,Body Mass Index,Brain Hippocampus,MMS19,ENSG00000155229.20,protein-coding,PrediXcan,5.17E+00,2.29E-07,TWASP000056
Body Mass Index,Body Mass Index,Anterior Cingulate Cortex,WSCD2,ENSG00000075035.9,protein-coding,PrediXcan,-5.17E+00,2.29E-07,TWASP000056
Body Mass Index,Body Mass Index,Skin Sun Exposed,ACTR1B,ENSG00000115073.7,protein-coding,PrediXcan,-5.17E+00,2.29E-07,TWASP000056
Body Mass Index,Body Mass Index,Adipose,PRMT6,ENSG00000198890.7,protein-coding,PrediXcan,5.59E+00,2.29E-08,TWASP000056
Body Mass Index,Body Mass Index,Lung,PABPC4,ENSG00000090621.13,protein-coding,PrediXcan,5.98E+00,2.29E-09,TWASP000056
Body Mass Index,Body Mass Index,Esophagus Mucosa,SULT1A1,ENSG00000196502.11,protein-coding,Summary-PrediXcan(S-PrediXcan),-6.69E+00,2.29E-11,TWASP000054
Body Mass Index,Body Mass Index,Whole Blood,NDUFB2,ENSG00000090266.12,protein-coding,Linear Regression Models,1.48E-02,2.29E-13,TWASP000012
Body Mass Index,Body Mass Index,Thyroid,EXOSC6,ENSG00000223496.2,protein-coding,PrediXcan,7.33E+00,2.29E-13,TWASP000056
Body Mass Index,Body Mass Index,Nucleus Accumbens Basal Ganglia,SULT1A2,ENSG00000197165.10,protein-coding,FUSION,7.92E+00,2.29E-15,TWASP000150
Body Mass Index,Body Mass Index,Esophagus Gastroesophageal,YPEL3,ENSG00000090238.11,protein-coding,PrediXcan,-8.74E+00,2.29E-18,TWASP000056
Body Mass Index,Body Mass Index,Brain Cortex,EIF3C,ENSG00000184110.14,protein-coding,FUSION,9.25E+00,2.29E-20,TWASP000150
Body Mass Index,Body Mass Index,Esophagus Muscularis,SULT1A1,ENSG00000196502.11,protein-coding,PrediXcan,1.04E+01,2.29E-25,TWASP000056
Body Mass Index,Body Mass Index,Pancreas,RNF123,ENSG00000164068.15,protein-coding,PrediXcan,-1.26E+01,2.29E-36,TWASP000056
Body Mass Index,Body Mass Index,Artery Tibia,ADCY3,ENSG00000138031.14,protein-coding,PrediXcan,-1.35E+01,2.29E-41,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,NIN,ENSG00000100503.23,protein-coding,Linear Regression Models,-5.10E-03,2.30E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,TRIM25,ENSG00000121060.16,protein-coding,Linear Regression Models,-7.90E-03,2.30E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,COA8,ENSG00000256053,protein-coding,Linear Regression Models,-6.80E-03,2.30E-05,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,GNB2,ENSG00000172354.9,protein-coding,Linear Regression Models,-6.50E-03,2.30E-05,TWASP000012
Body Mass Index,Body Mass Index,Skin Sun Exposed,HIP1R,ENSG00000130787.13,protein-coding,PrediXcan,-5.17E+00,2.30E-07,TWASP000056
Body Mass Index,Body Mass Index,Esophagus Muscularis,HOOK2,ENSG00000095066.11,protein-coding,PrediXcan,-5.59E+00,2.30E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,DNAH1,ENSG00000114841.17,protein-coding,Linear Regression Models,-8.00E-03,2.30E-08,TWASP000012
Body Mass Index,Body Mass Index,Brain Nucleus Accumbens,PRSS36,ENSG00000178226.10,protein-coding,PrediXcan,-5.59E+00,2.30E-08,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,SHISA5,ENSG00000164054.15,protein-coding,Linear Regression Models,-1.02E-02,2.30E-10,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,ATP6V0A1,ENSG00000033627.16,protein-coding,Linear Regression Models,-9.80E-03,2.30E-10,TWASP000012
Body Mass Index,Body Mass Index,Brain Cerebellum,GPSM3,ENSG00000213654.9,protein-coding,PrediXcan,-6.69E+00,2.30E-11,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,APBB3,ENSG00000113108.19,protein-coding,Linear Regression Models,-1.02E-02,2.30E-13,TWASP000012
Body Mass Index,Body Mass Index,Whole Blood,KLF1,ENSG00000105610.4,protein-coding,Linear Regression Models,1.81E-02,2.30E-19,TWASP000012
Body Mass Index,Body Mass Index,Esophagus Mucosa,HSD17B12,ENSG00000149084.12,protein-coding,PrediXcan,9.73E+00,2.30E-22,TWASP000056
Body Mass Index,Body Mass Index,Artery Tibia,RNF123,ENSG00000164068.15,protein-coding,PrediXcan,-1.20E+01,2.30E-33,TWASP000056
Body Mass Index,Body Mass Index,Ovary,SGF29,ENSG00000176476.8,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.59E+00,2.31E-08,TWASP000054
Body Mass Index,Body Mass Index,Ovary,SGF29,ENSG00000176476.8,protein-coding,Summary-PrediXcan(S-PrediXcan),-5.59E+00,2.31E-08,TWASP000056
Body Mass Index,Body Mass Index,Muscle Skeletal,ATP5MC1,ENSG00000159199,protein-coding,PrediXcan,-5.59E+00,2.31E-08,TWASP000056
Body Mass Index,Body Mass Index,Brain Nucleus Accumbens,PRSS53,ENSG00000151006.7,protein-coding,PrediXcan,-5.97E+00,2.31E-09,TWASP000056
Body Mass Index,Body Mass Index,Vagina,SNX32,ENSG00000172803.17,protein-coding,PrediXcan,-6.34E+00,2.31E-10,TWASP000056
Body Mass Index,Body Mass Index,Cells Transformed Fibroblast,SEZ6L2,ENSG00000174938.14,protein-coding,PrediXcan,-6.34E+00,2.31E-10,TWASP000056
Body Mass Index,Body Mass Index,Brain Cortex,ENTPD6,ENSG00000197586.12,protein-coding,PrediXcan,-6.69E+00,2.31E-11,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,FBXO33,ENSG00000165355.7,protein-coding,Linear Regression Models,-8.90E-03,2.31E-11,TWASP000012
Body Mass Index,Body Mass Index,Brain Cortex,VPS11,ENSG00000160695.14,protein-coding,PrediXcan,6.69E+00,2.31E-11,TWASP000056
Body Mass Index,Body Mass Index,Adipose,SNX32,ENSG00000172803.17,protein-coding,PrediXcan,-7.01E+00,2.31E-12,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,CLK2,ENSG00000176444.18,protein-coding,Linear Regression Models,1.02E-02,2.31E-12,TWASP000012
Body Mass Index,Body Mass Index,Adipose,MYO19,ENSG00000278259.4,protein-coding,PrediXcan,-8.48E+00,2.31E-17,TWASP000056
Body Mass Index,Body Mass Index,Brain Cortex,CCDC171,ENSG00000164989.16,protein-coding,PrediXcan,9.25E+00,2.31E-20,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,VKORC1,ENSG00000167397.14,protein-coding,PrediXcan,9.49E+00,2.31E-21,TWASP000056
Body Mass Index,Body Mass Index,Whole Blood,SEC23B,ENSG00000101310.14,protein-coding,Linear Regression Models,-5.50E-03,2.32E-05,TWASP000012
Body Mass Index,Body Mass Index,Artery Coronary,KAT8,ENSG00000103510.19,protein-coding,FUSION,4.72E+00,2.32E-06,TWASP000150
Body Mass Index,Body Mass Index,Colon Sigmoid,CRIPT,ENSG00000119878.5,protein-coding,PrediXcan,5.17E+00,2.32E-07,TWASP000056
Body Mass Index,Body Mass Index,Brain Hypothalamus,GOSR1,ENSG00000108587.15,protein-coding,PrediXcan,-5.17E+00,2.32E-07,TWASP000056
Body Mass Index,Body Mass Index,Artery Tibia,RFT1,ENSG00000163933.9,protein-coding,PrediXcan,5.59E+00,2.32E-08,TWASP000056
Body Mass Index,Body Mass Index,Stomach,PML,ENSG00000140464.19,protein-coding,PrediXcan,5.59E+00,2.32E-08,TWASP000056
Body Mass Index,Body Mass Index,Artery Tibia,ZNF322,ENSG00000181315.10,protein-coding,PrediXcan,5.97E+00,2.32E-09,TWASP000056
Body Mass Index,Body Mass Index,Esophagus Muscularis,CDIPT,ENSG00000103502.13,protein-coding,PrediXcan,-5.97E+00,2.32E-09,TWASP000056
Body Mass Index,Body Mass Index,Brain Cortex,SERPINC1,ENSG00000117601.13,protein-coding,PrediXcan,-6.34E+00,2.32E-10,TWASP000056
