Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Dorsal Lateral Prefrontal Cortex,VSIG10,ENSG00000176834.13,protein-coding,FUSION,-4.06E+00,4.89E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,RMI1,ENSG00000178966.16,protein-coding,FUSION,-4.56E+00,5.01E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,CTC-467M3.3,ENSG00000250377.1,lincRNA,FUSION,4.56E+00,5.05E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Nucleus Accumbens,AC110781.3,ENSG00000176349.11,antisense,FUSION,4.05E+00,5.07E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Frontal Cortex,CTC-467M3.3,ENSG00000250377.1,lincRNA,FUSION,4.05E+00,5.10E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,HYAL1,ENSG00000114378.16,protein-coding,FUSION,4.56E+00,5.22E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,CCDC24,ENSG00000159214.12,protein-coding,FUSION,4.55E+00,5.27E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Sigmoid,AP006621.5,ENSG00000255284.1,lincRNA,FUSION,4.55E+00,5.30E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Dorsal Lateral Prefrontal Cortex,GATD1,ENSG00000177225,protein-coding,FUSION,4.55E+00,5.33E-06,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Caudate Basal Ganglia,AP006621.5,ENSG00000255284.1,lincRNA,FUSION,5.01E+00,5.33E-07,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,AP4E1,ENSG00000081014.10,protein-coding,FUSION,4.54E+00,5.67E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,C2orf72,ENSG00000204128.5,protein-coding,FUSION,-4.03E+00,5.69E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,AP006621.5,ENSG00000255284.1,lincRNA,FUSION,4.53E+00,5.80E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hypothalamus,IP6K1,ENSG00000176095.11,protein-coding,FUSION,-4.02E+00,5.84E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hippocampus,H2AC20,ENSG00000184260,protein-coding,FUSION,4.99E+00,5.91E-07,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Substantia Nigra,CTC-498M16.4,ENSG00000271904.1,lincRNA,FUSION,-5.42E+00,5.91E-08,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Transverse,HYI,ENSG00000178922.16,protein-coding,FUSION,4.53E+00,5.93E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Dorsal Lateral Prefrontal Cortex,HYAL1,ENSG00000114378.16,protein-coding,FUSION,4.01E+00,5.97E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cortex,MAST2,ENSG00000086015.20,protein-coding,FUSION,4.01E+00,6.00E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hypothalamus,AMT,ENSG00000145020.15,protein-coding,FUSION,-4.01E+00,6.01E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,RP11-134K13.4,ENSG00000271967.1,lincRNA,FUSION,4.52E+00,6.25E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adrenal Gland,PIGQ,ENSG00000007541.16,protein-coding,FUSION,-4.52E+00,6.31E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Dorsal Lateral Prefrontal Cortex,KAT2B,ENSG00000114166.7,protein-coding,FUSION,-4.00E+00,6.39E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,AP006621.5,ENSG00000255284.1,lincRNA,FUSION,4.51E+00,6.57E-06,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adipose,MED8,ENSG00000159479.16,protein-coding,FUSION,-6.53E+00,6.59E-11,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Putamen Basal Ganglia,LSG1,ENSG00000041802.10,protein-coding,FUSION,3.99E+00,6.67E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Caudate Basal Ganglia,AP006621.5,ENSG00000255284.1,lincRNA,FUSION,4.97E+00,6.71E-07,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,LSG1,ENSG00000041802.10,protein-coding,FUSION,3.99E+00,6.72E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Thyroid,CISD2,ENSG00000145354.9,protein-coding,FUSION,4.96E+00,6.89E-07,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Substantia Nigra,LINC00323,ENSG00000226496.2,antisense,FUSION,3.98E+00,7.02E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,RP11-6L6.2,ENSG00000250673.2,protein-coding,FUSION,3.98E+00,7.03E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adrenal Gland,GATD1,ENSG00000177225,protein-coding,FUSION,4.49E+00,7.03E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,SLC25A22,ENSG00000177542.10,protein-coding,FUSION,4.49E+00,7.07E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Adrenal Gland,AP006621.5,ENSG00000255284.1,lincRNA,FUSION,4.48E+00,7.40E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,MPL,ENSG00000117400.16,protein-coding,Summary data-based Mendelian Randomization(SMR),5.60E-01,7.40E-07,TWASP000098
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Dorsal Lateral Prefrontal Cortex,GMPPB,ENSG00000173540.12,protein-coding,FUSION,3.96E+00,7.43E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cortex,RP11-386G11.10,ENSG00000258017.1,antisense,FUSION,3.96E+00,7.61E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Sigmoid,MDFIC,ENSG00000135272.10,protein-coding,FUSION,-4.47E+00,7.70E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Dorsal Lateral Prefrontal Cortex,DOT1L,ENSG00000104885.17,protein-coding,FUSION,3.95E+00,7.82E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,AP006621.5,ENSG00000255284.1,lincRNA,FUSION,4.47E+00,7.87E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Dorsal Lateral Prefrontal Cortex,MAU2,ENSG00000129933.20,protein-coding,FUSION,-3.95E+00,7.95E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,PNPLA2,ENSG00000177666.16,protein-coding,FUSION,-3.94E+00,7.99E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,BTBD2,ENSG00000133243.8,protein-coding,FUSION,-3.93E+00,8.57E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,AP006621.6,ENSG00000255142.1,lincRNA,FUSION,4.92E+00,8.65E-07,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,AP006621.5,ENSG00000255284.1,lincRNA,FUSION,4.91E+00,8.90E-07,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Frontal Cortex,LSM6,ENSG00000164167.10,protein-coding,FUSION,3.92E+00,8.92E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Thyroid,MED8,ENSG00000159479.16,protein-coding,FUSION,-5.35E+00,8.98E-08,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,COL28A1,ENSG00000215018.9,protein-coding,FUSION,-4.44E+00,9.18E-06,TWASP000083
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Nucleus Accumbens,HYAL3,ENSG00000186792.16,protein-coding,FUSION,-3.91E+00,9.27E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,SPATA41,ENSG00000189419.6,lincRNA,FUSION,3.91E+00,9.32E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,PIDD1,ENSG00000177595.17,protein-coding,FUSION,4.90E+00,9.42E-07,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Dorsal Lateral Prefrontal Cortex,CARF,ENSG00000138380.17,protein-coding,FUSION,3.90E+00,9.44E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Putamen Basal Ganglia,HYAL3,ENSG00000186792.16,protein-coding,FUSION,-4.43E+00,9.44E-06,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,CCDC24,ENSG00000159214.12,protein-coding,FUSION,-6.12E+00,9.48E-10,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hypothalamus,AP006621.5,ENSG00000255284.1,lincRNA,FUSION,4.43E+00,9.51E-06,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Putamen Basal Ganglia,AC074391.1,ENSG00000204929.12,processed_transcript,FUSION,-3.90E+00,9.57E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,PMS2P2,ENSG00000278416.1,unprocessed_pseudogene,FUSION,3.90E+00,9.71E-05,TWASP000083
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Dorsal Lateral Prefrontal Cortex,LSM6,ENSG00000164167.10,protein-coding,FUSION,3.90E+00,9.75E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cortex,HYAL3,ENSG00000186792.16,protein-coding,FUSION,-3.90E+00,9.79E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hippocampus,HYAL3,ENSG00000186792.16,protein-coding,FUSION,-3.90E+00,9.81E-05,TWASP000001
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hippocampus,CTC-498M16.4,ENSG00000271904.1,lincRNA,FUSION,-4.42E+00,9.97E-06,TWASP000198
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,TIGD5,ENSG00000179886.5,protein-coding,FUSION,2.56E+00,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TRIT1,ENSG00000043514.15,protein-coding,FUSION,-2.20E+00,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,TRIT1,ENSG00000043514.15,protein-coding,FUSION,-2.20E+00,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,KDM6B,ENSG00000132510.10,protein-coding,FUSION,-2.01E+00,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,NUDT18,ENSG00000275074.1,protein-coding,FUSION,2.46E+00,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,CD300C,ENSG00000167850.3,protein-coding,FUSION,-2.33E+00,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,SUPT20H,ENSG00000102710.19,protein-coding,FUSION,2.15E+00,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,FHIP2B,ENSG00000158863,protein-coding,FUSION,2.26E+00,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Peripheral Blood,RRAGD,ENSG00000025039.14,protein-coding,FUSION,2.82E+00,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,NUDT18,ENSG00000275074.1,protein-coding,FUSION,2.46E+00,-,TWASP000136
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,GMPR2,ENSG00000100938.17,protein-coding,FUSION,-,1.00E-04,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ABHD5,ENSG00000011198.7,protein-coding,FUSION,-,1.00E-04,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,NME5,ENSG00000112981.4,protein-coding,FUSION,-,1.00E-04,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,ST3GAL3,ENSG00000126091.19,protein-coding,-,-,1.01E-19,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine,ARID5B,ENSG00000150347.14,protein-coding,-,-,1.02E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Nucleus Accumbens,NUP210L,ENSG00000143552.9,protein-coding,-,-,1.02E-11,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Nucleus Accumbens,ST3GAL3,ENSG00000126091.19,protein-coding,-,-,1.03E-17,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hippocampus,RPL8,ENSG00000161016.17,protein-coding,-,-,1.06E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Frontal Cortex,PIDD1,ENSG00000177595.17,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.07E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,MCU,ENSG00000156026.14,protein-coding,-,-,1.12E-17,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,KDM4A,ENSG00000066135.12,protein-coding,-,-,1.15E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,CYHR1,ENSG00000187954.12,protein-coding,-,-,1.15E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Thyroid,RP11-10L12.2,ENSG00000251288.2,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.17E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Lymphocyte Cell,PIGQ,ENSG00000007541.16,protein-coding,-,-,1.19E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine,NUP210L,ENSG00000143552.9,protein-coding,-,-,1.19E-15,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Mucosa,P4HA1,ENSG00000122884.12,protein-coding,-,-,1.20E-31,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Gastroesophageal,SH3BP2,ENSG00000087266.15,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.22E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine-Terminal Ileum,CCDC24,ENSG00000159214.12,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.27E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Thyroid,KRT8P46,ENSG00000248971.2,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.27E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,SIGLEC14,ENSG00000254415.3,protein-coding,-,-,1.27E-09,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Pancreas,CTD-2035E11.5,ENSG00000272144.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.33E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Gastroesophageal,CEND1,ENSG00000184524.5,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.35E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,MAD1L1,ENSG00000002822.15,protein-coding,-,-,1.36E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Testis,RP4-715N11.2,ENSG00000232294.5,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.38E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Frontal Cortex,SFR1,ENSG00000156384.14,protein-coding,-,-,1.39E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Nucleus Accumbens,TACR2,ENSG00000075073.14,protein-coding,-,-,1.40E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,ZNF34,ENSG00000196378.11,protein-coding,-,-,1.40E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Frontal Cortex,ZNF250,ENSG00000196150.13,protein-coding,-,-,1.44E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,PPP1R16A,ENSG00000160972.9,protein-coding,-,-,1.45E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Testis,RP11-163O19.16,ENSG00000265973.1,unprocessed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.46E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine,ZNF34,ENSG00000196378.11,protein-coding,-,-,1.46E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,PKMYT1,ENSG00000127564.16,protein-coding,-,-,1.47E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Frontal Cortex,MFSD3,ENSG00000167700.8,protein-coding,-,-,1.48E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Sigmoid,ARID5B,ENSG00000150347.14,protein-coding,-,-,1.50E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Lymphocyte Cell,RAB40C,ENSG00000197562.9,protein-coding,-,-,1.51E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Transverse,ANXA7,ENSG00000138279.15,protein-coding,-,-,1.52E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Nucleus Accumbens,FAM183A,ENSG00000186973.10,protein-coding,-,-,1.52E-09,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Pancreas,VWF,ENSG00000110799.13,protein-coding,-,-,1.53E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Gastroesophageal,ARID5B,ENSG00000150347.14,protein-coding,-,-,1.57E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,DNAJC9,ENSG00000213551.4,protein-coding,-,-,1.58E-14,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cortex,RNF115,ENSG00000265491.4,protein-coding,-,-,1.59E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,GMPPB,ENSG00000173540.12,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.61E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,TMBIM6,ENSG00000139644.12,protein-coding,FUSION,-,1.63E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Caudate Basal Ganglia,NUP210L,ENSG00000143552.9,protein-coding,-,-,1.67E-15,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Nucleus Accumbens,NSF,ENSG00000073969.18,protein-coding,-,-,1.70E-13,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Colon Transverse,HAUS3,ENSG00000214367.7,protein-coding,-,-,1.72E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Nucleus Accumbens,CYHR1,ENSG00000187954.12,protein-coding,-,-,1.73E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hypothalamus,ST3GAL3,ENSG00000126091.19,protein-coding,-,-,1.74E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Nucleus Accumbens,ARTN,ENSG00000117407.16,protein-coding,-,-,1.75E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,ARID5B,ENSG00000150347.14,protein-coding,-,-,1.76E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Lung,XRN2,ENSG00000088930.7,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.77E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Hypothalamus,LRRC37A15P,ENSG00000230069.3,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.77E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain,SV2A,ENSG00000159164.9,protein-coding,FUSION,-,1.79E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,ARID5B,ENSG00000150347.14,protein-coding,-,-,1.80E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Heart Atrial Appendage,PTPRF,ENSG00000142949.16,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.82E-12,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,ARL17B,ENSG00000228696.8,protein-coding,-,-,1.82E-14,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellar Hemisphere,HAUS3,ENSG00000214367.7,protein-coding,-,-,1.84E-29,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,RPS15AP1,ENSG00000214535.3,processed_pseudogene,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.85E-05,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,TMEM125,ENSG00000179178.10,protein-coding,-,-,1.91E-09,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Pituitary,RP11-1109F11.3,ENSG00000271327.1,lincRNA,Probabilistic Transcriptome-Wide Association(PTWAS),-,1.93E-07,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Anterior Cingulate Cortex,SEC61A1,ENSG00000058262.9,protein-coding,-,-,1.95E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Putamen Basal Ganglia,EVA1B,ENSG00000142694.6,protein-coding,-,-,1.95E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Whole Blood,TARBP1,ENSG00000059588.9,protein-coding,FUSION,-,1.97E-03,TWASP000072
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Skin Not Sun Exposed,RP11-7O11.3,ENSG00000237950.1,antisense,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.00E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Pituitary,PANO1,ENSG00000274897.2,protein-coding,Probabilistic Transcriptome-Wide Association(PTWAS),-,2.03E-06,TWASP000141
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Brain Cerebellum,RPL8,ENSG00000161016.17,protein-coding,-,-,2.03E-07,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Lymphocyte Cell,NAA40,ENSG00000110583.12,protein-coding,-,-,2.05E-67,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Mucosa,ARID5B,ENSG00000150347.14,protein-coding,-,-,2.10E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Esophagus Muscularis,ANXA7,ENSG00000138279.15,protein-coding,-,-,2.11E-08,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine,ATP6V0B,ENSG00000117410.13,protein-coding,-,-,2.12E-06,TWASP000194
Attention Deficit/Hyperactivity Disorder,Attention Deficit Hyperactivity Disorder,Small Intestine,IRGQ,ENSG00000167378.8,protein-coding,-,-,2.14E-07,TWASP000194
