gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank
ENSG00000103260	METRN	323	138	487	165	2499	NA	1429	1856	985.285714285714
ENSG00000103264	FBXO31	3622	NA	4134	4477	NA	NA	3732	NA	3991.25
ENSG00000103266	STUB1	1720	1805	1339	3550	1731	NA	1368	1647	1880
ENSG00000103269	RHBDL1	2361	2521	3431	2526	NA	NA	NA	NA	2709.75
ENSG00000103275	UBE2I	2689	3306	1546	3340	2270	NA	1844	2177	2453.14285714286
ENSG00000103316	CRYM	4	6	4	7	NA	764	NA	NA	157
ENSG00000103342	GSPT1	NA	NA	NA	5700	NA	NA	NA	NA	5700
ENSG00000103351	CLUAP1	4350	5046	4686	6173	NA	NA	NA	NA	5063.75
ENSG00000103353	UBFD1	2237	2265	2526	2767	3418	NA	1197	2824	2462
ENSG00000103363	ELOB	1403	996	974	1451	904	414	1136	797	1009.375
ENSG00000103365	GGA2	2827	3734	2809	3191	NA	NA	1716	2003	2713.33333333333
ENSG00000103415	HMOX2	3554	4249	4644	3769	NA	NA	4765	NA	4196.2
ENSG00000103423	DNAJA3	4467	4528	5007	3986	NA	NA	4064	2388	4073.33333333333
ENSG00000103429	BFAR	NA	NA	5980	5666	NA	NA	NA	NA	5823
ENSG00000103479	RBL2	NA	4963	4953	4806	NA	NA	NA	NA	4907.33333333333
ENSG00000103485	QPRT	NA	5706	4353	6207	NA	NA	NA	NA	5422
ENSG00000103495	MAZ	3667	5422	3339	4016	2649	NA	4345	3134	3796
ENSG00000103496	STX4	NA	NA	6689	NA	NA	NA	4451	NA	5570
ENSG00000103502	CDIPT	1193	1374	1638	2598	2801	586	1742	934	1608.25
ENSG00000103507	BCKDK	NA	NA	6213	4774	NA	NA	NA	NA	5493.5
ENSG00000103510	KAT8	NA	3797	5138	5387	NA	NA	NA	NA	4774
ENSG00000103512	NOMO1	2606	1613	2559	2160	2467	NA	1853	3804	2437.42857142857
ENSG00000103528	SYT17	1224	1757	1218	1810	2080	862	2206	542	1462.375
ENSG00000103540	CCP110	NA	2999	5041	4316	3308	NA	4952	3571	4031.16666666667
ENSG00000103544	VPS35L	NA	NA	6341	NA	NA	NA	NA	2465	4403
ENSG00000103549	RNF40	NA	NA	6804	NA	NA	NA	NA	NA	6804
ENSG00000103591	AAGAB	3560	3521	3287	3854	2387	748	2394	1968	2714.875
ENSG00000103647	CORO2B	4113	NA	6864	3226	NA	NA	4452	NA	4663.75
ENSG00000103653	CSK	5103	5038	5515	NA	NA	NA	4591	NA	5061.75
ENSG00000103657	HERC1	2345	2493	3052	2276	2644	NA	2677	NA	2581.16666666667
ENSG00000103710	RASL12	NA	NA	5086	NA	NA	NA	NA	NA	5086
ENSG00000103723	AP3B2	1869	2283	1690	2211	2721	NA	2240	NA	2169
ENSG00000103740	ACSBG1	5091	4487	4450	5106	2528	NA	4572	3385	4231.28571428571
ENSG00000103769	RAB11A	921	1348	1088	1447	1017	NA	970	2188	1282.71428571429
ENSG00000103811	CTSH	971	1733	1107	1428	NA	869	532	NA	1106.66666666667
ENSG00000103888	CEMIP	NA	NA	NA	NA	231	NA	NA	NA	231
ENSG00000103942	HOMER2	NA	3255	NA	NA	NA	NA	NA	NA	3255
ENSG00000103978	TMEM87A	NA	4281	6777	4932	NA	NA	3754	NA	4936
ENSG00000103994	ZNF106	NA	4044	6559	NA	NA	NA	4113	NA	4905.33333333333
ENSG00000104047	DTWD1	5338	NA	5124	5680	NA	NA	NA	NA	5380.66666666667
ENSG00000104067	TJP1	5155	3346	NA	1530	3000	NA	4853	2899	3463.83333333333
ENSG00000104093	DMXL2	1394	1546	1462	1847	1365	NA	1494	NA	1518
ENSG00000104112	SCG3	445	553	282	930	297	134	549	405	449.375
ENSG00000104131	EIF3J	NA	NA	NA	NA	NA	NA	4455	NA	4455
ENSG00000104164	BLOC1S6	1931	1808	1401	2036	1993	NA	865	502	1505.14285714286
ENSG00000104177	MYEF2	4570	2877	4675	4045	2803	NA	NA	1775	3457.5
ENSG00000104218	CSPP1	NA	NA	6303	NA	NA	NA	NA	NA	6303
ENSG00000104219	ZDHHC2	5636	1816	3772	2962	NA	NA	2346	792	2887.33333333333
ENSG00000104231	ZFAND1	5206	4725	5691	4902	NA	NA	3788	NA	4862.4
ENSG00000104267	CA2	3144	668	2851	727	NA	NA	993	741	1520.66666666667
ENSG00000104290	FZD3	3273	3786	2805	3929	2775	NA	3021	NA	3264.83333333333
ENSG00000104320	NBN	5217	4385	5368	4949	NA	NA	NA	NA	4979.75
ENSG00000104324	CPQ	3223	1335	3459	1893	NA	NA	NA	3450	2672
ENSG00000104325	DECR1	5188	3852	5640	4068	NA	NA	NA	NA	4687
ENSG00000104327	CALB1	182	284	198	223	215	66	431	96	211.875
ENSG00000104331	IMPAD1	2887	2776	2682	2273	2900	NA	1962	1816	2470.85714285714
ENSG00000104341	LAPTM4B	3149	2146	3169	2499	3564	NA	2122	3296	2849.28571428571
ENSG00000104343	UBE2W	4058	4718	5668	4588	2553	NA	3676	3684	4135
ENSG00000104361	NIPAL2	NA	NA	NA	2662	NA	NA	NA	NA	2662
ENSG00000104381	GDAP1	1154	1331	1217	1483	2340	NA	1085	1464	1439.14285714286
ENSG00000104388	RAB2A	749	1177	650	880	656	551	659	1071	799.125
ENSG00000104408	EIF3E	2731	1622	3449	1761	2207	875	2543	3011	2274.875
ENSG00000104412	EMC2	NA	5632	6488	NA	1614	NA	4139	NA	4468.25
ENSG00000104419	NDRG1	2478	4123	4625	2061	186	674	782	2290	2152.375
ENSG00000104427	ZC2HC1A	4936	5149	4856	3454	NA	NA	4322	NA	4543.4
ENSG00000104435	STMN2	14	39	7	25	20	44	26	80	31.875
ENSG00000104442	ARMC1	5384	5482	6266	4939	NA	NA	NA	NA	5517.75
ENSG00000104447	TRPS1	NA	NA	6735	NA	NA	NA	NA	NA	6735
ENSG00000104490	NCALD	593	859	959	857	694	402	966	426	719.5
ENSG00000104517	UBR5	3700	5447	5346	4327	NA	NA	4730	NA	4710
ENSG00000104522	TSTA3	5566	4341	5865	6078	NA	NA	4315	NA	5233
ENSG00000104529	EEF1D	1941	960	2074	1014	2871	NA	1838	3783	2068.71428571429
ENSG00000104549	SQLE	3602	NA	5000	3559	1681	NA	4290	2928	3510
ENSG00000104613	INTS10	5668	4914	5424	4208	3257	NA	4446	3472	4484.14285714286
ENSG00000104635	SLC39A14	NA	NA	4435	NA	886	NA	NA	NA	2660.5
ENSG00000104643	MTMR9	2786	3071	4817	3811	2595	1075	3267	NA	3060.28571428571
ENSG00000104660	LEPROTL1	4555	5207	3677	5300	NA	NA	2765	NA	4300.8
ENSG00000104671	DCTN6	4286	3077	5207	5561	NA	NA	NA	NA	4532.75
ENSG00000104687	GSR	4962	5433	4565	5954	3197	NA	4665	NA	4796
ENSG00000104695	PPP2CB	2586	3233	2242	3825	2616	880	4534	NA	2845.14285714286
ENSG00000104722	NEFM	271	976	205	740	621	NA	506	887	600.857142857143
ENSG00000104723	TUSC3	264	482	249	547	462	395	295	667	420.125
ENSG00000104763	ASAH1	956	763	1259	1022	1290	293	545	2141	1033.625
ENSG00000104765	BNIP3L	5314	2863	5310	2952	NA	NA	4867	2330	3939.33333333333
ENSG00000104805	NUCB1	3137	2873	2471	4289	2273	NA	2589	NA	2938.66666666667
ENSG00000104823	ECH1	2228	2939	2604	3536	2360	NA	2217	1919	2543.28571428571
ENSG00000104824	HNRNPL	4800	4336	3417	NA	NA	NA	3016	3239	3761.6
ENSG00000104833	TUBB4A	1091	1849	1394	1914	551	792	2140	660	1298.875
ENSG00000104852	SNRNP70	4030	2884	3256	2266	3446	NA	3457	3690	3289.85714285714
ENSG00000104853	CLPTM1	2625	2809	1254	3784	1754	852	2361	2322	2220.125
ENSG00000104863	LIN7B	1543	1669	1373	1853	2117	NA	1396	2894	1835
ENSG00000104870	FCGRT	1220	480	1432	429	NA	NA	NA	NA	890.25
ENSG00000104872	PIH1D1	5308	NA	6297	4499	NA	NA	NA	NA	5368
ENSG00000104886	PLEKHJ1	3916	4959	4440	4938	NA	NA	4318	3568	4356.5
ENSG00000104904	OAZ1	539	874	592	723	340	NA	707	1191	709.428571428571
ENSG00000104946	TBC1D17	5646	NA	NA	NA	NA	NA	4373	NA	5009.5
ENSG00000104960	PTOV1	1475	1286	1518	1787	1670	NA	1087	1606	1489.85714285714
ENSG00000104964	TLE5	455	1009	297	755	461	567	587	954	635.625
ENSG00000104967	NOVA2	2830	1877	2208	2538	NA	NA	1937	3625	2502.5
ENSG00000104969	SGTA	NA	4921	5224	NA	3039	NA	NA	NA	4394.66666666667
ENSG00000104973	MED25	2534	5712	3050	4117	NA	NA	3160	NA	3714.6
ENSG00000104979	C19orf53	1379	2398	1731	2500	3031	NA	1198	1036	1896.14285714286
ENSG00000105053	VRK3	NA	NA	6412	NA	NA	NA	NA	NA	6412
ENSG00000105058	FAM32A	3304	4030	3892	4520	3490	NA	3232	2463	3561.57142857143
ENSG00000105063	PPP6R1	4520	NA	5269	6005	NA	NA	4103	2918	4563
ENSG00000105088	OLFM2	4283	5661	4696	5337	NA	NA	2314	2074	4060.83333333333
ENSG00000105135	ILVBL	5579	NA	5709	NA	NA	NA	NA	NA	5644
ENSG00000105143	SLC1A6	NA	NA	NA	2158	NA	NA	NA	NA	2158
ENSG00000105171	POP4	NA	3680	6210	NA	NA	NA	4527	NA	4805.66666666667
ENSG00000105176	URI1	5435	NA	5630	5134	2939	NA	3558	2968	4277.33333333333
ENSG00000105185	PDCD5	1156	1831	1067	1562	1601	595	1363	818	1249.125
ENSG00000105193	RPS16	1608	953	3524	1085	1448	NA	850	2759	1746.71428571429
ENSG00000105197	TIMM50	NA	5738	NA	NA	NA	NA	NA	NA	5738
ENSG00000105202	FBL	5334	4824	6720	NA	NA	NA	NA	NA	5626
ENSG00000105204	DYRK1B	NA	5041	NA	4273	NA	NA	NA	NA	4657
ENSG00000105220	GPI	489	928	460	810	569	NA	529	1060	692.142857142857
ENSG00000105221	AKT2	NA	NA	4894	NA	NA	NA	NA	NA	4894
ENSG00000105223	PLD3	79	123	88	110	169	213	80	188	131.25
ENSG00000105245	NUMBL	3175	3138	3252	3359	2725	NA	2028	2953	2947.14285714286
ENSG00000105254	TBCB	4123	2302	5137	1834	2996	NA	3496	1137	3003.57142857143
ENSG00000105255	FSD1	2635	4118	3115	2534	NA	NA	2969	NA	3074.2
ENSG00000105258	POLR2I	2605	2364	2645	2373	3013	NA	1759	645	2200.57142857143
ENSG00000105270	CLIP3	1094	1267	1194	1043	713	NA	674	1652	1091
ENSG00000105278	ZFR2	NA	2535	3192	3231	NA	NA	NA	3097	3013.75
ENSG00000105290	APLP1	776	452	1269	683	270	832	629	403	664.25
ENSG00000105323	HNRNPUL1	4575	4292	5996	4879	1440	NA	NA	NA	4236.4
ENSG00000105325	FZR1	4469	4902	5221	3368	NA	NA	4503	NA	4492.6
ENSG00000105364	MRPL4	3247	4296	4284	5147	NA	NA	4206	NA	4236
ENSG00000105372	RPS19	1006	602	1721	738	2122	NA	1696	1943	1404
ENSG00000105373	NOP53	3104	2182	4266	3664	2600	NA	3840	NA	3276
ENSG00000105379	ETFB	5291	4799	5374	3850	NA	NA	NA	3798	4622.4
ENSG00000105393	BABAM1	2038	2868	2868	2393	2261	NA	2500	NA	2488
ENSG00000105397	TYK2	NA	NA	6599	NA	NA	NA	NA	NA	6599
ENSG00000105401	CDC37	2473	2805	2428	3249	1964	NA	1714	NA	2438.83333333333
ENSG00000105402	NAPA	3044	2490	2461	4557	2658	741	3257	2271	2684.875
ENSG00000105404	RABAC1	741	1322	775	1236	916	212	627	648	809.625
ENSG00000105409	ATP1A3	86	137	64	92	220	205	157	1030	248.875
ENSG00000105419	MEIS3	1408	1275	1712	1543	NA	763	961	1239	1271.57142857143
ENSG00000105429	MEGF8	4023	NA	3410	4258	2676	NA	3632	NA	3599.8
ENSG00000105438	KDELR1	3495	3846	3738	3157	NA	NA	2745	1221	3033.66666666667
ENSG00000105443	CYTH2	5073	5524	5125	5261	NA	NA	NA	NA	5245.75
ENSG00000105472	CLEC11A	2270	4011	3014	3943	NA	NA	3522	1639	3066.5
ENSG00000105499	PLA2G4C	NA	5185	6764	NA	NA	NA	3255	NA	5068
ENSG00000105516	DBP	4252	5369	3846	4518	2054	NA	3747	3599	3912.14285714286
ENSG00000105518	TMEM205	2411	4585	2030	2204	NA	NA	1645	3013	2648
ENSG00000105519	CAPS	206	98	213	109	NA	NA	NA	NA	156.5
ENSG00000105520	PLPPR2	558	890	482	795	501	294	390	891	600.125
ENSG00000105568	PPP2R1A	565	815	547	1158	666	1035	482	1041	788.625
ENSG00000105576	TNPO2	4137	4355	4542	4657	NA	921	4433	2532	3653.85714285714
ENSG00000105583	WDR83OS	1556	826	1407	1755	3079	NA	1199	656	1496.85714285714
ENSG00000105612	DNASE2	NA	NA	4903	NA	NA	NA	NA	NA	4903
ENSG00000105613	MAST1	1362	1628	1392	1423	2470	NA	1264	1232	1538.71428571429
ENSG00000105618	PRPF31	4610	NA	5108	NA	NA	NA	3379	NA	4365.66666666667
ENSG00000105619	TFPT	2541	1672	2451	2537	NA	924	2236	1670	2004.42857142857
ENSG00000105640	RPL18A	1195	830	1909	1102	1430	NA	983	1808	1322.42857142857
ENSG00000105647	PIK3R2	5363	NA	4979	4974	NA	NA	NA	NA	5105.33333333333
ENSG00000105649	RAB3A	239	781	257	426	543	825	752	1118	617.625
ENSG00000105655	ISYNA1	2131	3168	1988	2435	NA	NA	1561	1253	2089.33333333333
ENSG00000105662	CRTC1	NA	5585	3068	NA	NA	NA	NA	NA	4326.5
ENSG00000105669	COPE	2669	2853	3492	3083	2642	NA	1952	1252	2563.28571428571
ENSG00000105676	ARMC6	NA	5736	5740	6177	NA	NA	NA	NA	5884.33333333333
ENSG00000105677	TMEM147	3300	4101	4088	4892	2743	NA	3768	NA	3815.33333333333
ENSG00000105695	MAG	301	664	495	257	42	290	96	164	288.625
ENSG00000105696	TMEM59L	58	121	47	101	113	122	85	158	100.625
ENSG00000105698	USF2	4297	3343	5453	4285	NA	NA	4879	NA	4451.4
ENSG00000105700	KXD1	3641	4342	5528	5507	NA	NA	4133	2109	4210
ENSG00000105701	FKBP8	824	1328	927	952	1093	NA	705	801	947.142857142857
ENSG00000105711	SCN1B	NA	NA	5441	4640	NA	NA	NA	NA	5040.5
ENSG00000105723	GSK3A	3319	3121	4349	5749	NA	NA	3543	3256	3889.5
ENSG00000105726	ATP13A1	4470	4531	5595	5649	NA	NA	3892	NA	4827.4
ENSG00000105737	GRIK5	1742	2456	1808	2488	1537	NA	1434	2316	1968.71428571429
ENSG00000105767	CADM4	NA	NA	NA	4376	2982	NA	3664	NA	3674
ENSG00000105778	AVL9	2514	3696	2664	3219	2895	NA	2284	2055	2761
ENSG00000105784	RUNDC3B	NA	4526	2478	2052	1925	NA	2368	2094	2573.83333333333
ENSG00000105819	PMPCB	4755	3689	6012	4457	NA	NA	4553	3619	4514.16666666667
ENSG00000105821	DNAJC2	5471	NA	6790	5062	NA	NA	NA	NA	5774.33333333333
ENSG00000105825	TFPI2	NA	NA	NA	NA	NA	48	NA	NA	48
ENSG00000105829	BET1	NA	NA	5593	5097	NA	NA	3436	NA	4708.66666666667
ENSG00000105835	NAMPT	NA	3694	4957	4930	527	NA	2187	1229	2920.66666666667
ENSG00000105854	PON2	2369	724	2627	878	1180	913	3371	942	1625.5
ENSG00000105855	ITGB8	2089	638	1802	423	2238	NA	3401	2121	1816
ENSG00000105887	MTPN	2377	1562	1513	1831	640	699	854	1045	1315.125
ENSG00000105894	PTN	1035	1974	639	2530	636	517	1122	1328	1222.625
ENSG00000105926	MPP6	4806	5390	4081	5623	3054	NA	NA	NA	4590.8
ENSG00000105939	ZC3HAV1	3884	4606	3409	4791	2061	NA	2702	1349	3257.42857142857
ENSG00000105953	OGDH	3505	4760	3322	4607	2451	914	4376	NA	3419.28571428571
ENSG00000105963	ADAP1	5118	4286	5171	2850	NA	NA	NA	NA	4356.25
ENSG00000105968	H2AFV	3061	3243	3862	4950	3428	NA	4508	NA	3842
ENSG00000105971	CAV2	NA	NA	3160	NA	NA	NA	NA	NA	3160
ENSG00000105974	CAV1	NA	NA	2550	NA	NA	NA	NA	NA	2550
ENSG00000105983	LMBR1	4237	NA	4727	3835	NA	NA	2912	NA	3927.75
ENSG00000105993	DNAJB6	2393	1307	1651	1518	2182	NA	972	655	1525.42857142857
ENSG00000106009	BRAT1	NA	5349	3305	NA	NA	NA	NA	3714	4122.66666666667
ENSG00000106012	IQCE	NA	NA	3789	5019	NA	NA	NA	3486	4098
ENSG00000106018	VIPR2	NA	NA	1941	NA	NA	NA	NA	NA	1941
ENSG00000106028	SSBP1	2407	3468	3071	4281	3206	NA	2375	1595	2914.71428571429
ENSG00000106052	TAX1BP1	5346	3420	4280	5636	NA	NA	NA	3189	4374.2
ENSG00000106066	CPVL	2832	NA	1876	372	NA	NA	NA	NA	1693.33333333333
ENSG00000106070	GRB10	2054	1991	2043	2517	2452	NA	1874	2490	2203
ENSG00000106078	COBL	NA	NA	6099	NA	1790	NA	NA	NA	3944.5
ENSG00000106089	STX1A	NA	3365	2457	1558	NA	NA	1821	2288	2297.8
ENSG00000106105	GARS	1772	2482	2296	2536	2899	NA	1169	3365	2359.85714285714
ENSG00000106123	EPHB6	2135	NA	2275	2420	NA	NA	1377	NA	2051.75
ENSG00000106153	CHCHD2	1242	1220	1100	1449	830	657	692	835	1003.125
ENSG00000106211	HSPB1	446	689	461	935	188	97	274	255	418.125
ENSG00000106236	NPTX2	115	133	120	147	198	142	113	72	130
ENSG00000106244	PDAP1	2910	3426	3521	5150	3454	NA	NA	3007	3578
ENSG00000106245	BUD31	2160	2420	3123	3161	2066	NA	3468	1261	2522.71428571429
ENSG00000106261	ZKSCAN1	NA	NA	6808	5259	NA	NA	NA	NA	6033.5
ENSG00000106263	EIF3B	3761	4154	3664	3977	3077	NA	1992	NA	3437.5
ENSG00000106278	PTPRZ1	1431	671	1195	736	2526	482	1552	NA	1227.57142857143
ENSG00000106290	TAF6	4333	5461	3791	NA	NA	NA	NA	3662	4311.75
ENSG00000106299	WASL	1738	2252	1932	2899	2489	NA	2014	2631	2279.28571428571
ENSG00000106333	PCOLCE	482	NA	265	NA	NA	NA	NA	NA	373.5
ENSG00000106341	PPP1R17	280	1232	269	754	NA	273	NA	NA	561.6
ENSG00000106348	IMPDH1	NA	NA	NA	6183	NA	NA	NA	NA	6183
ENSG00000106355	LSM5	2543	1641	2024	2741	NA	NA	1289	479	1786.16666666667
ENSG00000106367	AP1S1	2447	1833	2698	2515	1810	NA	2547	1743	2227.57142857143
ENSG00000106392	C1GALT1	NA	5518	NA	5538	NA	NA	NA	NA	5528
ENSG00000106399	RPA3	2079	1630	2146	2335	NA	NA	1544	676	1735
ENSG00000106400	ZNHIT1	4909	5725	6655	5253	NA	NA	NA	NA	5635.5
ENSG00000106415	GLCCI1	4764	2560	3876	2605	NA	NA	NA	3470	3455
ENSG00000106443	PHF14	3696	4054	6004	3450	2502	NA	3819	3043	3795.42857142857
ENSG00000106460	TMEM106B	4041	3588	5530	3214	NA	NA	2829	2898	3683.33333333333
ENSG00000106477	CEP41	5167	4550	3868	2778	3124	NA	NA	NA	3897.4
ENSG00000106484	MEST	801	210	485	142	982	184	186	3182	771.5
ENSG00000106524	ANKMY2	NA	NA	6451	5382	NA	NA	NA	NA	5916.5
ENSG00000106537	TSPAN13	485	572	543	644	879	915	301	367	588.25
ENSG00000106538	RARRES2	1983	3054	2484	2049	NA	NA	3563	3730	2810.5
ENSG00000106554	CHCHD3	4739	5495	6115	5505	NA	NA	NA	NA	5463.5
ENSG00000106565	TMEM176B	2137	1843	2103	1597	NA	NA	NA	3005	2137
ENSG00000106588	PSMA2	NA	2180	3658	2907	NA	NA	2631	1417	2558.6
ENSG00000106591	MRPL32	1753	2151	3248	2825	3441	NA	1882	1602	2414.57142857143
ENSG00000106603	COA1	4495	4318	6096	3233	NA	NA	4587	3620	4391.5
ENSG00000106605	BLVRA	3443	5593	3896	4396	NA	NA	4636	2505	4078.16666666667
ENSG00000106608	URGCP	3013	3400	4282	4244	NA	NA	3147	NA	3617.2
ENSG00000106609	TMEM248	1145	1929	1084	1624	1156	NA	804	845	1226.71428571429
ENSG00000106615	RHEB	1283	1698	1618	2306	1310	NA	1261	745	1460.14285714286
ENSG00000106617	PRKAG2	3658	5494	4874	3269	3168	NA	4805	NA	4211.33333333333
ENSG00000106624	AEBP1	474	319	812	461	476	1107	283	473	550.625
ENSG00000106628	POLD2	NA	NA	6482	NA	NA	NA	NA	NA	6482
ENSG00000106633	GCK	NA	4063	NA	3423	NA	NA	NA	NA	3743
ENSG00000106635	BCL7B	3296	3146	2882	5390	NA	NA	4295	2016	3504.16666666667
ENSG00000106636	YKT6	4919	4649	5862	3872	NA	NA	3959	NA	4652.2
ENSG00000106665	CLIP2	5540	5260	4731	5973	NA	NA	4946	NA	5290
ENSG00000106682	EIF4H	4116	2418	2975	2875	2099	NA	2591	1954	2718.28571428571
ENSG00000106683	LIMK1	1982	3757	2157	3281	2017	NA	2540	NA	2622.33333333333
ENSG00000106688	SLC1A1	1255	2200	1537	1694	1879	369	1212	1896	1505.25
ENSG00000106689	LHX2	168	287	223	199	NA	NA	NA	NA	219.25
ENSG00000106701	FSD1L	4253	4640	4242	5000	NA	NA	4884	2718	4289.5
ENSG00000106723	SPIN1	1270	1470	1111	1692	1360	NA	1019	1659	1368.71428571429
ENSG00000106771	TMEM245	2690	2582	3614	3672	2332	NA	1647	2068	2657.85714285714
ENSG00000106772	PRUNE2	3278	1903	2727	1749	2784	NA	1920	492	2121.85714285714
ENSG00000106780	MEGF9	NA	5622	6558	5338	2336	NA	NA	NA	4963.5
ENSG00000106799	TGFBR1	5301	NA	5828	2386	NA	NA	NA	666	3545.25
ENSG00000106803	SEC61B	841	1258	1954	2525	2444	NA	1840	868	1675.71428571429
ENSG00000106809	OGN	227	1092	182	989	NA	NA	NA	NA	622.5
ENSG00000106823	ECM2	NA	NA	2175	NA	NA	NA	NA	NA	2175
ENSG00000106829	TLE4	NA	2127	6501	1665	2662	NA	4702	987	3107.33333333333
ENSG00000106853	PTGR1	3195	5665	3325	5454	NA	NA	NA	NA	4409.75
ENSG00000106868	SUSD1	2190	5638	3729	5376	NA	NA	NA	NA	4233.25
ENSG00000106976	DNM1	199	407	164	264	343	640	331	629	372.125
ENSG00000106991	ENG	1493	611	1059	1202	NA	NA	NA	NA	1091.25
ENSG00000106992	AK1	819	1337	691	1849	2494	NA	3140	3573	1986.14285714286
ENSG00000106993	CDC37L1	2855	3971	3422	5037	2710	NA	3699	3473	3595.28571428571
ENSG00000107021	TBC1D13	NA	5140	3918	4291	NA	NA	4119	NA	4367
ENSG00000107105	ELAVL2	669	919	830	999	1318	428	631	726	815
ENSG00000107130	NCS1	820	1174	826	1353	1291	NA	1350	NA	1135.66666666667
ENSG00000107140	TESK1	3362	3337	4857	4010	NA	NA	3779	NA	3869
ENSG00000107164	FUBP3	5247	4337	5650	4506	NA	NA	NA	NA	4935
ENSG00000107175	CREB3	3084	3600	4258	3444	3261	NA	3912	NA	3593.16666666667
ENSG00000107186	MPDZ	4745	3580	4670	4931	NA	NA	NA	NA	4481.5
ENSG00000107223	EDF1	1345	1897	2165	2431	1661	NA	1190	1411	1728.57142857143
ENSG00000107242	PIP5K1B	2166	3633	2520	4347	1286	NA	3348	3536	2976.57142857143
ENSG00000107262	BAG1	4240	1678	4451	3255	NA	NA	3354	2173	3191.83333333333
ENSG00000107263	RAPGEF1	4104	4404	5308	NA	NA	NA	4893	NA	4677.25
ENSG00000107281	NPDC1	585	1561	855	815	1168	483	417	478	795.25
ENSG00000107282	APBA1	1680	1721	1750	1596	1199	NA	2593	NA	1756.5
ENSG00000107290	SETX	NA	NA	6094	NA	NA	NA	NA	NA	6094
ENSG00000107295	SH3GL2	1150	1518	1085	1198	1176	NA	2488	1393	1429.71428571429
ENSG00000107317	PTGDS	99	36	93	48	252	314	59	57	119.75
ENSG00000107331	ABCA2	1852	3339	3496	3971	320	599	825	NA	2057.42857142857
ENSG00000107341	UBE2R2	5092	2585	5928	4813	3348	NA	4531	NA	4382.83333333333
ENSG00000107362	ABHD17B	NA	4687	NA	NA	NA	NA	NA	NA	4687
ENSG00000107372	ZFAND5	2523	2811	2738	2866	1895	957	2008	3029	2353.375
ENSG00000107404	DVL1	5313	NA	5399	5026	NA	NA	4459	NA	5049.25
ENSG00000107518	ATRNL1	3177	1900	3393	2283	2567	NA	3281	NA	2766.83333333333
ENSG00000107537	PHYH	5523	5145	6117	NA	NA	NA	4601	NA	5346.5
ENSG00000107551	RASSF4	NA	4755	6615	6196	2307	NA	NA	NA	4968.25
ENSG00000107560	RAB11FIP2	NA	4278	NA	4081	NA	NA	4661	NA	4340
ENSG00000107562	CXCL12	642	1623	601	1489	NA	NA	NA	NA	1088.75
ENSG00000107581	EIF3A	5315	4501	5260	4928	3349	NA	NA	3057	4401.66666666667
ENSG00000107625	DDX50	4033	3451	6141	NA	NA	NA	2794	3299	3943.6
ENSG00000107643	MAPK8	NA	5721	4796	5774	NA	NA	NA	NA	5430.33333333333
ENSG00000107651	SEC23IP	NA	5578	5920	NA	NA	NA	NA	NA	5749
ENSG00000107669	ATE1	3943	4458	3725	3054	NA	NA	3304	2459	3490.5
ENSG00000107679	PLEKHA1	NA	3141	5135	4066	3411	NA	3932	2390	3679.16666666667
ENSG00000107731	UNC5B	NA	NA	3432	NA	NA	NA	NA	NA	3432
ENSG00000107738	VSIR	2610	2140	3027	1926	NA	NA	NA	NA	2425.75
ENSG00000107742	SPOCK2	597	907	427	612	361	NA	418	1518	691.428571428571
ENSG00000107745	MICU1	4139	NA	5267	4721	3145	NA	2876	2814	3827
ENSG00000107758	PPP3CB	1116	994	1239	903	820	NA	902	1654	1089.71428571429
ENSG00000107771	CCSER2	NA	3935	6925	NA	NA	NA	NA	NA	5430
ENSG00000107779	BMPR1A	4965	NA	5713	NA	NA	NA	4795	3594	4766.75
ENSG00000107796	ACTA2	416	1134	542	764	NA	NA	NA	NA	714
ENSG00000107798	LIPA	5000	NA	4092	NA	898	NA	1371	NA	2840.25
ENSG00000107816	LZTS2	NA	NA	5831	3996	NA	NA	NA	NA	4913.5
ENSG00000107829	FBXW4	NA	NA	6292	5393	NA	1085	4306	NA	4269
ENSG00000107854	TNKS2	4328	4662	6215	4639	NA	NA	4121	NA	4793
ENSG00000107862	GBF1	NA	NA	4823	4857	NA	NA	NA	3616	4432
ENSG00000107863	ARHGAP21	3996	4588	4736	5838	540	NA	1652	NA	3558.33333333333
ENSG00000107864	CPEB3	2233	3358	2067	2895	2437	NA	3027	NA	2669.5
ENSG00000107872	FBXL15	2261	2985	2983	2561	2425	NA	2482	2987	2669.14285714286
ENSG00000107874	CUEDC2	4310	3659	4116	5901	NA	NA	3594	2314	3982.33333333333
ENSG00000107890	ANKRD26	NA	NA	NA	NA	3435	NA	NA	NA	3435
ENSG00000107897	ACBD5	NA	5334	NA	NA	NA	NA	NA	NA	5334
ENSG00000107902	LHPP	1533	2580	2634	3067	536	NA	774	2104	1889.71428571429
ENSG00000107929	LARP4B	NA	NA	5470	NA	NA	NA	NA	NA	5470
ENSG00000107937	GTPBP4	4396	3999	5217	NA	NA	NA	3540	NA	4288
ENSG00000107949	BCCIP	5531	NA	6418	NA	NA	NA	NA	NA	5974.5
ENSG00000107954	NEURL1	1768	4488	2383	2669	2031	NA	1878	2237	2493.42857142857
ENSG00000107959	PITRM1	5075	5431	6182	NA	NA	NA	NA	NA	5562.66666666667
