gene_id	gene_name	V12D07-075_D1	V13M13-362_A1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	nsigsamps	meanrank
ENSG00000099917	MED15					2902			2885		2	2893.5
ENSG00000099949	LZTR1								2697		1	2697
ENSG00000099956	SMARCB1		717			2724					2	1720.5
ENSG00000099957	P2RX6					2201	2651				2	2426
ENSG00000099968	BCL2L13				2399					1564	2	1981.5
ENSG00000099977	DDT	1656								806	2	1231
ENSG00000099991	CABIN1				2205	1403			1209		3	1605.66666666667
ENSG00000099994	SUSD2				901	2318					2	1609.5
ENSG00000099998	GGT5					3498			2103		2	2800.5
ENSG00000100003	SEC14L2					2867					1	2867
ENSG00000100014	SPECC1L				2161	2039					2	2100
ENSG00000100023	PPIL2								2625	1283	2	1954
ENSG00000100027	YPEL1						1712				1	1712
ENSG00000100028	SNRPD3		305		2335	3146					3	1928.66666666667
ENSG00000100030	MAPK1	2152			2402		1672		2839		4	2266.25
ENSG00000100075	SLC25A1				851		1328			923	3	1034
ENSG00000100077	GRK3						2337				1	2337
ENSG00000100083	GGA1								1838		1	1838
ENSG00000100084	HIRA					3273					1	3273
ENSG00000100095	SEZ6L	943			985	505	515	460	554		6	660.333333333333
ENSG00000100097	LGALS1	131				153	230	484	1112	336	6	407.666666666667
ENSG00000100099	HPS4	830				3740		2130			3	2233.33333333333
ENSG00000100124	ANKRD54	1044			1277	1667	2107	1294		476	6	1310.83333333333
ENSG00000100129	EIF3L	1209				1755	1322				3	1428.66666666667
ENSG00000100138	SNU13	333				704	1014	785	1985		5	964.2
ENSG00000100142	POLR2F		638			3163		975			3	1592
ENSG00000100146	SOX10				1390		1544				2	1467
ENSG00000100151	PICK1	1179	393								2	786
ENSG00000100167	SEPTIN3							1420			1	1420
ENSG00000100197	CYP2D6					2009					1	2009
ENSG00000100201	DDX17	346	183		564	571	569		275	587	7	442.142857142857
ENSG00000100219	XBP1	1627							1297		2	1462
ENSG00000100220	RTCB				1411						1	1411
ENSG00000100225	FBXO7					2818			1384		2	2101
ENSG00000100227	POLDIP3					3658					1	3658
ENSG00000100228	RAB36	1582				3321					2	2451.5
ENSG00000100234	TIMP3					630	384		1164	460	4	659.5
ENSG00000100239	PPP6R2					3313				1367	2	2340
ENSG00000100242	SUN2				800	1907	714				3	1140.33333333333
ENSG00000100243	CYB5R3	854			368		2372	2195	1478	1326	6	1432.16666666667
ENSG00000100246	DNAL4				1363						1	1363
ENSG00000100258	LMF2	1674				2517					2	2095.5
ENSG00000100263	RHBDD3					2670					1	2670
ENSG00000100266	PACSIN2		365			1375	1198	1746			4	1171
ENSG00000100271	TTLL1									1128	1	1128
ENSG00000100276	RASL10A								1072	527	2	799.5
ENSG00000100280	AP1B1					2031					1	2031
ENSG00000100281	HMGXB4	2023									1	2023
ENSG00000100284	TOM1					2142					1	2142
ENSG00000100285	NEFH	292	380		408	3563	2313	819	678	333	8	1098.25
ENSG00000100288	CHKB					2882					1	2882
ENSG00000100296	THOC5					3615					1	3615
ENSG00000100299	ARSA							1951			1	1951
ENSG00000100300	TSPO							724	1917		2	1320.5
ENSG00000100304	TTLL12	409			1408						2	908.5
ENSG00000100314	CABP7	149			326	59	59				4	148.25
ENSG00000100316	RPL3	1647			1165	324	441	1166	1273		6	1002.66666666667
ENSG00000100320	RBFOX2					2956			2382		2	2669
ENSG00000100321	SYNGR1				1089						1	1089
ENSG00000100330	MTMR3									677	1	677
ENSG00000100335	MIEF1									835	1	835
ENSG00000100336	APOL4					2684	1973			1038	3	1898.33333333333
ENSG00000100345	MYH9			341		3497			1889		3	1909
ENSG00000100346	CACNA1I								3044		1	3044
ENSG00000100348	TXN2		246			3107					2	1676.5
ENSG00000100359	SGSM3	1141					3043				2	2092
ENSG00000100360	IFT27							1986	2183		2	2084.5
ENSG00000100364	KIAA0930		212			1733	733	2176			4	1213.5
ENSG00000100372	SLC25A17					3487			1571		2	2529
ENSG00000100379	KCTD17					665	907		2172		3	1248
ENSG00000100380	ST13		415			1850	2550			641	4	1364
ENSG00000100387	RBX1				2095	819		1598			3	1504
ENSG00000100393	EP300					1365					1	1365
ENSG00000100395	L3MBTL2							1401			1	1401
ENSG00000100401	RANGAP1	405					1609	1443	2953		4	1602.5
ENSG00000100403	ZC3H7B								2483		1	2483
ENSG00000100412	ACO2						2877				1	2877
ENSG00000100417	PMM1	325									1	325
ENSG00000100418	DESI1	1817									1	1817
ENSG00000100425	BRD1				2592				1375		2	1983.5
ENSG00000100427	MLC1				461	504	893	441	443	758	6	583.333333333333
ENSG00000100429	HDAC10	1612	471		2154						3	1412.33333333333
ENSG00000100433	KCNK10							1626			1	1626
ENSG00000100441	KHNYN	1624									1	1624
ENSG00000100442	FKBP3	1734				3364	1061				3	2053
ENSG00000100453	GZMB					279	92				2	185.5
ENSG00000100462	PRMT5				2226						1	2226
ENSG00000100473	COCH	482			1150	94	182		2072		5	796
ENSG00000100478	AP4S1						2219				1	2219
ENSG00000100483	VCPKMT		616								1	616
ENSG00000100485	SOS2						2879				1	2879
ENSG00000100503	NIN					1711		852	1585		3	1382.66666666667
ENSG00000100504	PYGL							2093	811	125	3	1009.66666666667
ENSG00000100505	TRIM9					2499		2021	1098	265	4	1470.75
ENSG00000100519	PSMC6	1964								969	2	1466.5
ENSG00000100522	GNPNAT1									1032	1	1032
ENSG00000100528	CNIH1					3018	887				2	1952.5
ENSG00000100554	ATP6V1D	873				2390			1672	1107	4	1510.5
ENSG00000100567	PSMA3	1737					2348		2562		3	2215.66666666667
ENSG00000100568	VTI1B				2539						1	2539
ENSG00000100575	TIMM9						1366				1	1366
ENSG00000100578	KIAA0586									1145	1	1145
ENSG00000100580	TMED8	1818			1709	1435	607		2408	1560	6	1589.5
ENSG00000100591	AHSA1	700				2185	1997				3	1627.33333333333
ENSG00000100592	DAAM1					524	2078		2765		3	1789
ENSG00000100600	LGMN	1393				1225					2	1309
ENSG00000100604	CHGA				1347	345	358	906	484		5	688
ENSG00000100605	ITPK1			381			1568				2	974.5
ENSG00000100612	DHRS7					2340					1	2340
ENSG00000100614	PPM1A						2822				1	2822
ENSG00000100626	GALNT16	168	136	190	721	3066	914		2247	1045	8	1060.875
ENSG00000100632	ERH							1516			1	1516
ENSG00000100644	HIF1A			109		1807			3268	851	4	1508.75
ENSG00000100647	SUSD6					3730		1821			2	2775.5
ENSG00000100650	SRSF5	799	562		770	285	1951		1049		6	902.666666666667
ENSG00000100678	SLC8A3									1308	1	1308
ENSG00000100697	DICER1			278							1	278
ENSG00000100711	ZFYVE21									785	1	785
ENSG00000100714	MTHFD1								3204		1	3204
ENSG00000100722	ZC3H14		302							1310	2	806
ENSG00000100726	TELO2					3138					1	3138
ENSG00000100731	PCNX1								2671		1	2671
ENSG00000100764	PSMC1	816	583		1447				3068		4	1478.5
ENSG00000100767	PAPLN							749	1167	980	3	965.333333333333
ENSG00000100796	PPP4R3A					1757		1023	1249		3	1343
ENSG00000100804	PSMB5	1862			2237					410	3	1503
ENSG00000100811	YY1	1745				2679					2	2212
ENSG00000100823	APEX1				2328	1415			2727		3	2156.66666666667
ENSG00000100836	PABPN1					1576			1294		2	1435
ENSG00000100842	EFS	966							2768		2	1867
ENSG00000100852	ARHGAP5				1940				962		2	1451
ENSG00000100867	DHRS2		593		1115	807			828		4	835.75
ENSG00000100883	SRP54								2167	1017	2	1592
ENSG00000100884	CPNE6					2010		1517			2	1763.5
ENSG00000100888	CHD8			137		2015					2	1076
ENSG00000100889	PCK2								2284		1	2284
ENSG00000100902	PSMA6				2457	964			2783		3	2068
ENSG00000100906	NFKBIA			169							1	169
ENSG00000100908	EMC9				897		1646				2	1271.5
ENSG00000100911	PSME2	542	115		1432	2266	1314	2001			6	1278.33333333333
ENSG00000100916	BRMS1L								2542		1	2542
ENSG00000100918	REC8	963								1384	2	1173.5
ENSG00000100926	TM9SF1							1687	1445		2	1566
ENSG00000100934	SEC23A	588			941	1321	1671		2843		5	1472.8
ENSG00000100938	GMPR2	996									1	996
ENSG00000100941	PNN					2212	1655	1484	2388	1315	5	1810.8
ENSG00000100979	PLTP					3289	1315	135	150	421	5	1062
ENSG00000100982	PCIF1					2884	2596				2	2740
ENSG00000100983	GSS								2415		1	2415
ENSG00000100991	TRPC4AP				2504		2474	2213			3	2397
ENSG00000101000	PROCR							172	379		2	275.5
ENSG00000101004	NINL						2011				1	2011
ENSG00000101019	UQCC1				1435						1	1435
ENSG00000101040	ZMYND8	1988				760	489		946		4	1045.75
ENSG00000101052	IFT52		339				1937		3203		3	1826.33333333333
ENSG00000101079	NDRG3					2991			2022		2	2506.5
ENSG00000101098	RIMS4				2389						1	2389
ENSG00000101104	PABPC1L						1148		3251		2	2199.5
ENSG00000101126	ADNP				1530	1741					2	1635.5
ENSG00000101132	PFDN4	535			711		1337	1177		1158	5	983.6
ENSG00000101144	BMP7							942	2550	1546	3	1679.33333333333
ENSG00000101150	TPD52L2		438		2292	1457	1368				4	1388.75
ENSG00000101152	DNAJC5				1565			1052	2456		3	1691
ENSG00000101158	NELFCD					1015					1	1015
ENSG00000101160	CTSZ								1907		1	1907
ENSG00000101161	PRPF6					3654					1	3654
ENSG00000101166	PRELID3B					2430					1	2430
ENSG00000101180	HRH3						406		1509		2	957.5
ENSG00000101182	PSMA7				1244	398	575				3	739
ENSG00000101187	SLCO4A1			501							1	501
ENSG00000101191	DIDO1				2214						1	2214
ENSG00000101193	GID8								2507		1	2507
ENSG00000101198	NKAIN4					3044		1541	1247		3	1944
ENSG00000101199	ARFGAP1					3499	2886				2	3192.5
ENSG00000101200	AVP	17	12	9	77	2	17	7	48	249	9	48.6666666666667
ENSG00000101204	CHRNA4				2003			1224	1482		3	1569.66666666667
ENSG00000101210	EEF1A2	209		285	327	538	422	382	791		7	422
ENSG00000101220	C20orf27		587		462	3751					3	1600
ENSG00000101222	SPEF1			194				182	688		3	354.666666666667
ENSG00000101224	CDC25B	1497									1	1497
ENSG00000101236	RNF24				2441						1	2441
ENSG00000101246	ARFRP1				1963	1660					2	1811.5
ENSG00000101265	RASSF2	1844			316						2	1080
ENSG00000101290	CDS2	1765			2455	1621	2843	1254	3228		6	2194.33333333333
ENSG00000101294	HM13		868								1	868
ENSG00000101310	SEC23B				2551						1	2551
ENSG00000101327	PDYN			52	407	106	191		362		5	223.6
ENSG00000101333	PLCB4							1908	1900		2	1904
ENSG00000101335	MYL9				2502	1586	346		1067	260	5	1152.2
ENSG00000101343	CRNKL1							1290			1	1290
ENSG00000101346	POFUT1					2218					1	2218
ENSG00000101347	SAMHD1					1507			935		2	1221
ENSG00000101353	MROH8					2612					1	2612
ENSG00000101361	NOP56	988			2578	803	663				4	1258
ENSG00000101363	MANBAL					2721					1	2721
ENSG00000101365	IDH3B						2701				1	2701
ENSG00000101400	SNTA1					1632	1403				2	1517.5
ENSG00000101405	OXT	100	47	6	231	1	3	143	220		8	93.875
ENSG00000101407	TTI1					3683					1	3683
ENSG00000101413	RPRD1B	1667									1	1667
ENSG00000101421	CHMP4B				1584						1	1584
ENSG00000101438	SLC32A1	408	741		709	497	635	466	907		7	623.285714285714
ENSG00000101439	CST3	81	73		55	24	26	75	38	173	8	68.125
ENSG00000101444	AHCY	1375									1	1375
ENSG00000101445	PPP1R16B						1736		2478		2	2107
ENSG00000101452	DHX35								2598		1	2598
ENSG00000101460	MAP1LC3A	145			298	847	2554	1104		1197	6	1024.16666666667
ENSG00000101463	SYNDIG1								2271	1234	2	1752.5
ENSG00000101474	APMAP		808		918	703	1806		1052	602	6	981.5
ENSG00000101489	CELF4	1796			433	1183	743	500	768		6	903.833333333333
ENSG00000101493	ZNF516			403	1267						2	835
ENSG00000101542	CDH20								2283		1	2283
ENSG00000101546	RBFA								2928		1	2928
ENSG00000101557	USP14	601	888		1684	3029					4	1550.5
ENSG00000101558	VAPA				1206	1703			1875		3	1594.66666666667
ENSG00000101577	LPIN2	303			605	2493					3	1133.66666666667
ENSG00000101596	SMCHD1					3409					1	3409
ENSG00000101605	MYOM1	1861				1824	1701	1882			4	1817
ENSG00000101608	MYL12A					2557				285	2	1421
ENSG00000101654	RNMT									1001	1	1001
ENSG00000101745	ANKRD12	626									1	626
ENSG00000101746	NOL4					961	2260				2	1610.5
ENSG00000101751	POLI					3619	1479				2	2549
ENSG00000101752	MIB1					2380	2203				2	2291.5
ENSG00000101782	RIOK3						2941			786	2	1863.5
ENSG00000101843	PSMD10				1751	1598					2	1674.5
ENSG00000101846	STS						2507				1	2507
ENSG00000101856	PGRMC1	1002				542	795	344	286	818	6	631.166666666667
ENSG00000101888	NXT2							2134			1	2134
ENSG00000101911	PRPS2	1127			1785						2	1456
ENSG00000101935	AMMECR1					2589					1	2589
ENSG00000101940	WDR13						1335		2048		2	1691.5
ENSG00000101955	SRPX				1739				1704		2	1721.5
ENSG00000101958	GLRA2	39	86		59	42	42	554	200	131	8	144.125
ENSG00000101966	XIAP					1717					1	1717
ENSG00000101972	STAG2			243							1	243
ENSG00000101974	ATP11C						2957				1	2957
ENSG00000101977	MCF2				1341				2659		2	2000
ENSG00000101997	CCDC22	1813									1	1813
ENSG00000102003	SYP		751		1157		1791	1608	1286		5	1318.6
ENSG00000102007	PLP2							618			1	618
ENSG00000102024	PLS3				1235		2085				2	1660
ENSG00000102030	NAA10	1229	548				1147				3	974.666666666667
ENSG00000102038	SMARCA1	611			695	207	184		1602		5	659.8
ENSG00000102053	ZC3H12B				1877						1	1877
ENSG00000102054	RBBP7		421		1713		2555		2502		4	1797.75
ENSG00000102078	SLC25A14	1132			1208		989			824	4	1038.25
ENSG00000102100	SLC35A2						1575	2153			2	1864
ENSG00000102103	PQBP1					1836					1	1836
ENSG00000102109	PCSK1N	32	28	46	17	107	38	42	69	67	9	49.5555555555556
ENSG00000102144	PGK1				1003				2146	452	3	1200.33333333333
ENSG00000102158	MAGT1					1936			1887	1577	3	1800
ENSG00000102181	CD99L2	1390									1	1390
ENSG00000102218	RP2							1671			1	1671
ENSG00000102225	CDK16									1583	1	1583
ENSG00000102226	USP11	937	185		1367	2681	711	881	520		7	1040.28571428571
ENSG00000102230	PCYT1B			328							1	328
ENSG00000102241	HTATSF1	289	269		256	309	929	578	469	603	8	462.75
ENSG00000102265	TIMP1				2229	2388	773	198	354	213	6	1025.83333333333
ENSG00000102287	GABRE	33	34	25	31	41	33	86	41	86	9	45.5555555555556
ENSG00000102290	PCDH11X						1370	1950			2	1660
ENSG00000102309	PIN4									856	1	856
ENSG00000102316	MAGED2	240			365	666	1095	1839	1596	370	7	881.571428571429
ENSG00000102317	RBM3				898						1	898
ENSG00000102362	SYTL4				2051						1	2051
ENSG00000102383	ZDHHC15						2428			1344	2	1886
ENSG00000102390	PBDC1		796								1	796
ENSG00000102401	ARMCX3	834			1226	2392	2561				4	1753.25
ENSG00000102409	BEX4	481	832		794	2381	456		690	802	7	919.428571428571
ENSG00000102445	RUBCNL			407	1805	351	1264			494	5	864.2
ENSG00000102452	NALCN				2503	3407					2	2955
ENSG00000102466	FGF14	347	104		729	225	847	954	1060		7	609.428571428571
ENSG00000102468	HTR2A								3128		1	3128
ENSG00000102531	FNDC3A		937		1623	76	123		775	490	6	670.666666666667
ENSG00000102543	CDADC1								2958		1	2958
ENSG00000102554	KLF5							2003			1	2003
ENSG00000102572	STK24							1853			1	1853
ENSG00000102595	UGGT2					1386					1	1386
ENSG00000102606	ARHGEF7				1176	2005					2	1590.5
ENSG00000102678	FGF9				1880			1743			2	1811.5
ENSG00000102710	SUPT20H					2084			1540		2	1812
ENSG00000102738	MRPS31					3013					1	3013
ENSG00000102753	KPNA3					2964					1	2964
ENSG00000102760	RGCC				1830	3098			2179		3	2369
ENSG00000102804	TSC22D1	989				1656	2408		1255	187	5	1299
ENSG00000102805	CLN5								1342	1132	2	1237
ENSG00000102878	HSF4						3019				1	3019
ENSG00000102879	CORO1A					3496		2072			2	2784
ENSG00000102882	MAPK3					2759			2803		2	2781
ENSG00000102890	ELMO3						1391				1	1391
ENSG00000102898	NUTF2				1724	975	2599				3	1766
ENSG00000102904	TSNAXIP1	2051							940		2	1495.5
ENSG00000102921	N4BP1	2144									1	2144
ENSG00000102924	CBLN1	185			503	696	798	208	182	479	7	435.857142857143
ENSG00000102931	ARL2BP				2498						1	2498
ENSG00000102934	PLLP	849			855	911	2842	1233	789		6	1246.5
ENSG00000102978	POLR2C	947									1	947
ENSG00000102981	PARD6A				1771						1	1771
ENSG00000103005	USB1				2232	2761		1471			3	2154.66666666667
ENSG00000103018	CYB5B									408	1	408
ENSG00000103021	CCDC113	1157						793	2186		3	1378.66666666667
ENSG00000103024	NME3	1077	130		2080	466	806		3259		6	1303
ENSG00000103034	NDRG4				454		2985	712	703		4	1213.5
ENSG00000103035	PSMD7					3226					1	3226
ENSG00000103037	SETD6				1944		2976	1237			3	2052.33333333333
ENSG00000103051	COG4	1927									1	1927
ENSG00000103056	SMPD3						1297				1	1297
ENSG00000103064	SLC7A6	1592									1	1592
ENSG00000103089	FA2H				1774	2018		985	750		4	1381.75
ENSG00000103091	WDR59				1744	1654			1668		3	1688.66666666667
ENSG00000103126	AXIN1					1635					1	1635
ENSG00000103145	HCFC1R1	1168				1036	2569	2062	1935		5	1754
ENSG00000103148	NPRL3						2452				1	2452
ENSG00000103152	MPG						2656				1	2656
ENSG00000103154	NECAB2	378			482	141	88	2133	2532	438	7	884.571428571429
ENSG00000103160	HSDL1				637	2830					2	1733.5
ENSG00000103187	COTL1									734	1	734
ENSG00000103194	USP10								3010		1	3010
ENSG00000103196	CRISPLD2								1834		1	1834
ENSG00000103197	TSC2				1321						1	1321
ENSG00000103199	ZNF500								1933		1	1933
ENSG00000103202	NME4						817				1	817
ENSG00000103227	LMF1				2486						1	2486
ENSG00000103248	MTHFSD						1912				1	1912
ENSG00000103249	CLCN7	1561			1931	3720					3	2404
ENSG00000103254	ANTKMT					3103					1	3103
ENSG00000103257	SLC7A5			89	2047		2529			1220	4	1471.25
ENSG00000103260	METRN	737			307	152	307	41	62	422	7	289.714285714286
ENSG00000103264	FBXO31						3001				1	3001
ENSG00000103266	STUB1	1542				2451					2	1996.5
ENSG00000103274	NUBP1					3596					1	3596
ENSG00000103275	UBE2I					1247	2007		2509	1272	4	1758.75
ENSG00000103316	CRYM	1280			442	89	158	1	2	25	7	285.285714285714
ENSG00000103319	EEF2K					3833					1	3833
ENSG00000103335	PIEZO1								2629		1	2629
ENSG00000103342	GSPT1		414								1	414
ENSG00000103343	ZNF174					3906					1	3906
ENSG00000103351	CLUAP1					3815			2261		2	3038
ENSG00000103353	UBFD1				2165						1	2165
ENSG00000103363	ELOB	600	144		2129	667					4	885
ENSG00000103365	GGA2	1668									1	1668
ENSG00000103381	CPPED1							2235			1	2235
ENSG00000103423	DNAJA3	1868			863						2	1365.5
ENSG00000103449	SALL1				1831				1950		2	1890.5
ENSG00000103460	TOX3						2992	571			2	1781.5
ENSG00000103479	RBL2						2858			961	2	1909.5
ENSG00000103489	XYLT1		445				656	1588		1409	4	1024.5
ENSG00000103490	PYCARD	1662									1	1662
ENSG00000103494	RPGRIP1L					1208			2422		2	1815
ENSG00000103502	CDIPT				806	934					2	870
ENSG00000103510	KAT8	1618					1741				2	1679.5
ENSG00000103512	NOMO1				1918						1	1918
ENSG00000103528	SYT17				389	3598	585	1150	1680		5	1480.4
ENSG00000103540	CCP110					1556					1	1556
ENSG00000103544	VPS35L				1230						1	1230
ENSG00000103591	AAGAB				1270	2059					2	1664.5
ENSG00000103657	HERC1					3030	1546				2	2288
ENSG00000103707	MTFMT				2494		1957				2	2225.5
ENSG00000103710	RASL12					2710	1640		878		3	1742.66666666667
ENSG00000103723	AP3B2					1916			1895		2	1905.5
ENSG00000103740	ACSBG1				1443		1781	1436	650		4	1327.5
ENSG00000103742	IGDCC4							1932		1387	2	1659.5
ENSG00000103769	RAB11A	1143			1300		2586		1726	1196	5	1590.2
ENSG00000103811	CTSH					2358	582		2494		3	1811.33333333333
ENSG00000103876	FAH							2192			1	2192
ENSG00000103942	HOMER2					1876	1896				2	1886
ENSG00000103994	ZNF106							2228		774	2	1501
ENSG00000104044	OCA2	910									1	910
ENSG00000104047	DTWD1					2542	2399				2	2470.5
ENSG00000104059	FAM189A1								948		1	948
ENSG00000104067	TJP1				2449	3109					2	2779
ENSG00000104093	DMXL2					2222	2544				2	2383
ENSG00000104112	SCG3	277	220	154	1423	1181	594	108	71	156	9	464.888888888889
ENSG00000104131	EIF3J		905								1	905
ENSG00000104133	SPG11						2331			1348	2	1839.5
ENSG00000104164	BLOC1S6	383	657		947	1109		1567	1698		6	1060.16666666667
ENSG00000104177	MYEF2				890	570			2661		3	1373.66666666667
ENSG00000104205	SGK3								3094		1	3094
ENSG00000104218	CSPP1			437	2412						2	1424.5
ENSG00000104219	ZDHHC2				277	653	2661		829	830	5	1050
ENSG00000104228	TRIM35								2875		1	2875
ENSG00000104231	ZFAND1					2306					1	2306
ENSG00000104267	CA2	1158			1615	91	177		1988	332	6	893.5
ENSG00000104290	FZD3	933							1550	1513	3	1332
ENSG00000104320	NBN					1180	2312		1835		3	1775.66666666667
ENSG00000104325	DECR1									971	1	971
ENSG00000104327	CALB1	40			56	348	125	48	44	60	7	103
ENSG00000104331	IMPAD1	1456			1395	1938	2505			1259	5	1710.6
ENSG00000104332	SFRP1	857	860			1893	1596	1591	1377		6	1362.33333333333
ENSG00000104341	LAPTM4B					3233			2938		2	3085.5
ENSG00000104361	NIPAL2						1260				1	1260
ENSG00000104365	IKBKB								3002		1	3002
ENSG00000104368	PLAT			323		3291					2	1807
ENSG00000104381	GDAP1	2033				2639	2211		1990		4	2218.25
ENSG00000104388	RAB2A	1214	560		2442	1118	1365		887		6	1264.33333333333
ENSG00000104408	EIF3E					332	498				2	415
ENSG00000104412	EMC2					3580					1	3580
ENSG00000104419	NDRG1		707		1114				2702		3	1507.66666666667
ENSG00000104427	ZC2HC1A					2428					1	2428
ENSG00000104435	STMN2		564		364	434	386	87	117		6	325.333333333333
ENSG00000104450	SPAG1						2342			1454	2	1898
ENSG00000104472	CHRAC1		615								1	615
ENSG00000104490	NCALD					1433	2908		2781		3	2374
ENSG00000104517	UBR5						1534				1	1534
ENSG00000104522	TSTA3	1278	801								2	1039.5
ENSG00000104529	EEF1D							1130	3034	898	3	1687.33333333333
ENSG00000104549	SQLE	1968							2600	914	3	1827.33333333333
ENSG00000104635	SLC39A14			198							1	198
ENSG00000104643	MTMR9							2193			1	2193
ENSG00000104687	GSR					2834					1	2834
ENSG00000104714	ERICH1	1172				1798					2	1485
ENSG00000104722	NEFM			120		3531	1577	370	236	1495	6	1221.5
ENSG00000104723	TUSC3	295			694	155	221		827	649	6	473.5
ENSG00000104763	ASAH1	1420				1837			1347		3	1534.66666666667
ENSG00000104765	BNIP3L					1103	723				2	913
ENSG00000104805	NUCB1					1992					1	1992
ENSG00000104823	ECH1	2043					1833				2	1938
ENSG00000104824	HNRNPL	2080	407		1239						3	1242
ENSG00000104825	NFKBIB			519							1	519
ENSG00000104833	TUBB4A	1715			2138	2952		810	307		5	1584.4
ENSG00000104852	SNRNP70					2494	1152				2	1823
ENSG00000104853	CLPTM1				1299						1	1299
ENSG00000104863	LIN7B				1893				2042		2	1967.5
ENSG00000104870	FCGRT						2405	1610	1271	926	4	1553
ENSG00000104872	PIH1D1		727								1	727
ENSG00000104904	OAZ1				700	768	1193			652	4	828.25
ENSG00000104915	STX10					1732					1	1732
ENSG00000104946	TBC1D17							1716			1	1716
ENSG00000104953	TLE6		251						1695		2	973
ENSG00000104960	PTOV1	1383	141		467	641	1143		1618		6	898.833333333333
ENSG00000104964	TLE5	693			2552	2370	3062		2089	714	6	1913.33333333333
ENSG00000104967	NOVA2						1579		3193		2	2386
ENSG00000104979	C19orf53	1098			2071		2341	547	2351		5	1681.6
ENSG00000104998	IL27RA								2576		1	2576
ENSG00000105048	TNNT1							1405			1	1405
ENSG00000105058	FAM32A					2362					1	2362
ENSG00000105088	OLFM2	537	670		356	3428					4	1247.75
ENSG00000105143	SLC1A6							1086	3040		2	2063
ENSG00000105171	POP4					3542					1	3542
ENSG00000105185	PDCD5				526				2260		2	1393
ENSG00000105193	RPS16						1069	956	1578	1512	4	1278.75
ENSG00000105220	GPI					2309	2850	1173	746		4	1769.5
ENSG00000105223	PLD3	72	96	216	109	175	149	403	344	1425	9	332.111111111111
ENSG00000105229	PIAS4							2227			1	2227
ENSG00000105245	NUMBL					1957			2817		2	2387
ENSG00000105251	SHD						2249				1	2249
ENSG00000105254	TBCB		785		1353						2	1069
ENSG00000105255	FSD1						2669				1	2669
ENSG00000105258	POLR2I				1193	1011	1457			776	4	1109.25
ENSG00000105270	CLIP3	655			2042			1396			3	1364.33333333333
ENSG00000105278	ZFR2					1628	1511				2	1569.5
ENSG00000105290	APLP1	312	478		451	2893	834	656	1646		7	1038.57142857143
ENSG00000105325	FZR1					2504	3073				2	2788.5
ENSG00000105327	BBC3									1173	1	1173
ENSG00000105329	TGFB1							2185			1	2185
ENSG00000105339	DENND3	751			1478						2	1114.5
ENSG00000105372	RPS19						1719	556	698	822	4	948.75
ENSG00000105379	ETFB				2429						1	2429
ENSG00000105401	CDC37				1266		2987				2	2126.5
ENSG00000105402	NAPA				1139	3807			3237		3	2727.66666666667
ENSG00000105404	RABAC1	549			1131	1498					3	1059.33333333333
ENSG00000105409	ATP1A3	412			2155	810	1195	200	244	512	7	789.714285714286
ENSG00000105419	MEIS3	572			2103	2729	2598				4	2000.5
ENSG00000105426	PTPRS					2023					1	2023
ENSG00000105438	KDELR1				978	1843	1529				3	1450
ENSG00000105443	CYTH2	1507									1	1507
ENSG00000105447	GRWD1								3106		1	3106
ENSG00000105472	CLEC11A	938									1	938
ENSG00000105479	CCDC114								898		1	898
ENSG00000105499	PLA2G4C							1754			1	1754
ENSG00000105516	DBP							1599			1	1599
ENSG00000105518	TMEM205	605			1798						2	1201.5
ENSG00000105519	CAPS						67	8	14	135	4	56
ENSG00000105520	PLPPR2	479	477		976	669	1768		1769	660	7	971.142857142857
ENSG00000105552	BCAT2								2905		1	2905
ENSG00000105568	PPP2R1A				1361	1965				1157	3	1494.33333333333
ENSG00000105576	TNPO2				2276						1	2276
ENSG00000105583	WDR83OS		603		1545	757	434	850		358	6	757.833333333333
ENSG00000105613	MAST1					3400					1	3400
ENSG00000105619	TFPT				2300	1471					2	1885.5
ENSG00000105640	RPL18A				1094	1360	661	763	579		5	891.4
ENSG00000105643	ARRDC2								1456		1	1456
ENSG00000105647	PIK3R2									887	1	887
ENSG00000105649	RAB3A	2094						248	1035		3	1125.66666666667
ENSG00000105655	ISYNA1	1302	533		534				1998	559	5	985.2
ENSG00000105669	COPE				1781					1404	2	1592.5
ENSG00000105677	TMEM147	2061		357							2	1209
ENSG00000105695	MAG	203		224	98	369	173	535	228	912	8	342.75
ENSG00000105696	TMEM59L	94	88		139	221	94	221	119	656	8	204
ENSG00000105698	USF2					3430					1	3430
ENSG00000105700	KXD1	1653			868		2307				3	1609.33333333333
ENSG00000105701	FKBP8	621			1875	308			781		4	896.25
ENSG00000105717	PBX4								2604		1	2604
ENSG00000105722	ERF		229								1	229
ENSG00000105723	GSK3A					3603					1	3603
ENSG00000105726	ATP13A1						1869		2473		2	2171
ENSG00000105737	GRIK5		791			2139			2623		3	1851
ENSG00000105778	AVL9				2381						1	2381
ENSG00000105792	CFAP69					1228	1501	1211			3	1313.33333333333
ENSG00000105793	GTPBP10								3242		1	3242
ENSG00000105808	RASA4					2975					1	2975
ENSG00000105825	TFPI2							109			1	109
ENSG00000105829	BET1					1862					1	1862
ENSG00000105835	NAMPT				531	2464			3174	261	4	1607.5
