ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000103449	SALL1	16	51169886	51185278	-1	protein_coding	6299	SALL1	0.994674178309957	-0.43310031	0	0	15	0.0193285	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	8.79388e-07	rs113622467	37
ENSG00000159398	CES5A	16	55880066	55989943	-1	protein_coding	221223	CES5A	5.95161189606759e-19	-0.208198829	0	0	1	0.0420124	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	2.27197e-06	rs151328656	38
ENSG00000087258	GNAO1	16	56225302	56391356	1	protein_coding	2775	GNAO1	0.98428817684836	0.474248501	2	7.726	0	NA	NA	NA	NA	No	NA	2.27197e-06	rs151328656	38
ENSG00000159461	AMFR	16	56395364	56459450	-1	protein_coding	267	AMFR	0.00142575921262617	-0.148588909	0	0	1	0.015363	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	2.27197e-06	rs151328656	38
ENSG00000125124	BBS2	16	56500748	56554195	-1	protein_coding	583	BBS2	1.8525443177165e-10	0.988168918	0	0	1	0.0244001	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.00168868	rs151328656	38
ENSG00000087237	CETP	16	56995762	57017757	1	protein_coding	1071	CETP	5.18056762742226e-12	0.043908821	0	0	1	0.0436464	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	2.27197e-06	rs151328656	38
ENSG00000141753	IGFBP4	17	38599702	38613983	1	protein_coding	3487	IGFBP4	0.236669010399168	-0.889155936	0	0	9	0.0293084	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	4.21188e-05	rs62065237	39
ENSG00000171446	KRT27	17	38933060	38938786	-1	protein_coding	342574	KRT27	8.00950013085285e-14	-0.264077314	0	0	1	0.0366357	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	6.25154e-05	rs62065237	39
ENSG00000186395	KRT10	17	38974369	38978847	-1	protein_coding	3858	KRT10	0.0200626940208328	0.541874975	0	0	1	0.014222	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	0.000194944	rs62065237	39
ENSG00000221880	KRTAP1-3	17	39190142	39191107	-1	protein_coding	81850	KRTAP1-3	0.653995931200051	1.084433829	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	8.1897e-06	rs62065237	39
ENSG00000188581	KRTAP1-1	17	39196811	39197713	-1	protein_coding	81851	KRTAP1-1	0.00844297679609777	0.114036382	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	8.1897e-06	rs62065237	39
ENSG00000214518	KRTAP2-2	17	39210750	39211482	-1	protein_coding	728279	KRTAP2-2	NA	1.349908253	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	1.63794e-05	rs62065237	39
ENSG00000212724	KRTAP2-3	17	39215495	39216344	-1	protein_coding	730755	KRTAP2-3	0.0777171995837597	1.079802879	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	1.63794e-05	rs62065237	39
ENSG00000240542	KRTAP9-1	17	39344697	39346891	1	protein_coding	728318	KRTAP9-1	0.00139809073197777	-0.115985433	2	5.39	0	NA	NA	NA	NA	No	NA	0.000320428	rs62065237	39
ENSG00000239886	KRTAP9-2	17	39382900	39383904	1	protein_coding	83899	KRTAP9-2	0.238025345648846	-0.403538851	8	6.207	0	NA	NA	NA	NA	No	NA	6.25154e-05	rs62065237	39
ENSG00000204873	KRTAP9-3	17	39388715	39389705	1	protein_coding	83900	KRTAP9-3	0.0447129443011167	0.024194064	8	6.207	0	NA	NA	NA	NA	No	NA	7.02335e-05	rs62065237	39
ENSG00000187272	KRTAP9-8	17	39394297	39395256	1	protein_coding	83901	KRTAP9-8	0.0437541258514207	0.25139794	10	1.638	0	NA	NA	NA	NA	No	NA	7.02335e-05	rs62065237	39
ENSG00000241595	KRTAP9-4	17	39405939	39406904	1	protein_coding	85280	KRTAP9-4	0.000785606510373498	0.90732056	10	9.549	0	NA	NA	NA	NA	No	NA	9.77006e-05	rs62065237	39
ENSG00000198083	KRTAP9-9	17	39411636	39412616	1	protein_coding	81870	KRTAP9-9	0.00729870640952065	0.73664843	11	9.549	0	NA	NA	NA	NA	No	NA	9.77006e-05	rs62065237	39
ENSG00000212659	KRTAP9-6	17	39421591	39422893	1	protein_coding	100507608	KRTAP9-6	0.194495477706129	NA	4	9.549	0	NA	NA	NA	NA	No	NA	9.77006e-05	rs62065237	39
ENSG00000180386	KRTAP9-7	17	39431911	39432949	1	protein_coding	100505724	KRTAP9-7	0.00547082986165627	NA	3	0.982	0	NA	NA	NA	NA	No	NA	0.000120164	rs62065237	39
ENSG00000212658	KRTAP29-1	17	39458078	39459103	-1	protein_coding	100533177	KRTAP29-1	NA	0.071298592	40	26.1	0	NA	NA	NA	NA	No	NA	4.21188e-05	rs62065237	39
ENSG00000212657	KRTAP16-1	17	39463952	39465505	-1	protein_coding	100505753	KRTAP16-1	NA	-0.150180385	41	26.1	0	NA	NA	NA	NA	No	NA	4.21188e-05	rs62065237	39
ENSG00000186860	KRTAP17-1	17	39471173	39471947	-1	protein_coding	83902	KRTAP17-1	0.54010776515575	0.773162001	28	15.3	0	NA	NA	NA	NA	No	NA	3.73396e-05	rs62065237	39
ENSG00000006059	KRT33A	17	39502344	39507064	-1	protein_coding	3883	KRT33A	2.0406295819065e-11	0.467692991	9	2.86	0	NA	NA	NA	NA	No	NA	1.6079e-05	rs62065237	39
ENSG00000131738	KRT33B	17	39519746	39526052	-1	protein_coding	3884	KRT33B	2.3968705772229e-06	-0.170366856	7	4.007	0	NA	NA	NA	NA	No	NA	1.63794e-05	rs62065237	39
ENSG00000131737	KRT34	17	39533902	39538655	-1	protein_coding	100653049	KRT34	2.61055759222008e-06	0.726912304	6	4.716	0	NA	NA	NA	NA	No	NA	1.8221e-05	rs62065237	39
ENSG00000094796	KRT31	17	39549976	39553844	-1	protein_coding	3881	KRT31	0.928538285568948	0.770088167	11	8.183	0	NA	NA	NA	NA	No	NA	1.66832e-05	rs62065237	39
ENSG00000108417	KRT37	17	39577005	39580775	-1	protein_coding	8688	KRT37	0.000453720807150653	0.01453155	33	38	0	NA	NA	NA	NA	No	NA	1.66027e-05	rs62065237	39
ENSG00000171360	KRT38	17	39592698	39597173	-1	protein_coding	8687	KRT38	2.17177355501335e-05	1.271629127	19	11.77	0	NA	NA	NA	NA	No	NA	1.66027e-05	rs62065237	39
ENSG00000108759	KRT32	17	39616063	39623681	-1	protein_coding	3882	KRT32	1.20905836070872e-15	0.688477463	14	23	0	NA	NA	NA	NA	No	NA	8.1897e-06	rs62065237	39
ENSG00000197079	KRT35	17	39632941	39637392	-1	protein_coding	3886	KRT35	0.017032337828936	-0.308806604	12	23	0	NA	NA	NA	NA	No	NA	4.8844e-06	rs62065237	39
ENSG00000126337	KRT36	17	39642388	39648798	-1	protein_coding	8689	KRT36	3.98218636136565e-09	0.558574729	14	23	0	NA	NA	NA	NA	No	NA	3.9388e-06	rs62065237	39
ENSG00000171401	KRT13	17	39657233	39661957	-1	protein_coding	3860	KRT13	0.00166754074952747	0.313090956	4	8.198	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	3.9388e-06	rs62065237	39
ENSG00000131473	ACLY	17	40023161	40086795	-1	protein_coding	47	ACLY	0.996414980364678	-0.33808612	0	0	8	0.014318	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.00011876	rs62065237	39
ENSG00000187595	ZNF385C	17	40177594	40217383	-1	protein_coding	201181	ZNF385C	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.000168203	rs62065237	39
ENSG00000108773	KAT2A	17	40265126	40273376	-1	protein_coding	2648	KAT2A	0.40833206009159	-0.658677353	0	0	1	0.019204	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	0.000900562	rs62065237	39
ENSG00000089558	KCNH4	17	40308909	40333296	-1	protein_coding	23415	KCNH4	0.999978751386027	-0.452983046	0	0	34	0.00257533	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	3.9388e-06	rs62065237	39
ENSG00000173757	STAT5B	17	40351186	40428725	-1	protein_coding	6777	STAT5B	0.999953160240961	-0.776025941	0	0	19	0.00315581	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	8.1897e-06	rs62065237	39
ENSG00000126561	STAT5A	17	40439565	40463961	1	protein_coding	6776	STAT5A	0.999866029464463	-0.75901606	0	0	133	0.00903081	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	3.9388e-06	rs62065237	39
ENSG00000179981	TSHZ1	18	72922710	73001905	1	protein_coding	10194	TSHZ1	0.939559480233567	0.137927224	13	15.77	0	NA	NA	NA	NA	No	NA	1.86724e-06	rs71359079	41
ENSG00000037757	MRI1	19	13875346	13885096	1	protein_coding	84245	MRI1	0.000533201017712655	1.260312189	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	0.00774061	rs146176132	42
ENSG00000132016	C19orf57	19	13993161	14017265	-1	protein_coding	79173	C19orf57	7.18269130933177e-05	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.79143e-06	rs146176132	42
ENSG00000132024	CC2D1A	19	14017014	14041692	1	protein_coding	54862	CC2D1A	2.25920260836964e-05	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.79143e-06	rs146176132	42
ENSG00000132000	PODNL1	19	14042000	14064204	-1	protein_coding	101928772	PODNL1	2.50976901279169e-14	-0.066151178	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.79143e-06	rs146176132	42
ENSG00000132017	DCAF15	19	14063304	14072254	1	protein_coding	90379	DCAF15	0.995060211995185	NA	1	1.393	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.79143e-06	rs146176132	42
ENSG00000132005	RFX1	19	14072350	14117851	-1	protein_coding	5989	RFX1	0.998752687183383	NA	2	3.478	0	NA	NA	NA	NA	No	NA	6.79143e-06	rs146176132	42
ENSG00000104998	IL27RA	19	14142560	14163743	1	protein_coding	9466	IL27RA	8.96991107032681e-07	0.58144303	2	13.76	0	NA	NA	NA	NA	No	NA	0.00774061	rs146176132	42
ENSG00000187867	PALM3	19	14164177	14169971	-1	protein_coding	342979	PALM3	NA	-0.120971723	2	13.76	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.79143e-06	rs146176132	42
ENSG00000188032	C19orf67	19	14192431	14196687	-1	protein_coding	646457	C19orf67	NA	-0.422737358	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	0.00774061	rs146176132	42
ENSG00000105011	ASF1B	19	14230321	14247768	-1	protein_coding	55723	ASF1B	0.565696011085809	-0.580495392	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	6.79143e-06	rs146176132	42
ENSG00000123136	DDX39A	19	14519631	14530192	-1	protein_coding	10212	DDX39A	0.843485807212333	-0.373358972	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	0.00774061	rs146176132	42
ENSG00000101407	TTI1	20	36611409	36661870	-1	protein_coding	9675	TTI1	0.000238871043749718	0.192932115	0	0	70	0.00426139	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	5.26487e-05	rs573736028	43
ENSG00000179242	CDH4	20	59827482	60515673	1	protein_coding	1002	CDH4	0.966988413982154	2.648887362	18	10.47	1	0.0425474	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	7.0505e-06	rs28815582	44
ENSG00000173198	CYSLTR1	23	77526961	77583048	-1	protein_coding	10800	CYSLTR1	0.00432046248282026	-0.718373473	2	2.44	0	NA	NA	NA	NA	No	NA	2.12986e-06	rs73226158	45
