gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank
ENSG00000105767	CADM4	NA	NA	NA	5069	3359	NA	4095	NA	4174.33333333333
ENSG00000105778	AVL9	2684	4086	2722	3168	2910	NA	2145	2343	2865.42857142857
ENSG00000105784	RUNDC3B	NA	4079	2564	2200	1785	2296	2311	2131	2480.85714285714
ENSG00000105819	PMPCB	4796	4580	5578	4897	NA	NA	4117	3197	4527.5
ENSG00000105821	DNAJC2	5734	NA	6492	NA	NA	NA	NA	NA	6113
ENSG00000105825	TFPI2	NA	NA	NA	NA	NA	187	NA	NA	187
ENSG00000105829	BET1	NA	5365	5692	5619	NA	NA	3148	NA	4956
ENSG00000105835	NAMPT	NA	3993	5511	4367	548	3478	2188	1434	3074.14285714286
ENSG00000105854	PON2	2351	743	2322	807	1211	638	3511	952	1566.875
ENSG00000105855	ITGB8	2159	587	1991	416	2746	1147	3463	2185	1836.75
ENSG00000105887	MTPN	2433	1563	1472	2147	650	690	907	950	1351.5
ENSG00000105894	PTN	1143	1930	624	2421	644	1704	1151	1437	1381.75
ENSG00000105926	MPP6	5138	5557	3869	5845	3140	2208	NA	NA	4292.83333333333
ENSG00000105939	ZC3HAV1	3841	4559	3694	5470	2118	NA	2586	1061	3332.71428571429
ENSG00000105953	OGDH	3323	4574	3351	4413	2824	3406	4671	NA	3794.57142857143
ENSG00000105963	ADAP1	4504	4588	5103	3157	3601	NA	NA	NA	4190.6
ENSG00000105968	H2AFV	2918	2993	4029	5339	2793	1810	4445	NA	3475.28571428571
ENSG00000105971	CAV2	NA	NA	3145	NA	NA	NA	NA	NA	3145
ENSG00000105974	CAV1	NA	NA	2847	NA	NA	NA	NA	NA	2847
ENSG00000105983	LMBR1	4303	5493	3935	3711	NA	3515	2902	NA	3976.5
ENSG00000105993	DNAJB6	2057	1252	2055	1633	2229	1336	937	658	1519.625
ENSG00000106009	BRAT1	NA	5580	3678	NA	NA	NA	NA	NA	4629
ENSG00000106012	IQCE	NA	NA	4117	5457	NA	NA	NA	NA	4787
ENSG00000106018	VIPR2	NA	NA	1782	NA	NA	NA	NA	NA	1782
ENSG00000106028	SSBP1	2650	2725	2892	5188	NA	2478	2489	1956	2911.14285714286
ENSG00000106052	TAX1BP1	NA	3244	4264	4468	NA	1482	NA	3208	3333.2
ENSG00000106066	CPVL	2881	NA	2102	375	NA	NA	NA	NA	1786
ENSG00000106070	GRB10	2226	2084	2339	2294	1992	2971	1941	2842	2336.125
ENSG00000106078	COBL	NA	NA	6440	NA	2539	NA	NA	NA	4489.5
ENSG00000106089	STX1A	NA	2917	2856	1811	NA	NA	1717	2265	2313.2
ENSG00000106105	GARS	1989	2729	2470	2442	2935	1881	1249	3366	2382.625
ENSG00000106123	EPHB6	1818	NA	2616	2581	NA	806	1370	NA	1838.2
ENSG00000106153	CHCHD2	1388	1353	1151	1497	794	893	785	943	1100.5
ENSG00000106211	HSPB1	442	641	429	1011	178	300	278	256	441.875
ENSG00000106236	NPTX2	116	134	122	147	202	311	122	76	153.75
ENSG00000106244	PDAP1	2386	2958	3669	4921	3534	NA	NA	2999	3411.16666666667
ENSG00000106245	BUD31	2445	2276	2944	3102	2171	NA	3149	1246	2476.14285714286
ENSG00000106261	ZKSCAN1	NA	NA	6925	6079	NA	NA	NA	NA	6502
ENSG00000106263	EIF3B	3650	4620	3666	4154	3616	NA	2106	NA	3635.33333333333
ENSG00000106278	PTPRZ1	1500	723	1155	731	2756	998	1601	NA	1352
ENSG00000106290	TAF6	3914	5497	4442	5892	NA	NA	NA	3804	4709.8
ENSG00000106299	WASL	1778	2153	2070	2993	2885	1876	2077	2746	2322.25
ENSG00000106333	PCOLCE	493	NA	266	NA	NA	NA	NA	NA	379.5
ENSG00000106341	PPP1R17	262	1180	281	775	NA	929	NA	NA	685.4
ENSG00000106348	IMPDH1	NA	NA	NA	5870	NA	NA	NA	NA	5870
ENSG00000106351	AGFG2	NA	NA	NA	6153	NA	NA	NA	NA	6153
ENSG00000106355	LSM5	2600	1744	1982	3057	NA	2198	1299	444	1903.42857142857
ENSG00000106367	AP1S1	2342	2072	2675	2251	1926	1114	2593	1695	2083.5
ENSG00000106392	C1GALT1	NA	NA	6721	5538	NA	NA	NA	NA	6129.5
ENSG00000106399	RPA3	1881	1549	1979	2551	NA	2058	1605	666	1755.57142857143
ENSG00000106400	ZNHIT1	4670	5554	NA	5330	NA	NA	NA	NA	5184.66666666667
ENSG00000106415	GLCCI1	3910	2534	3665	2647	NA	NA	NA	3170	3185.2
ENSG00000106443	PHF14	4032	4097	5686	3557	2631	NA	3670	3222	3842.14285714286
ENSG00000106460	TMEM106B	4082	3102	4777	3363	3183	2060	3111	3128	3350.75
ENSG00000106477	CEP41	4978	5219	4097	3141	2937	NA	NA	NA	4074.4
ENSG00000106484	MEST	860	216	474	140	993	520	193	3285	835.125
ENSG00000106524	ANKMY2	NA	NA	6660	5886	NA	NA	NA	NA	6273
ENSG00000106537	TSPAN13	498	548	572	648	883	1628	323	320	677.5
ENSG00000106538	RARRES2	2031	2970	2565	1917	NA	NA	4179	2910	2762
ENSG00000106554	CHCHD3	5204	5635	5851	NA	NA	NA	NA	NA	5563.33333333333
ENSG00000106565	TMEM176B	2397	1844	2125	1624	NA	NA	NA	2995	2197
ENSG00000106588	PSMA2	5477	2065	3844	3227	NA	NA	2445	1501	3093.16666666667
ENSG00000106591	MRPL32	1774	2089	3644	2697	NA	2705	1720	1768	2342.42857142857
ENSG00000106603	COA1	5012	4290	5607	3054	NA	NA	4641	2886	4248.33333333333
ENSG00000106605	BLVRA	4138	NA	3400	4240	NA	2271	3569	2421	3339.83333333333
ENSG00000106608	URGCP	3175	3942	4412	4926	NA	3474	3027	NA	3826
ENSG00000106609	TMEM248	1157	1989	1115	1569	1163	1117	800	976	1235.75
ENSG00000106615	RHEB	1241	1875	1648	2339	1572	NA	1366	665	1529.42857142857
ENSG00000106617	PRKAG2	3575	5013	4769	3034	NA	2731	NA	NA	3824.4
ENSG00000106624	AEBP1	467	338	784	463	484	473	302	462	471.625
ENSG00000106628	POLD2	NA	NA	6896	NA	NA	3863	NA	NA	5379.5
ENSG00000106633	GCK	NA	3459	NA	3718	NA	NA	NA	NA	3588.5
ENSG00000106635	BCL7B	2770	2753	3543	4668	NA	3248	3765	1797	3220.57142857143
ENSG00000106636	YKT6	4614	4417	5293	5027	NA	NA	3852	NA	4640.6
ENSG00000106665	CLIP2	5564	4340	4856	NA	3397	NA	NA	NA	4539.25
ENSG00000106682	EIF4H	4094	2384	3169	2885	2157	1601	2690	1715	2586.875
ENSG00000106683	LIMK1	2126	3853	2234	2672	2025	2149	2724	NA	2540.42857142857
ENSG00000106688	SLC1A1	1325	2314	1446	1817	2395	1331	1181	2122	1741.375
ENSG00000106689	LHX2	165	287	230	198	NA	NA	NA	NA	220
ENSG00000106701	FSD1L	4220	5288	4541	4200	NA	3644	4584	2138	4087.85714285714
ENSG00000106723	SPIN1	1498	1361	1045	1747	1643	1399	930	1975	1449.75
ENSG00000106771	TMEM245	2497	2512	3472	3396	1748	1839	1841	2120	2428.125
ENSG00000106772	PRUNE2	3259	1752	2760	1995	2696	3664	1725	597	2306
ENSG00000106780	MEGF9	5731	NA	6539	5532	2335	NA	NA	NA	5034.25
ENSG00000106799	TGFBR1	4997	NA	5409	2252	NA	NA	NA	529	3296.75
ENSG00000106803	SEC61B	880	1195	1857	2683	2474	1955	1839	868	1718.875
ENSG00000106809	OGN	243	1004	182	1121	NA	NA	NA	NA	637.5
ENSG00000106823	ECM2	NA	NA	2258	NA	NA	NA	NA	NA	2258
ENSG00000106829	TLE4	5688	2003	6574	1559	2589	603	4800	1042	3107.25
ENSG00000106853	PTGR1	3424	NA	3362	5656	NA	NA	NA	NA	4147.33333333333
ENSG00000106868	SUSD1	2196	4816	3961	5651	NA	NA	NA	NA	4156
ENSG00000106976	DNM1	184	397	168	250	358	1138	333	585	426.625
ENSG00000106991	ENG	1483	631	1153	1158	NA	NA	NA	NA	1106.25
ENSG00000106992	AK1	858	1334	700	1788	2836	3702	2710	3822	2218.75
ENSG00000106993	CDC37L1	2649	3285	4163	5333	2815	NA	3909	NA	3692.33333333333
ENSG00000107021	TBC1D13	NA	5691	4061	3717	NA	NA	4446	NA	4478.75
ENSG00000107105	ELAVL2	712	899	866	930	1401	505	644	611	821
ENSG00000107130	NCS1	789	1314	828	1393	1228	3724	1452	2276	1625.5
ENSG00000107140	TESK1	3420	3756	4488	4018	NA	NA	4663	NA	4069
ENSG00000107164	FUBP3	5465	4122	5530	4517	NA	NA	NA	NA	4908.5
ENSG00000107175	CREB3	2752	2700	3859	3209	3421	2677	3818	NA	3205.14285714286
ENSG00000107186	MPDZ	5156	3625	4376	4348	NA	2899	4395	NA	4133.16666666667
ENSG00000107223	EDF1	1447	1995	2003	2438	1817	1990	1113	1273	1759.5
ENSG00000107242	PIP5K1B	2409	3480	2566	3643	1333	2623	3165	3351	2821.25
ENSG00000107262	BAG1	4250	1651	3958	3899	NA	NA	3337	2526	3270.16666666667
ENSG00000107263	RAPGEF1	4634	4836	6025	NA	NA	NA	4586	NA	5020.25
ENSG00000107281	NPDC1	571	1544	858	894	1103	774	455	439	829.75
ENSG00000107282	APBA1	1719	1749	1615	1888	1268	NA	2626	3584	2064.14285714286
ENSG00000107290	SETX	NA	NA	6410	NA	NA	NA	NA	NA	6410
ENSG00000107295	SH3GL2	1205	1536	1110	1268	1082	2595	2317	1217	1541.25
ENSG00000107317	PTGDS	99	36	92	49	251	212	62	56	107.125
ENSG00000107331	ABCA2	1829	2496	3548	3479	295	1761	827	NA	2033.57142857143
ENSG00000107341	UBE2R2	5249	3258	6091	4855	3500	NA	4326	NA	4546.5
ENSG00000107362	ABHD17B	NA	5213	NA	NA	NA	NA	NA	NA	5213
ENSG00000107372	ZFAND5	2471	2722	2720	2354	2084	1319	1860	3201	2341.375
ENSG00000107404	DVL1	5073	5732	4369	4193	NA	NA	4235	NA	4720.4
ENSG00000107518	ATRNL1	3010	2202	3465	2260	2374	2477	3403	NA	2741.57142857143
ENSG00000107537	PHYH	5659	5612	5912	NA	NA	NA	4403	NA	5396.5
ENSG00000107551	RASSF4	NA	4903	6576	5496	3002	NA	NA	3536	4702.6
ENSG00000107560	RAB11FIP2	NA	4057	6674	4807	NA	2235	4045	3831	4274.83333333333
ENSG00000107562	CXCL12	659	1566	585	1494	NA	NA	NA	NA	1076
ENSG00000107581	EIF3A	5640	4210	5628	4740	3032	3428	4867	3044	4323.625
ENSG00000107625	DDX50	4381	3672	5955	NA	NA	NA	3107	NA	4278.75
ENSG00000107643	MAPK8	5680	4846	4998	5717	NA	NA	NA	NA	5310.25
ENSG00000107651	SEC23IP	NA	5603	6344	NA	NA	NA	4796	NA	5581
ENSG00000107669	ATE1	3621	4807	4164	3420	NA	NA	3054	2834	3650
ENSG00000107679	PLEKHA1	NA	3021	4821	3568	3406	2691	4155	2549	3458.71428571429
ENSG00000107731	UNC5B	NA	NA	3453	NA	NA	NA	NA	NA	3453
ENSG00000107738	VSIR	2715	2112	3124	2010	NA	NA	NA	NA	2490.25
ENSG00000107742	SPOCK2	613	887	404	619	350	1503	490	1446	789
ENSG00000107745	MICU1	3630	NA	4698	4546	3515	NA	2420	3439	3708
ENSG00000107758	PPP3CB	1041	964	1257	844	734	1611	968	1490	1113.625
ENSG00000107771	CCSER2	NA	3617	6732	NA	NA	NA	NA	NA	5174.5
ENSG00000107779	BMPR1A	4752	NA	5250	NA	NA	NA	4527	NA	4843
ENSG00000107796	ACTA2	426	1160	544	794	NA	NA	NA	NA	731
ENSG00000107798	LIPA	5017	NA	3139	NA	600	NA	1186	NA	2485.5
ENSG00000107816	LZTS2	NA	NA	5553	3825	NA	NA	NA	NA	4689
ENSG00000107829	FBXW4	5616	NA	6190	5664	NA	3339	4899	NA	5141.6
ENSG00000107854	TNKS2	4320	4636	6303	5274	NA	2969	4142	NA	4607.33333333333
ENSG00000107862	GBF1	NA	NA	4386	4027	NA	NA	NA	NA	4206.5
ENSG00000107863	ARHGAP21	4538	4808	5302	5868	517	3230	1609	NA	3696
ENSG00000107864	CPEB3	1974	2843	2059	2727	2377	3824	3321	NA	2732.14285714286
ENSG00000107872	FBXL15	2641	3262	2888	2693	2270	3402	2576	3174	2863.25
ENSG00000107874	CUEDC2	3954	4102	4927	5582	NA	NA	3866	2449	4146.66666666667
ENSG00000107890	ANKRD26	NA	NA	NA	NA	NA	NA	4946	NA	4946
ENSG00000107897	ACBD5	NA	5668	NA	4349	NA	NA	NA	NA	5008.5
ENSG00000107902	LHPP	1621	2525	2625	3147	572	1767	647	2028	1866.5
ENSG00000107929	LARP4B	5732	5742	4883	6162	NA	NA	NA	NA	5629.75
ENSG00000107937	GTPBP4	5158	4268	5496	6049	NA	NA	3301	NA	4854.4
ENSG00000107949	BCCIP	5131	5568	NA	NA	NA	NA	NA	NA	5349.5
ENSG00000107954	NEURL1	1868	3805	2194	2769	1980	3645	2000	2650	2613.875
ENSG00000107959	PITRM1	5120	3743	6636	6148	NA	NA	NA	NA	5411.75
ENSG00000108010	GLRX3	NA	3557	5574	NA	NA	NA	3957	3675	4190.75
ENSG00000108018	SORCS1	NA	1354	NA	2317	NA	NA	NA	1227	1632.66666666667
ENSG00000108021	TASOR2	NA	5683	4671	5433	3000	NA	4104	NA	4578.2
ENSG00000108039	XPNPEP1	NA	NA	NA	4735	NA	NA	NA	NA	4735
ENSG00000108055	SMC3	5110	NA	6714	5643	NA	NA	NA	NA	5822.33333333333
ENSG00000108061	SHOC2	3105	3489	2713	5688	3560	NA	1805	1656	3145.14285714286
ENSG00000108091	CCDC6	2274	2688	3049	2977	1694	3602	2046	3151	2685.125
ENSG00000108094	CUL2	2656	2665	2909	2636	NA	3311	2522	3544	2891.85714285714
ENSG00000108100	CCNY	5516	NA	5533	NA	NA	NA	NA	NA	5524.5
ENSG00000108106	UBE2S	1808	1655	1924	1561	3347	2234	1404	814	1843.375
ENSG00000108107	RPL28	1171	531	2033	863	1550	1144	1396	1373	1257.625
ENSG00000108175	ZMIZ1	NA	3501	4999	3220	3476	1088	3343	3473	3300
ENSG00000108176	DNAJC12	1303	676	1263	1125	1966	1154	1288	695	1183.75
ENSG00000108179	PPIF	4353	5049	6377	2970	3555	2600	3371	NA	4039.28571428571
ENSG00000108219	TSPAN14	NA	NA	6716	NA	NA	NA	NA	NA	6716
ENSG00000108231	LGI1	4386	1654	2541	1668	2188	1197	NA	1456	2155.71428571429
ENSG00000108256	NUFIP2	5634	5227	6572	5861	2856	NA	NA	NA	5230
ENSG00000108262	GIT1	4847	NA	4279	5085	NA	NA	3256	NA	4366.75
ENSG00000108298	RPL19	1277	578	2519	692	855	900	595	599	1001.875
ENSG00000108306	FBXL20	NA	NA	NA	5048	NA	NA	NA	NA	5048
ENSG00000108309	RUNDC3A	531	938	643	651	924	1385	914	1031	877.125
ENSG00000108312	UBTF	NA	NA	4811	6014	NA	NA	NA	NA	5412.5
ENSG00000108344	PSMD3	3492	4053	4009	4548	2990	NA	2616	2961	3524.14285714286
ENSG00000108349	CASC3	5392	NA	6719	NA	NA	NA	4427	NA	5512.66666666667
ENSG00000108352	RAPGEFL1	NA	NA	NA	3139	NA	NA	NA	NA	3139
ENSG00000108384	RAD51C	NA	3559	5193	5390	NA	NA	NA	NA	4714
ENSG00000108387	SEPTIN4	1757	2239	1684	2056	367	1966	290	1498	1482.125
ENSG00000108389	MTMR4	4413	NA	4958	3085	NA	NA	4428	NA	4221
ENSG00000108395	TRIM37	1251	1582	1229	1317	899	2469	1374	1794	1489.375
ENSG00000108406	DHX40	4390	5304	2964	5829	NA	NA	4471	2495	4242.16666666667
ENSG00000108424	KPNB1	3508	3755	3752	4630	2194	2970	3472	2641	3365.25
ENSG00000108433	GOSR2	3754	5034	6445	NA	NA	NA	3601	2565	4279.8
ENSG00000108439	PNPO	4569	NA	3998	NA	NA	NA	3116	NA	3894.33333333333
ENSG00000108465	CDK5RAP3	4984	5503	4884	4492	NA	NA	NA	NA	4965.75
ENSG00000108468	CBX1	5629	5569	5030	3982	2663	3334	4245	NA	4350.28571428571
ENSG00000108509	CAMTA2	NA	5495	3603	4607	2258	3737	NA	NA	3940
ENSG00000108510	MED13	NA	NA	6677	NA	NA	NA	NA	NA	6677
ENSG00000108518	PFN1	2555	1729	4092	2271	NA	3313	1722	1514	2456.57142857143
ENSG00000108523	RNF167	3877	3483	4936	5580	NA	NA	3322	NA	4239.6
ENSG00000108528	SLC25A11	3774	2484	3147	3271	NA	NA	2288	2493	2909.5
ENSG00000108551	RASD1	2176	314	2026	447	270	1925	141	40	917.375
ENSG00000108557	RAI1	3099	2664	4546	3547	NA	3690	3040	3331	3416.71428571429
ENSG00000108561	C1QBP	1986	2196	1609	2561	2450	3579	1803	1363	2193.375
ENSG00000108582	CPD	NA	NA	6910	5765	NA	NA	NA	NA	6337.5
ENSG00000108587	GOSR1	NA	NA	5766	NA	NA	NA	NA	NA	5766
ENSG00000108588	CCDC47	3506	NA	3872	NA	NA	3837	4729	NA	3986
ENSG00000108590	MED31	2308	2857	3225	3639	NA	NA	2044	664	2456.16666666667
ENSG00000108591	DRG2	NA	NA	6400	NA	NA	NA	NA	NA	6400
ENSG00000108639	SYNGR2	3455	3068	5939	NA	NA	NA	NA	NA	4154
ENSG00000108641	B9D1	1226	2487	1357	2562	NA	2280	3644	NA	2259.33333333333
ENSG00000108654	DDX5	883	1023	818	790	1281	1283	851	532	932.625
ENSG00000108666	C17orf75	NA	5674	5811	6024	NA	NA	4389	NA	5474.5
ENSG00000108669	CYTH1	NA	NA	NA	5481	NA	NA	4031	NA	4756
ENSG00000108671	PSMD11	NA	4014	6665	4628	NA	3317	NA	NA	4656
ENSG00000108679	LGALS3BP	1384	1128	1948	1117	1761	1031	1661	1555	1448.125
ENSG00000108684	ASIC2	NA	2006	NA	1419	1763	1699	1295	1101	1547.16666666667
ENSG00000108691	CCL2	734	NA	724	NA	279	NA	NA	NA	579
ENSG00000108773	KAT2A	3354	3628	3350	2778	NA	NA	2447	2626	3030.5
ENSG00000108774	RAB5C	NA	4917	6032	4734	3284	NA	4932	3623	4587
ENSG00000108788	MLX	NA	NA	5720	5748	NA	NA	NA	NA	5734
ENSG00000108797	CNTNAP1	1059	1114	1004	924	1225	2288	1413	833	1232.5
ENSG00000108799	EZH1	NA	NA	6075	5644	NA	NA	NA	NA	5859.5
ENSG00000108819	PPP1R9B	5498	NA	4652	NA	3257	NA	NA	3426	4208.25
ENSG00000108821	COL1A1	610	NA	448	NA	NA	NA	NA	NA	529
ENSG00000108826	MRPL27	4129	4180	3300	5944	NA	3782	2997	NA	4055.33333333333
ENSG00000108828	VAT1	897	403	909	627	781	286	231	100	529.25
ENSG00000108830	RND2	1992	2709	1930	2340	2381	1048	3971	NA	2338.71428571429
ENSG00000108840	HDAC5	3800	4383	3144	4771	3054	NA	3065	1780	3428.14285714286
ENSG00000108848	LUC7L3	4649	3357	2485	2349	NA	2943	4615	2931	3332.71428571429
ENSG00000108852	MPP2	5324	3905	5963	2726	3114	2201	3885	NA	3874
ENSG00000108854	SMURF2	NA	NA	6343	NA	1682	NA	NA	NA	4012.5
ENSG00000108861	DUSP3	1985	2765	1950	2431	2252	2323	1629	2048	2172.875
ENSG00000108883	EFTUD2	3674	5572	4677	4595	3315	NA	4521	NA	4392.33333333333
ENSG00000108924	HLF	3601	5008	4010	2557	NA	1647	4069	NA	3482
ENSG00000108946	PRKAR1A	754	526	603	709	798	1230	849	922	798.875
ENSG00000108947	EFNB3	334	481	336	543	387	1196	267	271	476.875
ENSG00000108953	YWHAE	2774	2162	2894	3076	809	786	2084	1800	2048.125
ENSG00000108960	MMD	NA	5020	NA	3885	2343	191	NA	NA	2859.75
ENSG00000108961	RANGRF	4497	4270	5783	NA	NA	NA	NA	NA	4850
ENSG00000109046	WSB1	3865	2227	1848	1564	2313	2955	2695	2972	2554.875
ENSG00000109062	SLC9A3R1	3635	3383	NA	4239	NA	NA	4679	NA	3984
ENSG00000109083	IFT20	4536	5334	3584	5885	NA	3401	NA	3212	4325.33333333333
ENSG00000109099	PMP22	836	591	1220	580	191	1054	236	701	676.125
ENSG00000109103	UNC119	2135	2137	1790	2417	2704	NA	1844	3726	2393.28571428571
ENSG00000109107	ALDOC	366	350	318	371	311	325	481	738	407.5
ENSG00000109111	SUPT6H	3439	2904	4799	4077	NA	NA	NA	NA	3804.75
ENSG00000109113	RAB34	2389	NA	1427	2185	NA	NA	NA	NA	2000.33333333333
ENSG00000109133	TMEM33	5181	3119	4198	3196	NA	NA	4114	NA	3961.6
ENSG00000109158	GABRA4	NA	NA	NA	NA	NA	585	NA	NA	585
ENSG00000109180	OCIAD1	505	627	673	655	814	783	686	619	670.25
ENSG00000109184	DCUN1D4	5151	3409	2787	4844	NA	2369	3114	1596	3324.28571428571
ENSG00000109189	USP46	5436	4109	5922	6103	3208	1743	3441	NA	4280.28571428571
ENSG00000109255	NMU	NA	31	NA	79	NA	NA	NA	NA	55
ENSG00000109270	LAMTOR3	3590	1960	2503	3704	3047	3463	2110	2326	2837.875
ENSG00000109332	UBE2D3	3108	3463	2214	4173	2215	2104	2743	2441	2807.625
ENSG00000109339	MAPK10	3932	3817	3960	5045	2332	2107	1643	3783	3327.375
ENSG00000109381	ELF2	NA	NA	6759	NA	NA	NA	NA	NA	6759
ENSG00000109390	NDUFC1	554	718	548	1088	748	477	522	277	616.5
ENSG00000109436	TBC1D9	1255	1462	1079	1662	1058	3735	885	955	1511.375
ENSG00000109445	ZNF330	NA	5602	NA	NA	NA	NA	NA	NA	5602
ENSG00000109458	GAB1	NA	NA	6569	848	NA	NA	NA	NA	3708.5
ENSG00000109466	KLHL2	4699	4936	4483	5229	3036	399	3510	2094	3548.25
ENSG00000109472	CPE	577	525	471	1055	153	177	464	302	465.5
ENSG00000109475	RPL34	1038	322	1503	539	633	254	697	547	691.625
ENSG00000109501	WFS1	2674	2779	2109	2230	2678	78	2723	2875	2268.25
ENSG00000109519	GRPEL1	5092	4647	6193	5942	NA	3479	3825	NA	4863
ENSG00000109536	FRG1	5281	3679	6633	4648	3504	3727	NA	NA	4578.66666666667
ENSG00000109572	CLCN3	3845	3889	2902	4150	NA	NA	3413	2337	3422.66666666667
ENSG00000109606	DHX15	4187	3815	4470	5445	NA	NA	3797	3258	4162
ENSG00000109610	SOD3	1356	373	1230	266	NA	NA	NA	NA	806.25
ENSG00000109654	TRIM2	4528	2630	5188	2110	1869	2792	3372	NA	3212.71428571429
ENSG00000109670	FBXW7	2170	2780	2843	2125	2112	3503	1734	3121	2548.5
ENSG00000109685	NSD2	NA	5298	6483	3937	NA	NA	4308	3706	4746.4
ENSG00000109689	STIM2	4645	5410	5461	NA	NA	NA	4290	NA	4951.5
ENSG00000109736	MFSD10	3287	4667	3787	4925	NA	NA	NA	2841	3901.4
ENSG00000109738	GLRB	513	702	790	839	983	1086	1178	1879	996.25
ENSG00000109756	RAPGEF2	4365	4910	4942	3985	NA	NA	4187	NA	4477.8
ENSG00000109762	SNX25	3194	2704	5534	3659	NA	NA	3615	NA	3741.2
ENSG00000109771	LRP2BP	NA	NA	1416	NA	NA	NA	NA	NA	1416
ENSG00000109775	UFSP2	5673	NA	NA	NA	NA	NA	NA	NA	5673
ENSG00000109814	UGDH	NA	NA	NA	NA	1747	NA	NA	NA	1747
ENSG00000109832	DDX25	1764	3182	1942	3065	NA	2031	1535	2258	2253.85714285714
ENSG00000109846	CRYAB	9	105	11	115	72	326	25	78	92.625
ENSG00000109854	HTATIP2	NA	2870	6596	5060	NA	NA	3831	1549	3981.2
ENSG00000109861	CTSC	223	181	138	159	NA	1278	2059	NA	673
ENSG00000109881	CCDC34	3811	5120	5697	4619	3232	NA	3774	NA	4375.5
ENSG00000109906	ZBTB16	NA	2197	6195	2154	1601	NA	3924	NA	3214.2
ENSG00000109917	ZPR1	4802	5395	5514	5340	NA	3674	3759	NA	4747.33333333333
ENSG00000109919	MTCH2	5342	4926	5554	5772	NA	NA	4814	3429	4972.83333333333
ENSG00000109929	SC5D	3901	4722	5661	4978	NA	3409	NA	NA	4534.2
ENSG00000109956	B3GAT1	4228	3429	4312	4431	1583	NA	3491	2060	3362
ENSG00000109971	HSPA8	319	172	340	126	394	251	121	215	242.25
ENSG00000110002	VWA5A	547	692	494	881	1222	891	589	505	727.625
ENSG00000110011	DNAJC4	NA	NA	6587	NA	NA	NA	NA	NA	6587
ENSG00000110013	SIAE	2797	1832	2453	2141	2389	1988	1274	1081	1994.375
ENSG00000110025	SNX15	NA	NA	6829	NA	NA	NA	NA	NA	6829
ENSG00000110047	EHD1	NA	NA	6157	6104	NA	NA	NA	NA	6130.5
ENSG00000110048	OSBP	4134	NA	6205	NA	NA	2574	4433	NA	4336.5
ENSG00000110066	KMT5B	5499	NA	6760	5675	NA	3869	4779	NA	5316.4
ENSG00000110075	PPP6R3	NA	5713	5859	4847	NA	NA	NA	NA	5473
ENSG00000110076	NRXN2	2381	2462	2247	2467	1024	1620	1161	839	1775.125
ENSG00000110090	CPT1A	3573	NA	4597	NA	NA	NA	3996	NA	4055.33333333333
ENSG00000110092	CCND1	2158	NA	1170	NA	NA	NA	NA	NA	1664
ENSG00000110107	PRPF19	1534	2465	1460	2520	1289	1367	1552	2268	1806.875
ENSG00000110108	TMEM109	1910	2604	1245	2712	NA	NA	2061	2753	2214.16666666667
ENSG00000110171	TRIM3	NA	NA	NA	4692	NA	NA	NA	NA	4692
ENSG00000110172	CHORDC1	4143	3111	4155	4604	1088	NA	2719	2498	3188.28571428571
ENSG00000110195	FOLR1	226	NA	235	NA	NA	NA	NA	NA	230.5
ENSG00000110200	ANAPC15	5452	5617	5055	NA	NA	3769	NA	NA	4973.25
ENSG00000110237	ARHGEF17	2094	2827	2252	1868	2126	1403	1500	2902	2121.5
ENSG00000110315	RNF141	2501	5246	4809	3588	1085	NA	2111	1692	3004.57142857143
ENSG00000110318	CEP126	3254	5499	3845	NA	NA	NA	NA	NA	4199.33333333333
ENSG00000110321	EIF4G2	1752	911	1525	1181	1139	1290	1223	371	1174
ENSG00000110328	GALNT18	NA	NA	NA	4605	NA	NA	NA	NA	4605
ENSG00000110330	BIRC2	4642	3249	5111	4310	NA	NA	NA	2844	4031.2
ENSG00000110344	UBE4A	4099	4504	3007	5316	3469	2022	3526	2878	3602.625
ENSG00000110367	DDX6	5518	4728	3174	4584	3443	2076	4478	NA	4000.14285714286
ENSG00000110395	CBL	NA	NA	6757	NA	NA	NA	4605	NA	5681
ENSG00000110422	HIPK3	4109	3337	3926	6013	2860	2965	NA	3565	3825
ENSG00000110427	KIAA1549L	1560	1860	2825	1699	1180	3041	1784	930	1859.875
ENSG00000110429	FBXO3	2079	3682	2111	4832	NA	3550	2181	2804	3034.14285714286
ENSG00000110435	PDHX	NA	4506	5884	5416	NA	NA	3353	NA	4789.75
ENSG00000110436	SLC1A2	55	364	19	297	47	72	60	144	132.25
ENSG00000110442	COMMD9	5336	NA	5698	5611	NA	NA	NA	NA	5548.33333333333
ENSG00000110492	MDK	276	244	435	324	NA	NA	561	171	335.166666666667
ENSG00000110514	MADD	2038	2936	2460	1874	3075	2451	1940	3328	2512.75
ENSG00000110536	PTPMT1	2005	3281	4649	5402	NA	NA	2283	1834	3242.33333333333
ENSG00000110619	CARS	4265	2886	4291	3089	2637	3012	3124	NA	3329.14285714286
ENSG00000110651	CD81	1433	367	2064	406	1710	348	1046	942	1039.5
ENSG00000110675	ELMOD1	407	1113	683	941	1021	421	989	2873	1056
ENSG00000110696	C11orf58	1369	1592	1591	1383	2173	673	1275	530	1323.25
