hgnc_symbol	ensembl_gene_id
BAK1	ENSG00000030110
BANK1	ENSG00000153064
BAP1	ENSG00000163930
BASP1	ENSG00000176788
BASP1-AS1	ENSG00000215196
BBS12	ENSG00000181004
BBS7	ENSG00000138686
BBX	ENSG00000114439
BCHE	ENSG00000114200
BCKDHB	ENSG00000083123
BCL6	ENSG00000113916
BCLAF1	ENSG00000029363
BDH1	ENSG00000161267
BDH2	ENSG00000164039
BDP1	ENSG00000145734
BEND3	ENSG00000178409
BEND4	ENSG00000188848
BEND6	ENSG00000151917
BFSP2	ENSG00000170819
BFSP2-AS1	ENSG00000249993
BHMT	ENSG00000145692
BHMT2	ENSG00000132840
BICRAL	ENSG00000112624
BLOC1S4	ENSG00000186222
BLOC1S5	ENSG00000188428
BMP2K	ENSG00000138756
BMP3	ENSG00000152785
BMP5	ENSG00000112175
BMP6	ENSG00000153162
BMPR1B	ENSG00000138696
BNIP1	ENSG00000113734
BOC	ENSG00000144857
BOD1	ENSG00000145919
BOD1L1	ENSG00000038219
BPHL	ENSG00000137274
BRD2	ENSG00000204256
BRD8	ENSG00000112983
BRD9	ENSG00000028310
BRIX1	ENSG00000113460
BRPF3	ENSG00000096070
BSN	ENSG00000164061
BSN-DT	ENSG00000226913
BST1	ENSG00000109743
BTBD9	ENSG00000183826
BTC	ENSG00000174808
BTF3	ENSG00000145741
BTLA	ENSG00000186265
BTN2A1	ENSG00000112763
BTN2A2	ENSG00000124508
BTN3A1	ENSG00000026950
BTN3A2	ENSG00000186470
BTN3A3	ENSG00000111801
BTNL2	ENSG00000204290
BTNL9	ENSG00000165810
BVES	ENSG00000112276
BVES-AS1	ENSG00000203808
BYSL	ENSG00000112578
C1QTNF2	ENSG00000145861
C1QTNF3	ENSG00000082196
C1QTNF7	ENSG00000163145
C2	ENSG00000166278
C3orf18	ENSG00000088543
C3orf22	ENSG00000180697
C3orf33	ENSG00000174928
C3orf38	ENSG00000179021
C3orf49	ENSG00000163632
C3orf52	ENSG00000114529
C3orf62	ENSG00000188315
C3orf70	ENSG00000187068
C3orf80	ENSG00000180044
C4orf19	ENSG00000154274
C4orf3	ENSG00000164096
C4orf33	ENSG00000151470
C4orf36	ENSG00000163633
C4orf46	ENSG00000205208
C4orf50	ENSG00000181215
C4orf54	ENSG00000248713
C5orf15	ENSG00000113583
C5orf22	ENSG00000082213
C5orf24	ENSG00000181904
C5orf34	ENSG00000172244
C5orf47	ENSG00000185056
C5orf58	ENSG00000234511
C5orf63	ENSG00000164241
C5orf67	ENSG00000225940
C6	ENSG00000039537
C6orf132	ENSG00000188112
C6orf136	ENSG00000204564
C6orf141	ENSG00000197261
C6orf163	ENSG00000203872
C6orf226	ENSG00000221821
C6orf47	ENSG00000204439
C6orf52	ENSG00000137434
C6orf58	ENSG00000184530
C6orf62	ENSG00000112308
C6orf89	ENSG00000198663
C7	ENSG00000112936
C9	ENSG00000113600
CACNA1D	ENSG00000157388
CACNA2D2	ENSG00000007402
CACNA2D3	ENSG00000157445
CACNA2D3-AS1	ENSG00000243715
CADM2	ENSG00000175161
CADPS	ENSG00000163618
CAGE1	ENSG00000164304
CALHM4	ENSG00000164451
CALHM5	ENSG00000178033
CALHM6	ENSG00000188820
CAMK2A	ENSG00000070808
CAMK2D	ENSG00000145349
CAMK2N2	ENSG00000163888
CAMK4	ENSG00000152495
CAMKV	ENSG00000164076
CAMLG	ENSG00000164615
CANX	ENSG00000127022
CAP2	ENSG00000112186
CAPN11	ENSG00000137225
CAPSL	ENSG00000152611
CARMIL1	ENSG00000079691
CARMN	ENSG00000249669
CARTPT	ENSG00000164326
CASC15	ENSG00000272168
CASC6	ENSG00000224944
CASP3	ENSG00000164305
CASP6	ENSG00000138794
CASP8AP2	ENSG00000118412
CASR	ENSG00000036828
CAST	ENSG00000153113
CATSPER3	ENSG00000152705
CBLB	ENSG00000114423
CBR4	ENSG00000145439
CBY3	ENSG00000204659
CC2D2A	ENSG00000048342
CCDC110	ENSG00000168491
CCDC112	ENSG00000164221
CCDC125	ENSG00000183323
CCDC127	ENSG00000164366
CCDC14	ENSG00000175455
CCDC149	ENSG00000181982
CCDC152	ENSG00000198865
CCDC158	ENSG00000163749
CCDC167	ENSG00000198937
CCDC170	ENSG00000120262
CCDC191	ENSG00000163617
CCDC192	ENSG00000230561
CCDC28A	ENSG00000024862
CCDC39	ENSG00000284862
CCDC39-AS1	ENSG00000243187
CCDC50	ENSG00000152492
CCDC66	ENSG00000180376
CCDC69	ENSG00000198624
CCDC71	ENSG00000177352
CCDC80	ENSG00000091986
CCHCR1	ENSG00000204536
CCKAR	ENSG00000163394
CCL28	ENSG00000151882
CCN2	ENSG00000118523
CCN6	ENSG00000112761
CCNA2	ENSG00000145386
CCNB1	ENSG00000134057
CCNC	ENSG00000112237
CCND3	ENSG00000112576
CCNG1	ENSG00000113328
CCNG2	ENSG00000138764
CCNH	ENSG00000134480
CCNI	ENSG00000118816
CCNI2	ENSG00000205089
CCNJL	ENSG00000135083
CCNL1	ENSG00000163660
CCNO	ENSG00000152669
CCSER1	ENSG00000184305
CCT5	ENSG00000150753
CD109	ENSG00000156535
CD14	ENSG00000170458
CD164	ENSG00000135535
CD200	ENSG00000091972
CD200R1	ENSG00000163606
CD200R1L	ENSG00000206531
CD24	ENSG00000272398
CD2AP	ENSG00000198087
CD38	ENSG00000004468
CD47	ENSG00000196776
CD74	ENSG00000019582
CD80	ENSG00000121594
CD83	ENSG00000112149
CD86	ENSG00000114013
CD96	ENSG00000153283
CDC20B	ENSG00000164287
CDC23	ENSG00000094880
CDC25C	ENSG00000158402
CDC40	ENSG00000168438
CDC42SE2	ENSG00000158985
CDC5L	ENSG00000096401
CDH10	ENSG00000040731
CDH12	ENSG00000154162
CDH18	ENSG00000145526
CDH18-AS1	ENSG00000249854
CDH6	ENSG00000113361
CDH9	ENSG00000113100
CDHR2	ENSG00000074276
CDHR4	ENSG00000187492
CDK19	ENSG00000155111
CDK7	ENSG00000134058
CDKAL1	ENSG00000145996
CDKL2	ENSG00000138769
CDKL3	ENSG00000006837
CDKN1A	ENSG00000124762
CDKN2AIP	ENSG00000168564
CDKN2AIPNL	ENSG00000237190
CDO1	ENSG00000129596
CDS1	ENSG00000163624
CDV3	ENSG00000091527
CDYL	ENSG00000153046
CENPC	ENSG00000145241
CENPE	ENSG00000138778
CENPH	ENSG00000153044
CENPK	ENSG00000123219
CENPQ	ENSG00000031691
CENPU	ENSG00000151725
CENPW	ENSG00000203760
CEP120	ENSG00000168944
CEP135	ENSG00000174799
CEP162	ENSG00000135315
CEP19	ENSG00000174007
CEP44	ENSG00000164118
CEP57L1	ENSG00000183137
CEP63	ENSG00000182923
CEP70	ENSG00000114107
CEP72	ENSG00000112877
CEP85L	ENSG00000111860
CEP97	ENSG00000182504
CERT1	ENSG00000113163
CETN3	ENSG00000153140
CFAP100	ENSG00000163885
CFAP206	ENSG00000272514
CFAP299	ENSG00000197826
CFAP44	ENSG00000206530
CFAP97	ENSG00000164323
CFAP99	ENSG00000206113
CFB	ENSG00000243649
CFI	ENSG00000205403
CGAS	ENSG00000164430
CGGBP1	ENSG00000163320
CHCHD6	ENSG00000159685
CHD1	ENSG00000153922
CHDH	ENSG00000016391
CHIC2	ENSG00000109220
CHMP2B	ENSG00000083937
CHRD	ENSG00000090539
CHRNA9	ENSG00000174343
CHST2	ENSG00000175040
CHSY3	ENSG00000198108
CIP2A	ENSG00000163507
CISD2	ENSG00000145354
CITED2	ENSG00000164442
CKMT2	ENSG00000131730
CKMT2-AS1	ENSG00000247572
CLCN2	ENSG00000114859
CLCN3	ENSG00000109572
CLDN1	ENSG00000163347
CLDN11	ENSG00000013297
CLDN16	ENSG00000113946
CLDN18	ENSG00000066405
CLDN20	ENSG00000171217
CLDND1	ENSG00000080822
CLGN	ENSG00000153132
CLIC1	ENSG00000213719
CLIC5	ENSG00000112782
CLINT1	ENSG00000113282
CLK4	ENSG00000113240
CLMAT3	ENSG00000249035
CLNK	ENSG00000109684
CLOCK	ENSG00000134852
CLPSL1	ENSG00000204140
CLPTM1L	ENSG00000049656
CLSTN2	ENSG00000158258
CLTB	ENSG00000175416
CLVS2	ENSG00000146352
CMBL	ENSG00000164237
CMSS1	ENSG00000184220
CMTR1	ENSG00000137200
CMYA5	ENSG00000164309
CNBP	ENSG00000169714
CNGA1	ENSG00000198515
CNKSR3	ENSG00000153721
CNOT6	ENSG00000113300
CNOT6L	ENSG00000138767
CNOT8	ENSG00000155508
CNPY3	ENSG00000137161
CNR1	ENSG00000118432
CNTN3	ENSG00000113805
COL10A1	ENSG00000123500
COL11A2	ENSG00000204248
COL12A1	ENSG00000111799
COL19A1	ENSG00000082293
COL21A1	ENSG00000124749
COL23A1	ENSG00000050767
COL25A1	ENSG00000188517
COL6A5	ENSG00000172752
COL6A6	ENSG00000206384
COL8A1	ENSG00000144810
COL9A1	ENSG00000112280
COMMD10	ENSG00000145781
COMMD2	ENSG00000114744
COMMD8	ENSG00000169019
COPB2	ENSG00000184432
COPG1	ENSG00000181789
COPS4	ENSG00000138663
COQ2	ENSG00000173085
COQ3	ENSG00000132423
CORIN	ENSG00000145244
COX17	ENSG00000138495
COX18	ENSG00000163626
COX7A2	ENSG00000112695
COX7B2	ENSG00000170516
COX7C	ENSG00000127184
CP	ENSG00000047457
CPB1	ENSG00000153002
CPE	ENSG00000109472
CPEB2	ENSG00000137449
CPEB2-DT	ENSG00000247624
CPEB4	ENSG00000113742
CPLANE1	ENSG00000197603
CPLX1	ENSG00000168993
CPLX2	ENSG00000145920
CPNE4	ENSG00000196353
CPNE5	ENSG00000124772
CPOX	ENSG00000080819
CREBRF	ENSG00000164463
CRHBP	ENSG00000145708
CRIP3	ENSG00000146215
CRISP2	ENSG00000124490
CRMP1	ENSG00000072832
CRYBG1	ENSG00000112297
CRYBG3	ENSG00000080200
CRYGS	ENSG00000213139
CSF1R	ENSG00000182578
CSNK1A1	ENSG00000113712
CSNK1G3	ENSG00000151292
CSNK2B	ENSG00000204435
CSNKA2IP	ENSG00000283434
CT69	ENSG00000231971
CTBP1	ENSG00000159692
CTBP1-AS	ENSG00000280927
CTBP1-DT	ENSG00000196810
CTNNA1	ENSG00000044115
CTNND2	ENSG00000169862
CTSO	ENSG00000256043
CTXN3	ENSG00000205279
CUL7	ENSG00000044090
CUL9	ENSG00000112659
CUTA	ENSG00000112514
CWC27	ENSG00000153015
CWH43	ENSG00000109182
CXCL13	ENSG00000156234
CXCL14	ENSG00000145824
CXCL2	ENSG00000081041
CXXC4	ENSG00000168772
CXXC4-AS1	ENSG00000245384
CXXC5	ENSG00000171604
CXXC5-AS1	ENSG00000250635
CYB561D2	ENSG00000114395
CYB5R4	ENSG00000065615
CYFIP2	ENSG00000055163
CYP21A2	ENSG00000231852
CYP2U1	ENSG00000155016
CYP39A1	ENSG00000146233
CYP4V2	ENSG00000145476
CYSTM1	ENSG00000120306
DAAM2	ENSG00000146122
DAB2	ENSG00000153071
DAG1	ENSG00000173402
DANCR	ENSG00000226950
DAP	ENSG00000112977
DAPP1	ENSG00000070190
DAXX	ENSG00000204209
DBN1	ENSG00000113758
DBR1	ENSG00000138231
DCAF1	ENSG00000145041
DCAF16	ENSG00000163257
DCAF4L1	ENSG00000182308
DCBLD1	ENSG00000164465
DCBLD2	ENSG00000057019
DCDC2	ENSG00000146038
DCHS2	ENSG00000197410
DCK	ENSG00000156136
DCLK2	ENSG00000170390
DCP1A	ENSG00000272886
DCP2	ENSG00000172795
DCTD	ENSG00000129187
DCTN4	ENSG00000132912
DCUN1D1	ENSG00000043093
DCUN1D4	ENSG00000109184
DDAH2	ENSG00000213722
DDIT4L	ENSG00000145358
DDO	ENSG00000203797
DDR1	ENSG00000204580
DDR1-DT	ENSG00000237775
DDX39B	ENSG00000198563
DDX4	ENSG00000152670
DDX41	ENSG00000183258
DDX46	ENSG00000145833
DDX60	ENSG00000137628
DDX60L	ENSG00000181381
DEF6	ENSG00000023892
DEK	ENSG00000124795
DELE1	ENSG00000081791
DENND6A	ENSG00000174839
DENND6A-DT	ENSG00000241933
DEPDC1B	ENSG00000035499
DGKG	ENSG00000058866
DGKQ	ENSG00000145214
DHFR	ENSG00000228716
DHFR2	ENSG00000178700
DHX15	ENSG00000109606
DHX16	ENSG00000204560
DHX29	ENSG00000067248
DHX36	ENSG00000174953
DIAPH1	ENSG00000131504
DIMT1	ENSG00000086189
DIPK2A	ENSG00000181744
DKK2	ENSG00000155011
DLG1	ENSG00000075711
DLG1-AS1	ENSG00000227375
DLK2	ENSG00000171462
DMGDH	ENSG00000132837
DMXL1	ENSG00000172869
DNAH1	ENSG00000114841
DNAH12	ENSG00000174844
DNAH5	ENSG00000039139
DNAH8	ENSG00000124721
DNAJB11	ENSG00000090520
DNAJB14	ENSG00000164031
DNAJC13	ENSG00000138246
DNAJC18	ENSG00000170464
DNAJC19	ENSG00000205981
DNAJC21	ENSG00000168724
DNASE1L3	ENSG00000163687
DND1	ENSG00000256453
DNPH1	ENSG00000112667
DOCK2	ENSG00000134516
DOCK3	ENSG00000088538
DOK3	ENSG00000146094
DOK7	ENSG00000175920
DOP1A	ENSG00000083097
DPYSL3	ENSG00000113657
DRD1	ENSG00000184845
DRD3	ENSG00000151577
DRD5	ENSG00000169676
DROSHA	ENSG00000113360
DSE	ENSG00000111817
DSP	ENSG00000096696
DST	ENSG00000151914
DTHD1	ENSG00000197057
DTNBP1	ENSG00000047579
DTWD2	ENSG00000169570
DTX3L	ENSG00000163840
DUBR	ENSG00000243701
DUSP1	ENSG00000120129
DUSP22	ENSG00000112679
DUSP7	ENSG00000164086
DVL3	ENSG00000161202
DXO	ENSG00000204348
DYNLT1	ENSG00000146425
DZIP1L	ENSG00000158163
DZIP3	ENSG00000198919
E2F3	ENSG00000112242
E2F3-IT1	ENSG00000224707
EAF2	ENSG00000145088
EBF1	ENSG00000164330
EBLN2	ENSG00000255423
ECE2	ENSG00000145194
ECHDC1	ENSG00000093144
ECI2	ENSG00000198721
ECT2	ENSG00000114346
ECT2L	ENSG00000203734
EDIL3	ENSG00000164176
EDN1	ENSG00000078401
EDNRA	ENSG00000151617
EEF1A1	ENSG00000156508
EEF1AKMT4	ENSG00000284753
EEF1E1	ENSG00000124802
EEFSEC	ENSG00000132394
EFCAB12	ENSG00000172771
EFCAB9	ENSG00000214360
EFCC1	ENSG00000114654
EFHC1	ENSG00000096093
EFNA5	ENSG00000184349
EGF	ENSG00000138798
EGFL8	ENSG00000241404
EGFLAM	ENSG00000164318
EGR1	ENSG00000120738
EHHADH	ENSG00000113790
EHMT2	ENSG00000204371
EHMT2-AS1	ENSG00000237080
EIF2A	ENSG00000144895
EIF2B5	ENSG00000145191
EIF4A2	ENSG00000156976
EIF4E	ENSG00000151247
EIF4E1B	ENSG00000175766
EIF4E3	ENSG00000163412
EIF4EBP3	ENSG00000243056
EIF4G1	ENSG00000114867
EIF5A2	ENSG00000163577
ELF2	ENSG00000109381
ELL2	ENSG00000118985
ELMOD2	ENSG00000179387
ELOVL2	ENSG00000197977
ELOVL2-AS1	ENSG00000230314
ELOVL4	ENSG00000118402
ELOVL5	ENSG00000012660
ELOVL6	ENSG00000170522
ELOVL7	ENSG00000164181
EMB	ENSG00000170571
EMCN	ENSG00000164035
ENC1	ENSG00000171617
ENOPH1	ENSG00000145293
ENPEP	ENSG00000138792
ENPP1	ENSG00000197594
ENPP3	ENSG00000154269
ENPP4	ENSG00000001561
ENPP5	ENSG00000112796
ENPP6	ENSG00000164303
EOGT	ENSG00000163378
EPB41L2	ENSG00000079819
EPB41L4A	ENSG00000129595
EPB41L4A-AS1	ENSG00000224032
EPHA3	ENSG00000044524
EPHA5	ENSG00000145242
EPHA5-AS1	ENSG00000250846
EPHA6	ENSG00000080224
EPHA7	ENSG00000135333
EPHB1	ENSG00000154928
EPHB3	ENSG00000182580
EPM2A	ENSG00000112425
ERAP1	ENSG00000164307
ERAP2	ENSG00000164308
ERBIN	ENSG00000112851
ERC2	ENSG00000187672
ERC2-IT1	ENSG00000281708
ERCC8	ENSG00000049167
EREG	ENSG00000124882
ERGIC1	ENSG00000113719
ERICH6	ENSG00000163645
ERICH6-AS1	ENSG00000240137
ERVMER34-1	ENSG00000226887
ESR1	ENSG00000091831
ESYT3	ENSG00000158220
ETF1	ENSG00000120705
ETFDH	ENSG00000171503
ETNPPL	ENSG00000164089
ETV5	ENSG00000244405
ETV7	ENSG00000010030
EVC	ENSG00000072840
EVC2	ENSG00000173040
EXOC1	ENSG00000090989
EXOC1L	ENSG00000250821
EXOC2	ENSG00000112685
EXOC3	ENSG00000180104
EXOC3-AS1	ENSG00000221990
EXOSC9	ENSG00000123737
EYA4	ENSG00000112319
EYS	ENSG00000188107
F11	ENSG00000088926
F11-AS1	ENSG00000251165
F12	ENSG00000131187
F13A1	ENSG00000124491
F2R	ENSG00000181104
F2RL1	ENSG00000164251
F2RL2	ENSG00000164220
FABP6	ENSG00000170231
FABP7	ENSG00000164434
FAF2	ENSG00000113194
FAIM	ENSG00000158234
FAM107A	ENSG00000168309
FAM114A1	ENSG00000197712
FAM114A2	ENSG00000055147
FAM131A	ENSG00000175182
FAM135A	ENSG00000082269
FAM13A	ENSG00000138640
FAM13A-AS1	ENSG00000248019
FAM13B	ENSG00000031003
FAM149A	ENSG00000109794
FAM151B	ENSG00000152380
FAM153A	ENSG00000170074
FAM153CP	ENSG00000204677
FAM162A	ENSG00000114023
FAM162B	ENSG00000183807
FAM169A	ENSG00000198780
FAM174A	ENSG00000174132
FAM184A	ENSG00000111879
FAM184B	ENSG00000047662
FAM193A	ENSG00000125386
FAM193B	ENSG00000146067
FAM200B	ENSG00000237765
FAM217A	ENSG00000145975
FAM218A	ENSG00000250486
FAM229B	ENSG00000203778
FAM241A	ENSG00000174749
FAM3D	ENSG00000198643
FAM3D-AS1	ENSG00000244383
FAM43A	ENSG00000185112
FAM47E	ENSG00000189157
FAM50B	ENSG00000145945
FAM53A	ENSG00000174137
FAM53C	ENSG00000120709
FAM81B	ENSG00000153347
FAM83B	ENSG00000168143
FAM8A1	ENSG00000137414
FANCE	ENSG00000112039
FARS2	ENSG00000145982
FASTKD3	ENSG00000124279
FAT1	ENSG00000083857
FAT2	ENSG00000086570
FAT4	ENSG00000196159
FAXC	ENSG00000146267
FAXDC2	ENSG00000170271
FBLL1	ENSG00000188573
FBN2	ENSG00000138829
FBXL17	ENSG00000145743
FBXL4	ENSG00000112234
FBXL5	ENSG00000118564
FBXL7	ENSG00000183580
FBXO30	ENSG00000118496
FBXO38	ENSG00000145868
FBXO4	ENSG00000151876
FBXO40	ENSG00000163833
FBXO45	ENSG00000174013
FBXO5	ENSG00000112029
FBXO8	ENSG00000164117
FBXO9	ENSG00000112146
FBXW11	ENSG00000072803
FBXW7	ENSG00000109670
FCHO2	ENSG00000157107
FCHSD1	ENSG00000197948
FEM1C	ENSG00000145780
FER	ENSG00000151422
FETUB	ENSG00000090512
FEZF2	ENSG00000153266
FGD2	ENSG00000146192
FGF1	ENSG00000113578
FGF10	ENSG00000070193
FGF10-AS1	ENSG00000248464
FGF12	ENSG00000114279
FGF12-AS3	ENSG00000226709
FGF18	ENSG00000156427
FGF2	ENSG00000138685
FGF5	ENSG00000138675
FGFR3	ENSG00000068078
FGFR4	ENSG00000160867
FGFRL1	ENSG00000127418
FHDC1	ENSG00000137460
FHIT	ENSG00000189283
FIG4	ENSG00000112367
FILIP1	ENSG00000118407
FILIP1L	ENSG00000168386
FILNC1	ENSG00000231426
FIP1L1	ENSG00000145216
FKBP1C	ENSG00000198225
FKBP5	ENSG00000096060
FLNB	ENSG00000136068
FLOT1	ENSG00000137312
FLT4	ENSG00000037280
FNDC3B	ENSG00000075420
FNDC9	ENSG00000172568
FNIP1	ENSG00000217128
FNIP2	ENSG00000052795
FOXD1	ENSG00000251493
FOXF2	ENSG00000137273
FOXO3	ENSG00000118689
FOXP1	ENSG00000114861
FOXP1-IT1	ENSG00000242094
FOXP4	ENSG00000137166
FOXP4-AS1	ENSG00000234753
FOXQ1	ENSG00000164379
FRAS1	ENSG00000138759
FREM3	ENSG00000183090
FRG1	ENSG00000109536
FRG1-DT	ENSG00000245685
FRK	ENSG00000111816
FRMD4B	ENSG00000114541
FRS3	ENSG00000137218
FRYL	ENSG00000075539
FST	ENSG00000134363
FSTL1	ENSG00000163430
FSTL4	ENSG00000053108
FSTL5	ENSG00000168843
FUCA2	ENSG00000001036
FUT9	ENSG00000172461
FXR1	ENSG00000114416
FYB1	ENSG00000082074
FYN	ENSG00000010810
FYTTD1	ENSG00000122068
G3BP1	ENSG00000145907
G3BP2	ENSG00000138757
GAB1	ENSG00000109458
GABBR1	ENSG00000204681
GABRA1	ENSG00000022355
GABRA2	ENSG00000151834
GABRA4	ENSG00000109158
GABRA6	ENSG00000145863
GABRB1	ENSG00000163288
GABRB2	ENSG00000145864
GABRG1	ENSG00000163285
GABRG2	ENSG00000113327
GABRP	ENSG00000094755
GABRR1	ENSG00000146276
GABRR2	ENSG00000111886
GAK	ENSG00000178950
GALNT10	ENSG00000164574
GALNT7	ENSG00000109586
GALNTL6	ENSG00000174473
GAP43	ENSG00000172020
GAR1	ENSG00000109534
GASK1B	ENSG00000164125
GATA2	ENSG00000179348
GATA2-AS1	ENSG00000244300
GATB	ENSG00000059691
GBE1	ENSG00000114480
GC	ENSG00000145321
GCLC	ENSG00000001084
GCM2	ENSG00000124827
GCNT2	ENSG00000111846
GCNT4	ENSG00000176928
GDF9	ENSG00000164404
GDNF	ENSG00000168621
GDNF-AS1	ENSG00000248587
GEMIN5	ENSG00000082516
GFM1	ENSG00000168827
GFM2	ENSG00000164347
GFOD1	ENSG00000145990
GFPT2	ENSG00000131459
GFRA3	ENSG00000146013
GHR	ENSG00000112964
GHSR	ENSG00000121853
GIN1	ENSG00000145723
GINM1	ENSG00000055211
GJA1	ENSG00000152661
GJB7	ENSG00000164411
GK5	ENSG00000175066
GLO1	ENSG00000124767
GLP1R	ENSG00000112164
GLRA1	ENSG00000145888
GLRA3	ENSG00000145451
GLRB	ENSG00000109738
GLRX	ENSG00000173221
GLT8D1	ENSG00000016864
GLYCTK	ENSG00000168237
GLYCTK-AS1	ENSG00000242797
GM2A	ENSG00000196743
GMDS	ENSG00000112699
GMDS-DT	ENSG00000250903
GMNC	ENSG00000205835
GMNN	ENSG00000112312
GMPPB	ENSG00000173540
GMPR	ENSG00000137198
GMPS	ENSG00000163655
GNAI2	ENSG00000114353
GNB4	ENSG00000114450
GNL1	ENSG00000204590
GNL3	ENSG00000163938
GNMT	ENSG00000124713
GNPDA1	ENSG00000113552
GNPDA2	ENSG00000163281
GNRHR	ENSG00000109163
GOLGB1	ENSG00000173230
GOLIM4	ENSG00000173905
GOLPH3	ENSG00000113384
GOPC	ENSG00000047932
GPANK1	ENSG00000204438
GPAT3	ENSG00000138678
GPBP1	ENSG00000062194
GPLD1	ENSG00000112293
GPM6A	ENSG00000150625
GPR149	ENSG00000174948
GPR150	ENSG00000178015
GPR156	ENSG00000175697
GPR160	ENSG00000173890
GPR171	ENSG00000174946
GPR27	ENSG00000170837
GPR6	ENSG00000146360
GPR62	ENSG00000180929
GPR63	ENSG00000112218
GPR78	ENSG00000155269
GPRIN1	ENSG00000169258
GPRIN3	ENSG00000185477
GPSM3	ENSG00000213654
GPX3	ENSG00000211445
GPX8	ENSG00000164294
GRAMD1C	ENSG00000178075
GRAMD2B	ENSG00000155324
GRIA1	ENSG00000155511
GRIA2	ENSG00000120251
GRID2	ENSG00000152208
GRIK2	ENSG00000164418
GRK4	ENSG00000125388
GRK6	ENSG00000198055
GRK7	ENSG00000114124
GRM1	ENSG00000152822
GRM2	ENSG00000164082
GRM4	ENSG00000124493
GRM6	ENSG00000113262
GRPEL1	ENSG00000109519
GRPEL2	ENSG00000164284
GRPEL2-AS1	ENSG00000253618
GRSF1	ENSG00000132463
GRXCR1	ENSG00000215203
GRXCR2	ENSG00000204928
GSK3B	ENSG00000082701
GSTA4	ENSG00000170899
GSTCD	ENSG00000138780
GSX2	ENSG00000180613
GTF2E1	ENSG00000153767
GTF2H2	ENSG00000145736
GTF2H2C	ENSG00000183474
GTF2H4	ENSG00000213780
GTF2H5	ENSG00000272047
GTF3C6	ENSG00000155115
GTPBP2	ENSG00000172432
GTPBP8	ENSG00000163607
GUCA1B	ENSG00000112599
GUCA1C	ENSG00000138472
GUCY1A1	ENSG00000164116
GUCY1B1	ENSG00000061918
GUF1	ENSG00000151806
GXYLT2	ENSG00000172986
GYG1	ENSG00000163754
GYPA	ENSG00000170180
GYPE	ENSG00000197465
HACD2	ENSG00000206527
HACE1	ENSG00000085382
HADH	ENSG00000138796
HAND2	ENSG00000164107
HAND2-AS1	ENSG00000237125
HAPLN1	ENSG00000145681
HARS1	ENSG00000170445
HARS2	ENSG00000112855
HAUS3	ENSG00000214367
HAVCR1	ENSG00000113249
HAVCR2	ENSG00000135077
HBEGF	ENSG00000113070
HBS1L	ENSG00000112339
HCG11	ENSG00000228223
HCG14	ENSG00000224157
HCG18	ENSG00000231074
HCG20	ENSG00000228022
HCG24	ENSG00000230313
HCG25	ENSG00000232940
HCG27	ENSG00000206344
HCG9	ENSG00000204625
HCLS1	ENSG00000180353
HCN1	ENSG00000164588
HCP5	ENSG00000206337
HCRTR2	ENSG00000137252
HDAC2	ENSG00000196591
HDAC2-AS2	ENSG00000228624
HDAC3	ENSG00000171720
HDDC2	ENSG00000111906
HEBP2	ENSG00000051620
HECA	ENSG00000112406
HEG1	ENSG00000173706
HEIH	ENSG00000278970
HELQ	ENSG00000163312
HEMK1	ENSG00000114735
HERC3	ENSG00000138641
HERC5	ENSG00000138646
HERC6	ENSG00000138642
HES1	ENSG00000114315
HESX1	ENSG00000163666
HEXB	ENSG00000049860
HEY2	ENSG00000135547
HFE	ENSG00000010704
HGD	ENSG00000113924
HGFAC	ENSG00000109758
HHIP	ENSG00000164161
HHIP-AS1	ENSG00000248890
HHLA2	ENSG00000114455
HIGD2A	ENSG00000146066
HINT1	ENSG00000169567
HINT3	ENSG00000111911
HIVEP1	ENSG00000095951
HIVEP2	ENSG00000010818
HK3	ENSG00000160883
HLA-A	ENSG00000206503
HLA-B	ENSG00000234745
HLA-C	ENSG00000204525
HLA-DMA	ENSG00000204257
HLA-DOA	ENSG00000204252
HLA-DPB1	ENSG00000223865
HLA-DRA	ENSG00000204287
HLA-DRB1	ENSG00000196126
HLA-E	ENSG00000204592
HLA-F	ENSG00000204642
HLA-F-AS1	ENSG00000214922
HLTF	ENSG00000071794
HMCES	ENSG00000183624
HMGA1	ENSG00000137309
HMGB2	ENSG00000164104
HMGCLL1	ENSG00000146151
HMGCR	ENSG00000113161
HMGCS1	ENSG00000112972
HMGN3	ENSG00000118418
HMGN3-AS1	ENSG00000270362
HMGN4	ENSG00000182952
HMGXB3	ENSG00000113716
HMMR	ENSG00000072571
HMX1	ENSG00000215612
HNRNPA0	ENSG00000177733
HNRNPAB	ENSG00000197451
HNRNPD	ENSG00000138668
HNRNPDL	ENSG00000152795
HNRNPH1	ENSG00000169045
HOMER1	ENSG00000152413
HOPX	ENSG00000171476
HPF1	ENSG00000056050
HPGD	ENSG00000164120
HPGDS	ENSG00000163106
HPS3	ENSG00000163755
HPSE	ENSG00000173083
HRH2	ENSG00000113749
HS3ST1	ENSG00000002587
HS3ST5	ENSG00000249853
HSD17B11	ENSG00000198189
HSD17B13	ENSG00000170509
HSD17B4	ENSG00000133835
HSD17B8	ENSG00000204228
HSF2	ENSG00000025156
HSP90AB1	ENSG00000096384
HSPA1A	ENSG00000204389
HSPA1B	ENSG00000204388
HSPA1L	ENSG00000204390
HSPA4	ENSG00000170606
HSPA4L	ENSG00000164070
HSPA9	ENSG00000113013
