gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_B1	V12D07-075_D1	V12Y31-080_A1	meanrank	n_naSamps
ENSG00000133872	SARAF	NA	NA	NA	322	NA	NA	NA	NA	322	7
ENSG00000134086	VHL	NA	NA	NA	NA	155	NA	NA	NA	155	7
ENSG00000134321	RSAD2	NA	NA	NA	NA	294	NA	NA	NA	294	7
ENSG00000134352	IL6ST	NA	NA	NA	316	NA	NA	NA	NA	316	7
ENSG00000134419	RPS15A	NA	113	NA	NA	NA	NA	NA	NA	113	7
ENSG00000134709	HOOK1	NA	288	NA	NA	NA	NA	NA	NA	288	7
ENSG00000134769	DTNA	NA	183	NA	NA	165	NA	NA	NA	174	6
ENSG00000134817	APLNR	NA	NA	NA	NA	27	NA	NA	NA	27	7
ENSG00000135549	PKIB	171	NA	NA	NA	NA	NA	NA	NA	171	7
ENSG00000135622	SEMA4F	NA	NA	NA	NA	263	NA	NA	NA	263	7
ENSG00000135821	GLUL	NA	170	NA	58	199	NA	NA	78	126.25	4
ENSG00000135940	COX5B	NA	NA	NA	NA	189	NA	NA	NA	189	7
ENSG00000136003	ISCU	NA	NA	NA	NA	NA	NA	56	NA	56	7
ENSG00000136099	PCDH8	NA	NA	NA	249	NA	NA	NA	116	182.5	6
ENSG00000136156	ITM2B	NA	NA	NA	333	NA	NA	NA	NA	333	7
ENSG00000136531	SCN2A	NA	NA	NA	334	NA	NA	NA	NA	334	7
ENSG00000136750	GAD2	75	NA	50	NA	NA	9	NA	NA	44.6666666666667	5
ENSG00000136802	LRRC8A	NA	NA	NA	NA	310	NA	NA	NA	310	7
ENSG00000136931	NR5A1	NA	NA	NA	NA	298	NA	NA	NA	298	7
ENSG00000136942	RPL35	NA	210	NA	NA	NA	NA	NA	NA	210	7
ENSG00000137103	TMEM8B	NA	NA	48	NA	NA	NA	NA	NA	48	7
ENSG00000137154	RPS6	NA	NA	NA	NA	167	NA	NA	NA	167	7
ENSG00000137267	TUBB2A	NA	125	NA	318	NA	NA	36	105	146	4
ENSG00000137409	MTCH1	71	NA	NA	NA	287	NA	NA	NA	179	6
ENSG00000137500	CCDC90B	NA	207	NA	NA	NA	NA	NA	NA	207	7
ENSG00000137766	UNC13C	NA	NA	NA	NA	NA	NA	NA	117	117	7
ENSG00000137818	RPLP1	45	NA	NA	178	NA	NA	NA	NA	111.5	6
ENSG00000138078	PREPL	174	NA	NA	165	302	NA	NA	NA	213.666666666667	5
ENSG00000138083	SIX3	NA	128	NA	NA	NA	NA	NA	NA	128	7
ENSG00000138107	ACTR1A	NA	NA	NA	NA	227	NA	NA	NA	227	7
ENSG00000138398	PPIG	NA	247	NA	NA	NA	NA	NA	NA	247	7
ENSG00000138430	OLA1	159	NA	NA	NA	NA	NA	NA	NA	159	7
ENSG00000138495	COX17	NA	129	NA	245	NA	NA	NA	NA	187	6
ENSG00000138760	SCARB2	NA	NA	NA	238	NA	NA	NA	NA	238	7
ENSG00000138814	PPP3CA	NA	NA	NA	190	313	NA	NA	NA	251.5	6
ENSG00000139163	ETNK1	NA	NA	NA	NA	NA	NA	NA	110	110	7
ENSG00000139291	TMEM19	NA	NA	NA	NA	213	NA	NA	NA	213	7
ENSG00000139645	ANKRD52	NA	NA	NA	NA	228	NA	NA	NA	228	7
ENSG00000139970	RTN1	30	137	38	136	259	NA	NA	NA	120	3
ENSG00000140105	WARS	NA	NA	NA	NA	271	NA	NA	NA	271	7
ENSG00000140350	ANP32A	NA	NA	NA	NA	253	NA	NA	NA	253	7
ENSG00000140403	DNAJA4	NA	NA	NA	NA	174	NA	NA	NA	174	7
ENSG00000140488	CELF6	NA	NA	NA	NA	NA	NA	NA	92	92	7
ENSG00000140526	ABHD2	NA	NA	NA	NA	197	NA	NA	NA	197	7
ENSG00000140848	CPNE2	89	NA	NA	NA	NA	NA	NA	NA	89	7
ENSG00000140905	GCSH	NA	87	NA	NA	NA	NA	NA	NA	87	7
ENSG00000140945	CDH13	63	NA	NA	123	126	13	NA	NA	81.25	4
ENSG00000140988	RPS2	94	215	NA	189	NA	NA	NA	NA	166	5
ENSG00000141027	NCOR1	186	NA	NA	NA	NA	NA	NA	NA	186	7
ENSG00000141404	GNAL	124	NA	NA	NA	NA	NA	NA	NA	124	7
ENSG00000141433	ADCYAP1	NA	118	NA	82	100	20	NA	NA	80	4
ENSG00000141542	RAB40B	82	133	NA	NA	NA	NA	NA	NA	107.5	6
ENSG00000141741	MIEN1	NA	NA	NA	183	NA	NA	NA	NA	183	7
ENSG00000142089	IFITM3	NA	NA	NA	NA	109	NA	NA	NA	109	7
ENSG00000142168	SOD1	136	NA	NA	NA	314	NA	NA	NA	225	6
ENSG00000142192	APP	NA	275	NA	255	210	NA	NA	NA	246.666666666667	5
ENSG00000142534	RPS11	NA	79	NA	145	NA	NA	NA	NA	112	6
ENSG00000142541	RPL13A	NA	287	NA	310	NA	NA	NA	NA	298.5	6
ENSG00000142875	PRKACB	NA	176	NA	117	NA	NA	NA	NA	146.5	6
ENSG00000142937	RPS8	NA	251	NA	218	NA	NA	NA	NA	234.5	6
ENSG00000143153	ATP1B1	NA	NA	NA	128	NA	NA	NA	86	107	6
ENSG00000143502	SUSD4	NA	193	NA	NA	NA	NA	NA	NA	193	7
ENSG00000143514	TP53BP2	NA	NA	NA	NA	239	NA	NA	NA	239	7
ENSG00000143702	CEP170	195	NA	NA	NA	NA	NA	NA	NA	195	7
ENSG00000143862	ARL8A	NA	NA	NA	NA	266	NA	NA	NA	266	7
ENSG00000143933	CALM2	NA	221	NA	103	NA	NA	NA	93	139	5
ENSG00000143947	RPS27A	NA	68	NA	98	267	NA	NA	NA	144.333333333333	5
ENSG00000144040	SFXN5	NA	NA	NA	NA	NA	NA	NA	112	112	7
ENSG00000144119	C1QL2	NA	NA	NA	NA	NA	NA	NA	131	131	7
ENSG00000144285	SCN1A	NA	NA	NA	NA	280	NA	NA	NA	280	7
ENSG00000144339	TMEFF2	NA	66	NA	NA	224	NA	NA	NA	145	6
ENSG00000144381	HSPD1	NA	NA	NA	NA	142	NA	NA	NA	142	7
ENSG00000144713	RPL32	NA	NA	NA	124	NA	NA	NA	NA	124	7
ENSG00000144959	NCEH1	NA	NA	NA	332	NA	NA	NA	NA	332	7
ENSG00000145284	SCD5	NA	NA	NA	195	NA	NA	NA	NA	195	7
ENSG00000145335	SNCA	83	178	NA	NA	NA	NA	NA	NA	130.5	6
ENSG00000145337	PYURF	NA	NA	NA	NA	NA	NA	NA	118	118	7
ENSG00000145362	ANK2	50	NA	NA	281	NA	NA	NA	NA	165.5	6
ENSG00000145425	RPS3A	NA	228	NA	299	299	NA	NA	NA	275.333333333333	5
ENSG00000145451	GLRA3	NA	NA	NA	228	NA	NA	NA	NA	228	7
ENSG00000145592	RPL37	NA	NA	NA	207	180	NA	NA	NA	193.5	6
ENSG00000145730	PAM	NA	NA	NA	337	NA	NA	NA	NA	337	7
ENSG00000145819	ARHGAP26	NA	NA	NA	224	NA	NA	NA	NA	224	7
ENSG00000145912	NHP2	NA	260	NA	NA	NA	NA	NA	NA	260	7
ENSG00000145934	TENM2	NA	NA	NA	168	NA	NA	NA	NA	168	7
ENSG00000147027	TMEM47	NA	NA	NA	270	256	NA	NA	NA	263	6
ENSG00000147231	RADX	NA	99	NA	118	NA	NA	NA	NA	108.5	6
ENSG00000147255	IGSF1	NA	126	NA	275	NA	NA	NA	NA	200.5	6
ENSG00000147256	ARHGAP36	NA	39	NA	21	250	NA	NA	51	90.25	4
ENSG00000147416	ATP6V1B2	NA	NA	NA	NA	143	NA	NA	NA	143	7
ENSG00000147471	PLPBP	192	NA	NA	NA	NA	NA	NA	NA	192	7
ENSG00000147604	RPL7	NA	90	NA	NA	NA	NA	NA	NA	90	7
ENSG00000148180	GSN	NA	245	NA	NA	NA	NA	NA	NA	245	7
ENSG00000148303	RPL7A	NA	NA	NA	149	NA	NA	NA	NA	149	7
ENSG00000148671	ADIRF	NA	119	NA	NA	NA	NA	NA	NA	119	7
ENSG00000148737	TCF7L2	NA	NA	NA	NA	NA	NA	NA	120	120	7
ENSG00000149428	HYOU1	NA	NA	NA	NA	204	NA	NA	NA	204	7
ENSG00000149591	TAGLN	NA	24	NA	146	NA	NA	NA	NA	85	6
ENSG00000149806	FAU	NA	244	NA	NA	NA	NA	NA	87	165.5	6
ENSG00000150093	ITGB1	NA	200	NA	NA	NA	NA	NA	NA	200	7
ENSG00000150394	CDH8	NA	NA	NA	282	NA	NA	NA	NA	282	7
ENSG00000150625	GPM6A	NA	NA	NA	108	42	NA	NA	NA	75	6
ENSG00000150787	PTS	NA	220	NA	NA	NA	NA	NA	NA	220	7
ENSG00000150938	CRIM1	NA	NA	NA	175	NA	NA	NA	NA	175	7
ENSG00000150995	ITPR1	34	NA	NA	NA	NA	NA	NA	NA	34	7
ENSG00000151490	PTPRO	NA	NA	NA	102	NA	NA	NA	NA	102	7
ENSG00000151892	GFRA1	NA	208	NA	157	NA	NA	NA	NA	182.5	6
ENSG00000151929	BAG3	NA	NA	NA	NA	121	NA	NA	NA	121	7
ENSG00000152583	SPARCL1	NA	43	66	74	NA	NA	58	35	55.2	3
ENSG00000152661	GJA1	NA	92	NA	154	NA	NA	NA	NA	123	6
ENSG00000152894	PTPRK	NA	143	NA	NA	NA	NA	NA	NA	143	7
ENSG00000152910	CNTNAP4	NA	181	NA	NA	NA	NA	NA	71	126	6
ENSG00000152932	RAB3C	NA	NA	43	NA	207	NA	NA	NA	125	6
ENSG00000152954	NRSN1	NA	NA	NA	NA	247	NA	NA	NA	247	7
ENSG00000152977	ZIC1	NA	NA	NA	NA	NA	5	NA	NA	5	7
ENSG00000153956	CACNA2D1	NA	162	NA	244	NA	NA	NA	NA	203	6
ENSG00000154001	PPP2R5E	NA	NA	NA	164	NA	NA	NA	NA	164	7
ENSG00000154096	THY1	NA	230	NA	NA	205	NA	NA	NA	217.5	6
ENSG00000154146	NRGN	2	8	3	12	30	17	12	14	12.25	0
ENSG00000154277	UCHL1	NA	163	70	214	101	NA	NA	69	123.4	3
ENSG00000154645	CHODL	NA	72	NA	287	NA	NA	NA	NA	179.5	6
ENSG00000154654	NCAM2	NA	NA	NA	NA	NA	NA	NA	95	95	7
ENSG00000154917	RAB6B	NA	NA	NA	NA	304	NA	NA	NA	304	7
ENSG00000154975	CA10	183	NA	NA	NA	NA	NA	NA	NA	183	7
ENSG00000155511	GRIA1	190	NA	NA	NA	NA	NA	NA	NA	190	7
ENSG00000156011	PSD3	96	NA	NA	182	NA	NA	NA	NA	139	6
ENSG00000156298	TSPAN7	118	NA	NA	NA	NA	NA	31	NA	74.5	6
ENSG00000156411	ATP5MPL	NA	NA	NA	230	NA	NA	NA	NA	230	7
ENSG00000156482	RPL30	NA	NA	NA	174	NA	NA	NA	NA	174	7
ENSG00000156508	EEF1A1	NA	50	NA	51	68	NA	50	56	55	3
ENSG00000156642	NPTN	22	NA	NA	64	NA	NA	NA	NA	43	6
ENSG00000156976	EIF4A2	25	NA	22	129	124	NA	NA	109	81.8	3
ENSG00000157005	SST	42	11	5	5	23	NA	19	1	15.1428571428571	1
ENSG00000157064	NMNAT2	NA	NA	NA	NA	306	NA	NA	NA	306	7
ENSG00000157152	SYN2	NA	241	NA	211	NA	NA	NA	NA	226	6
ENSG00000157445	CACNA2D3	NA	NA	NA	NA	260	NA	NA	NA	260	7
ENSG00000157502	PWWP3B	NA	115	NA	304	NA	NA	NA	NA	209.5	6
ENSG00000157954	WIPI2	177	NA	NA	NA	NA	NA	NA	NA	177	7
ENSG00000158710	TAGLN2	NA	NA	NA	94	NA	NA	NA	NA	94	7
ENSG00000159164	SV2A	NA	NA	NA	336	NA	NA	NA	NA	336	7
ENSG00000159713	TPPP3	NA	NA	45	NA	NA	NA	NA	NA	45	7
ENSG00000160014	CALM3	NA	NA	NA	NA	301	NA	NA	NA	301	7
ENSG00000160194	NDUFV3	NA	NA	NA	NA	277	NA	NA	NA	277	7
ENSG00000160307	S100B	NA	NA	NA	130	NA	NA	NA	NA	130	7
ENSG00000160789	LMNA	NA	NA	NA	NA	133	NA	NA	NA	133	7
ENSG00000161016	RPL8	NA	NA	NA	234	NA	NA	NA	NA	234	7
ENSG00000161082	CELF5	52	196	55	NA	NA	NA	NA	NA	101	5
ENSG00000161281	COX7A1	NA	NA	NA	NA	NA	NA	NA	123	123	7
ENSG00000161610	HCRT	6	38	15	78	2	6	24	39	26	0
ENSG00000161970	RPL26	NA	NA	NA	151	258	NA	NA	NA	204.5	6
ENSG00000162545	CAMK2N1	NA	NA	NA	NA	92	NA	NA	NA	92	7
ENSG00000162595	DIRAS3	28	61	NA	31	21	NA	NA	17	31.6	3
ENSG00000162604	TM2D1	NA	NA	NA	331	NA	NA	NA	NA	331	7
ENSG00000162654	GBP4	NA	NA	NA	NA	57	NA	NA	NA	57	7
ENSG00000162772	ATF3	NA	NA	NA	NA	148	NA	NA	NA	148	7
ENSG00000162852	CNST	NA	NA	NA	NA	169	NA	NA	NA	169	7
ENSG00000163032	VSNL1	NA	164	33	187	31	NA	NA	NA	103.75	4
ENSG00000163041	H3F3A	NA	NA	NA	285	NA	NA	NA	NA	285	7
ENSG00000163191	S100A11	NA	145	NA	NA	214	NA	NA	NA	179.5	6
ENSG00000163285	GABRG1	NA	190	NA	NA	NA	NA	NA	NA	190	7
ENSG00000163399	ATP1A1	37	NA	NA	177	278	NA	NA	NA	164	5
ENSG00000163453	IGFBP7	NA	NA	NA	NA	221	NA	NA	NA	221	7
ENSG00000163536	SERPINI1	NA	71	NA	43	49	18	NA	NA	45.25	4
ENSG00000163605	PPP4R2	175	NA	NA	NA	NA	NA	NA	NA	175	7
ENSG00000163625	WDFY3	NA	NA	NA	259	NA	NA	NA	NA	259	7
ENSG00000163630	SYNPR	NA	109	NA	73	58	NA	NA	NA	80	5
ENSG00000163659	TIPARP	NA	180	NA	NA	NA	NA	NA	NA	180	7
ENSG00000163682	RPL9	NA	58	NA	194	166	NA	NA	NA	139.333333333333	5
ENSG00000163875	MEAF6	110	NA	NA	NA	NA	NA	NA	NA	110	7
ENSG00000163931	TKT	123	NA	NA	NA	NA	NA	NA	NA	123	7
ENSG00000164076	CAMKV	NA	NA	36	NA	NA	NA	NA	NA	36	7
ENSG00000164176	EDIL3	NA	160	NA	NA	117	NA	NA	NA	138.5	6
ENSG00000164241	C5orf63	NA	NA	NA	NA	20	NA	NA	NA	20	7
ENSG00000164326	CARTPT	38	29	35	70	118	NA	59	67	59.4285714285714	1
ENSG00000164405	UQCRQ	NA	44	NA	253	161	NA	NA	NA	152.666666666667	5
ENSG00000164434	FABP7	51	NA	NA	NA	NA	NA	NA	NA	51	7
ENSG00000164587	RPS14	58	138	NA	61	NA	NA	NA	NA	85.6666666666667	5
ENSG00000164603	BMT2	NA	NA	NA	297	NA	NA	NA	NA	297	7
ENSG00000164683	HEY1	NA	NA	NA	NA	222	NA	NA	NA	222	7
ENSG00000164692	COL1A2	NA	156	NA	NA	NA	NA	NA	NA	156	7
ENSG00000164919	COX6C	NA	NA	NA	199	262	NA	NA	NA	230.5	6
ENSG00000165092	ALDH1A1	NA	233	NA	28	NA	NA	NA	NA	130.5	6
ENSG00000165194	PCDH19	76	NA	NA	99	NA	NA	NA	107	94	5
ENSG00000165264	NDUFB6	NA	NA	NA	NA	255	NA	NA	NA	255	7
ENSG00000165434	PGM2L1	NA	NA	NA	319	NA	NA	NA	NA	319	7
ENSG00000165704	HPRT1	NA	147	NA	NA	NA	NA	NA	NA	147	7
ENSG00000165732	DDX21	NA	NA	NA	NA	297	NA	NA	NA	297	7
ENSG00000165795	NDRG2	NA	NA	NA	63	NA	NA	NA	70	66.5	6
ENSG00000165949	IFI27	NA	NA	NA	NA	59	NA	NA	NA	59	7
ENSG00000166002	SMCO4	NA	NA	NA	NA	NA	NA	NA	99	99	7
ENSG00000166228	PCBD1	NA	246	NA	NA	NA	NA	NA	NA	246	7
ENSG00000166257	SCN3B	NA	NA	NA	250	NA	NA	NA	NA	250	7
ENSG00000166441	RPL27A	NA	111	NA	NA	95	NA	NA	NA	103	6
ENSG00000166448	TMEM130	53	232	NA	NA	NA	NA	NA	81	122	5
ENSG00000166595	CIAO2B	NA	264	NA	NA	NA	NA	NA	NA	264	7
ENSG00000166619	BLCAP	187	NA	NA	NA	NA	NA	NA	NA	187	7
ENSG00000166681	BEX3	193	74	NA	135	194	NA	NA	114	142	3
ENSG00000166710	B2M	NA	95	NA	53	71	NA	13	NA	58	4
ENSG00000166922	SCG5	48	NA	NA	325	NA	NA	NA	102	158.333333333333	5
ENSG00000166925	TSC22D4	NA	146	NA	298	NA	NA	NA	NA	222	6
ENSG00000166974	MAPRE2	NA	NA	NA	162	NA	NA	NA	NA	162	7
ENSG00000167526	RPL13	NA	293	NA	NA	NA	NA	NA	NA	293	7
ENSG00000167552	TUBA1A	NA	NA	NA	NA	62	NA	53	36	50.3333333333333	5
ENSG00000167553	TUBA1C	NA	NA	NA	NA	272	NA	NA	NA	272	7
ENSG00000167614	TTYH1	NA	282	NA	NA	NA	NA	NA	NA	282	7
ENSG00000167702	KIFC2	140	NA	NA	NA	NA	NA	NA	NA	140	7
ENSG00000167996	FTH1	NA	259	65	NA	NA	NA	NA	NA	162	6
ENSG00000168000	BSCL2	NA	NA	NA	NA	156	NA	65	72	97.6666666666667	5
ENSG00000168028	RPSA	NA	NA	NA	320	NA	NA	NA	NA	320	7
ENSG00000168309	FAM107A	NA	NA	NA	NA	145	NA	NA	NA	145	7
ENSG00000168314	MOBP	NA	NA	NA	NA	NA	NA	NA	119	119	7
ENSG00000168824	NSG1	NA	NA	NA	NA	146	NA	NA	NA	146	7
ENSG00000168843	FSTL5	NA	NA	NA	NA	225	NA	NA	NA	225	7
ENSG00000168875	SOX14	NA	NA	NA	NA	NA	NA	NA	75	75	7
ENSG00000168913	ENHO	NA	277	NA	NA	NA	NA	NA	NA	277	7
ENSG00000168952	STXBP6	NA	NA	NA	NA	NA	NA	NA	121	121	7
ENSG00000169006	NTSR2	NA	195	NA	NA	NA	NA	NA	NA	195	7
ENSG00000169020	ATP5ME	NA	NA	NA	321	NA	NA	NA	NA	321	7
ENSG00000169032	MAP2K1	NA	NA	NA	197	NA	NA	NA	NA	197	7
ENSG00000169100	SLC25A6	120	NA	NA	NA	NA	NA	NA	NA	120	7
ENSG00000169122	FAM110B	NA	NA	NA	NA	223	NA	NA	NA	223	7
ENSG00000169439	SDC2	NA	93	NA	127	NA	NA	NA	NA	110	6
ENSG00000169567	HINT1	NA	NA	NA	114	NA	NA	39	NA	76.5	6
ENSG00000169851	PCDH7	NA	NA	NA	NA	158	NA	NA	NA	158	7
ENSG00000170017	ALCAM	NA	26	NA	40	NA	NA	71	NA	45.6666666666667	5
ENSG00000170315	UBB	NA	100	NA	65	50	NA	40	53	61.6	3
ENSG00000170324	FRMPD2	NA	NA	NA	106	NA	NA	NA	NA	106	7
ENSG00000170419	VSTM2A	NA	263	NA	NA	NA	NA	NA	NA	263	7
ENSG00000170458	CD14	NA	NA	NA	NA	300	NA	NA	NA	300	7
ENSG00000170893	TRH	16	57	16	147	NA	14	NA	NA	50	3
ENSG00000171004	HS6ST2	NA	255	60	NA	NA	NA	NA	NA	157.5	6
ENSG00000171130	ATP6V0E2	NA	257	NA	NA	NA	NA	NA	NA	257	7
ENSG00000171159	C9orf16	NA	NA	NA	NA	242	NA	NA	NA	242	7
ENSG00000171243	SOSTDC1	NA	NA	NA	122	NA	NA	NA	NA	122	7
ENSG00000171246	NPTX1	NA	56	62	198	108	NA	NA	28	90.4	3
ENSG00000171302	CANT1	NA	NA	NA	NA	179	NA	NA	NA	179	7
ENSG00000171476	HOPX	NA	59	NA	92	NA	NA	NA	82	77.6666666666667	5
ENSG00000171530	TBCA	NA	199	NA	313	NA	NA	NA	NA	256	6
ENSG00000171540	OTP	NA	204	NA	NA	NA	NA	NA	NA	204	7
ENSG00000171551	ECEL1	NA	127	NA	96	NA	NA	32	NA	85	5
ENSG00000171703	TCEA2	162	NA	NA	NA	NA	NA	NA	NA	162	7
ENSG00000171724	VAT1L	NA	161	NA	104	NA	NA	NA	88	117.666666666667	5
ENSG00000171735	CAMTA1	NA	NA	NA	269	NA	NA	NA	NA	269	7
ENSG00000171858	RPS21	NA	NA	NA	NA	NA	NA	NA	83	83	7
ENSG00000171863	RPS7	185	107	NA	232	NA	NA	NA	NA	174.666666666667	5
ENSG00000171867	PRNP	NA	NA	NA	120	NA	NA	NA	NA	120	7
ENSG00000171885	AQP4	NA	45	56	115	NA	NA	NA	37	63.25	4
ENSG00000171914	TLN2	NA	NA	NA	NA	134	NA	NA	NA	134	7
ENSG00000171951	SCG2	78	88	NA	62	24	NA	NA	NA	63	4
ENSG00000172020	GAP43	NA	284	NA	222	32	NA	NA	38	144	4
ENSG00000172137	CALB2	14	NA	NA	208	265	NA	NA	NA	162.333333333333	5
ENSG00000172260	NEGR1	NA	NA	NA	NA	187	NA	NA	NA	187	7
ENSG00000172428	COPS9	NA	123	NA	NA	NA	NA	NA	NA	123	7
ENSG00000172809	RPL38	NA	NA	NA	90	NA	NA	NA	NA	90	7
ENSG00000173110	HSPA6	NA	NA	NA	NA	36	NA	NA	NA	36	7
ENSG00000173141	MRPL57	NA	NA	NA	243	NA	NA	NA	NA	243	7
ENSG00000173210	ABLIM3	176	NA	NA	NA	NA	NA	NA	NA	176	7
ENSG00000173258	ZNF483	NA	NA	NA	263	203	NA	NA	NA	233	6
ENSG00000173267	SNCG	116	NA	NA	NA	193	NA	NA	NA	154.5	6
ENSG00000173369	C1QB	NA	NA	NA	NA	198	NA	NA	NA	198	7
ENSG00000173660	UQCRH	133	NA	NA	NA	NA	NA	NA	NA	133	7
ENSG00000173786	CNP	NA	NA	39	314	NA	NA	NA	NA	176.5	6
ENSG00000173898	SPTBN2	179	NA	NA	NA	NA	NA	NA	NA	179	7
ENSG00000173915	ATP5MD	NA	NA	NA	76	188	NA	NA	NA	132	6
ENSG00000174136	RGMB	NA	NA	NA	276	NA	NA	NA	NA	276	7
ENSG00000174460	ZCCHC12	66	54	27	34	53	NA	29	5	38.2857142857143	1
ENSG00000174684	B4GAT1	NA	NA	NA	242	NA	NA	NA	NA	242	7
ENSG00000174748	RPL15	113	237	NA	NA	NA	NA	NA	NA	175	6
ENSG00000174871	CNIH2	130	NA	NA	NA	NA	NA	NA	NA	130	7
ENSG00000174963	ZIC4	NA	NA	NA	NA	NA	12	NA	NA	12	7
ENSG00000175426	PCSK1	NA	84	NA	NA	115	NA	NA	130	109.666666666667	5
ENSG00000175602	CCDC85B	149	NA	NA	NA	NA	NA	NA	NA	149	7
ENSG00000175745	NR2F1	NA	NA	NA	184	NA	NA	NA	96	140	6
ENSG00000176340	COX8A	NA	217	NA	NA	NA	NA	NA	NA	217	7
ENSG00000176788	BASP1	NA	NA	NA	NA	93	NA	NA	NA	93	7
ENSG00000176903	PNMA1	188	NA	NA	NA	NA	NA	NA	NA	188	7
ENSG00000177150	FAM210A	NA	NA	NA	NA	220	NA	NA	NA	220	7
ENSG00000177485	ZBTB33	NA	NA	NA	NA	243	NA	NA	NA	243	7
ENSG00000177600	RPLP2	NA	NA	NA	NA	116	NA	NA	NA	116	7
ENSG00000177606	JUN	NA	NA	NA	NA	78	NA	NA	NA	78	7
ENSG00000177700	POLR2L	NA	188	NA	NA	NA	NA	NA	NA	188	7
ENSG00000177707	NECTIN3	184	NA	NA	NA	NA	NA	NA	NA	184	7
ENSG00000177954	RPS27	NA	69	NA	257	257	NA	NA	128	177.75	4
ENSG00000178234	GALNT11	NA	NA	NA	205	NA	NA	NA	NA	205	7
ENSG00000178531	CTXN1	57	NA	NA	NA	NA	NA	NA	125	91	6
ENSG00000178878	APOLD1	NA	NA	NA	NA	290	NA	NA	NA	290	7
ENSG00000178980	SELENOW	NA	253	NA	179	NA	NA	NA	NA	216	6
ENSG00000179218	CALR	108	NA	NA	NA	NA	NA	NA	NA	108	7
ENSG00000179915	NRXN1	NA	NA	NA	169	NA	NA	NA	NA	169	7
ENSG00000179965	ZNF771	NA	NA	NA	NA	NA	19	NA	NA	19	7
ENSG00000180176	TH	NA	NA	NA	NA	1	NA	NA	NA	1	7
ENSG00000180398	MCFD2	NA	218	NA	NA	NA	NA	NA	NA	218	7
ENSG00000180817	PPA1	NA	NA	NA	NA	190	NA	NA	NA	190	7
ENSG00000180879	SSR4	NA	202	NA	NA	NA	NA	70	NA	136	6
ENSG00000181019	NQO1	150	NA	NA	239	NA	NA	NA	NA	194.5	6
ENSG00000181195	PENK	49	65	NA	46	52	16	NA	31	43.1666666666667	2
ENSG00000181418	DDN	NA	NA	NA	163	NA	NA	NA	79	121	6
ENSG00000182606	TRAK1	NA	NA	NA	NA	279	NA	NA	NA	279	7
ENSG00000182636	NDN	79	NA	NA	NA	NA	NA	NA	NA	79	7
ENSG00000182718	ANXA2	NA	NA	NA	NA	137	NA	NA	NA	137	7
ENSG00000182768	NGRN	141	NA	NA	NA	NA	NA	NA	NA	141	7
ENSG00000182871	COL18A1	NA	216	NA	NA	NA	NA	NA	NA	216	7
ENSG00000182899	RPL35A	NA	NA	NA	85	NA	NA	NA	NA	85	7
ENSG00000182916	TCEAL7	NA	NA	NA	NA	NA	NA	NA	91	91	7
ENSG00000182985	CADM1	NA	NA	NA	NA	NA	NA	NA	124	124	7
ENSG00000183036	PCP4	NA	NA	25	156	149	NA	84	77	98.2	3
ENSG00000183395	PMCH	1	NA	NA	NA	NA	NA	NA	NA	1	7
ENSG00000183648	NDUFB1	NA	NA	NA	NA	NA	NA	60	NA	60	7
ENSG00000183715	OPCML	NA	NA	NA	81	208	NA	NA	NA	144.5	6
ENSG00000183979	NPB	NA	NA	NA	312	NA	NA	NA	NA	312	7
ENSG00000184009	ACTG1	NA	NA	NA	NA	73	NA	54	NA	63.5	6
ENSG00000184113	CLDN5	NA	NA	NA	NA	114	NA	NA	NA	114	7
ENSG00000184205	TSPYL2	NA	NA	NA	148	NA	NA	NA	NA	148	7
ENSG00000184221	OLIG1	NA	NA	NA	266	NA	NA	NA	NA	266	7
ENSG00000184347	SLIT3	NA	NA	NA	241	NA	NA	NA	NA	241	7
ENSG00000184515	BEX5	NA	NA	NA	NA	151	NA	NA	NA	151	7
ENSG00000184905	TCEAL2	93	NA	NA	NA	NA	NA	NA	NA	93	7
ENSG00000185551	NR2F2	70	136	59	54	96	NA	NA	60	79.1666666666667	2
ENSG00000185559	DLK1	NA	NA	NA	NA	89	NA	NA	NA	89	7
ENSG00000185565	LSAMP	166	167	NA	NA	NA	NA	NA	NA	166.5	6
ENSG00000185650	ZFP36L1	NA	NA	NA	NA	163	NA	NA	NA	163	7
ENSG00000186010	NDUFA13	NA	NA	NA	NA	244	NA	NA	NA	244	7
ENSG00000186297	GABRA5	102	NA	67	191	NA	NA	NA	NA	120	5
ENSG00000186310	NAP1L3	NA	177	NA	NA	131	NA	NA	NA	154	6
ENSG00000186432	KPNA4	NA	NA	NA	NA	283	NA	NA	NA	283	7
ENSG00000186462	NAP1L2	NA	283	NA	293	NA	NA	NA	NA	288	6
ENSG00000186468	RPS23	NA	166	NA	307	NA	NA	NA	NA	236.5	6
ENSG00000186480	INSIG1	NA	NA	NA	110	98	NA	NA	NA	104	6
ENSG00000187094	CCK	NA	157	NA	69	47	NA	NA	101	93.5	4
ENSG00000187122	SLIT1	154	NA	NA	NA	NA	NA	NA	NA	154	7
ENSG00000187479	C11orf96	NA	86	NA	NA	NA	NA	NA	NA	86	7
ENSG00000187608	ISG15	NA	148	NA	NA	NA	NA	74	NA	111	6
ENSG00000187957	DNER	NA	116	NA	NA	NA	NA	NA	NA	116	7
