ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000154001	PPP2R5E	14	63838075	64010092	-1	protein_coding	5529	PPP2R5E	0.999433463999183	-0.858370071	1	3.079	0	NA	NA	NA	NA	No	NA	NA	rs527938902	43
ENSG00000140006	WDR89	14	64063757	64108579	-1	protein_coding	112840	WDR89	0.0001980885726453	0.168194158	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs527938902	43
ENSG00000021645	NRXN3	14	78708734	80330762	1	protein_coding	9369	NRXN3	0.999855500755767	-0.649548089	3	4.179	0	NA	NA	NA	NA	No	NA	2.97953e-07	rs149327192	44
ENSG00000198838	RYR3	15	33603163	34158303	1	protein_coding	6263	RYR3	0.999999945238815	0.699493513	13	14.66	0	NA	NA	NA	NA	No	NA	9.47075e-05	rs8037644	45
ENSG00000169857	AVEN	15	34158428	34331377	-1	protein_coding	57099	AVEN	5.70186245131166e-08	NA	35	8.282	0	NA	NA	NA	NA	No	NA	9.73883e-06	rs8037644	45
ENSG00000134153	EMC7	15	34376218	34394149	-1	protein_coding	56851	EMC7	0.935651560043946	-0.444086516	0	0	1	0.00110416	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.0360416	rs8037644	45
ENSG00000182405	PGBD4	15	34394274	34396591	1	protein_coding	161779	PGBD4	5.90742356728259e-05	-0.608007784	0	0	5	0.0463025	NA	GTEx/v8/Brain_Hypothalamus	NA	No	NA	NA	rs8037644	45
ENSG00000134152	KATNBL1	15	34432875	34502297	-1	protein_coding	79768	KATNBL1	0.0141547394809675	-0.425735006	0	0	2	0.00052434	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	9.73883e-06	rs8037644	45
ENSG00000140199	SLC12A6	15	34525460	34630261	-1	protein_coding	9990	SLC12A6	0.97817997330196	-0.55636534	0	0	1	0.0124581	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.0360416	rs8037644	45
ENSG00000176454	LPCAT4	15	34651106	34659479	-1	protein_coding	254531	LPCAT4	0.996222992113105	NA	0	0	1	0.0274098	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.000209887	rs8037644	45
ENSG00000175265	GOLGA8A	15	34671269	34880704	-1	protein_coding	23015	GOLGA8A	0.693302517089581	0.96582596	0	0	21	0.0196636	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	9.47075e-05	rs8037644	45
ENSG00000128915	NARG2	15	60711808	60771359	-1	protein_coding	79664	NARG2	7.45310367928049e-08	-0.250883911	0	0	2	0.0287126	NA	GTEx/v8/Brain_Hypothalamus	NA	No	NA	NA	rs7182746	46
ENSG00000171914	TLN2	15	62682725	63136830	1	protein_coding	83660	TLN2	0.999853230773704	0.357665171	0	0	1	0.0481804	NA	GTEx/v8/Brain_Hypothalamus	NA	No	NA	NA	rs7182746	46
ENSG00000169181	GSG1L	16	27798850	28074830	-1	protein_coding	146395	GSG1L	0.541032304996425	0.888261784	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.000157879	rs437564	47
ENSG00000169180	XPO6	16	28109300	28223241	-1	protein_coding	23214	XPO6	0.999999448411066	NA	0	0	65	0.0137399	NA	GTEx/v8/Brain_Hypothalamus	-	Yes	Adult_Cortex	0.000155523	rs437564	47
ENSG00000188322	SBK1	16	28303840	28335170	1	protein_coding	388228	SBK1	0.437577104080955	0.472517	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.00030216	rs437564	47
ENSG00000198156	NPIPB6	16	28353876	28374829	-1	protein_coding	728741	NPIPB6	0.636136511561843	-0.629004576	6	3.884	0	NA	NA	NA	NA	No	NA	0.000246986	rs437564	47
ENSG00000205609	EIF3CL	16	28390900	28415200	-1	protein_coding	728689	EIF3CL	NA	-0.717156235	5	4.725	172	0.00186923	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	6.53926e-06	rs437564;rs550572318	47
ENSG00000233232	NPIPB7	16	28467693	28481868	-1	protein_coding	100507607	NPIPB7	0.151766813480617	NA	7	6.505	220	4.57055e-10	6.57978e-06	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	6.53926e-06	rs437564;rs550572318;rs437564:rs550572318	47
ENSG00000261832	CLN3	16	28477974	28503333	-1	protein_coding	1201	NA	NA	NA	18	16.07	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.000112433	rs437564	47
ENSG00000188603	CLN3	16	28477983	28506896	-1	protein_coding	1201	CLN3	9.99316042821659e-07	NA	18	16.07	182	0.00579964	NA	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	6.53926e-06	rs437564;rs550572318	47
ENSG00000184730	APOBR	16	28505970	28510291	1	protein_coding	55911	APOBR	6.29744462573012e-06	-0.104220972	9	16.07	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.000157879	rs437564	47
ENSG00000197272	IL27	16	28510683	28523372	-1	protein_coding	246778	IL27	0.927792677629213	-0.191849801	13	16.07	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.000155523	rs437564	47
ENSG00000176046	NUPR1	16	28548606	28550495	-1	protein_coding	26471	NUPR1	0.00754108860242725	0.514990729	11	14.97	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	5.30566e-05	rs437564;rs437564:rs550572318	47
ENSG00000176476	CCDC101	16	28565236	28603111	1	protein_coding	112869	CCDC101	0.867208408499443	-0.543805453	24	10.99	1	0.0368163	NA	GTEx/v8/Brain_Hypothalamus	+	Yes	Promoter_anchored_loops	8.85487e-06	rs437564	47
ENSG00000197165	SULT1A2	16	28603264	28608430	-1	protein_coding	6799	SULT1A2	1.83502409355329e-08	1.084538666	37	7.747	220	6.45665e-12	2.16234e-07	GTEx/v8/Brain_Hypothalamus	+	Yes	Promoter_anchored_loops	6.53926e-06	rs437564;rs550572318	47
ENSG00000196502	SULT1A1	16	28616903	28634946	-1	protein_coding	6817	SULT1A1	2.23675804808239e-09	NA	56	9.458	220	1.1017e-11	9.73581e-08	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	6.53926e-06	rs437564;rs550572318	47
ENSG00000255524	NPIPB8	16	28648975	28670003	1	protein_coding	100507607	NPIPB8	0.0142295046002752	NA	5	17.13	0	NA	NA	NA	NA	No	NA	0.000223679	rs437564	47
ENSG00000184110	EIF3C	16	28699879	28747051	1	protein_coding	8663	EIF3C	0.34330310885051	-0.796798248	12	6.886	220	5.70483e-07	0.0019653	GTEx/v8/Brain_Hypothalamus	+	No	NA	6.53926e-06	rs550572318;rs437564	47
ENSG00000196993	NPIPB9	16	28763108	28784128	1	protein_coding	100507607	NPIPB9	NA	NA	6	6.886	64	0.00695435	NA	GTEx/v8/Brain_Hypothalamus	-	Yes	Promoter_anchored_loops	6.53926e-06	rs437564;rs550572318	47
ENSG00000168488	ATXN2L	16	28834356	28848558	1	protein_coding	11273	ATXN2L	0.999950395532872	NA	51	10.05	0	NA	NA	NA	NA	Yes	Adult_Cortex	4.92003e-05	rs550572318;rs437564;rs437564:rs550572318	47
ENSG00000178952	TUFM	16	28853732	28857729	-1	protein_coding	7284	TUFM	0.651456012209132	-0.298213656	36	10.05	220	9.60013e-07	0.00512312	GTEx/v8/Brain_Hypothalamus	+	No	NA	6.53926e-06	rs550572318;rs437564	47
ENSG00000178188	SH2B1	16	28857921	28885526	1	protein_coding	25970	SH2B1	0.956829709593037	-1.072051189	66	22.5	71	0.0147309	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	8.85487e-06	rs550572318;rs437564	47
ENSG00000196296	ATP2A1	16	28889726	28915830	1	protein_coding	487	ATP2A1	7.03974863284906e-09	-0.198597796	35	18.68	220	9.49437e-06	0.0302708	GTEx/v8/Brain_Hypothalamus	+	Yes	Promoter_anchored_loops:Adult_Cortex	6.53926e-06	rs550572318;rs437564;rs437564:rs550572318	47
ENSG00000177548	RABEP2	16	28915742	28947847	-1	protein_coding	79874	RABEP2	0.00273664449583801	-0.555492783	15	9.163	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	5.03201e-05	rs437564;rs550572318;rs437564:rs437564	47
ENSG00000177455	CD19	16	28943260	28950667	1	protein_coding	930	CD19	0.853622376519338	-0.388220992	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	5.69414e-05	rs550572318;rs437564:rs437564	47
ENSG00000176953	NFATC2IP	16	28962128	28978418	1	protein_coding	84901	NFATC2IP	0.00232734526476926	-0.714146586	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	5.30566e-05	rs550572318;rs437564:rs437564	47
ENSG00000169682	SPNS1	16	28985542	28995869	1	protein_coding	83985	SPNS1	NA	-0.263577332	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	5.30566e-05	rs437564:rs550572318;rs437564	47
ENSG00000213658	LAT	16	28996147	29002104	1	protein_coding	27040	LAT	0.0974332943635584	-0.48340799	0	0	140	0.000730236	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	6.53926e-06	rs437564;rs550572318	47
ENSG00000254206	NPIPB11	16	29392675	29415350	-1	protein_coding	728888	NPIPB11	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	5.10757e-05	rs437564	47
ENSG00000181625	SLX1B	16	29465822	29469540	1	protein_coding	548593	SLX1B	0.516792296405978	NA	0	0	62	0.00634174	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	1.24361e-05	rs437564;rs550572318	47
ENSG00000258150	RP11-345J4.3	16	29476288	29479154	-1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.000239142	rs437564	47
ENSG00000079616	KIF22	16	29802040	29816706	1	protein_coding	3835	KIF22	4.39968359378374e-06	-0.087348453	0	0	1	0.0341027	NA	GTEx/v8/Brain_Hypothalamus	+	Yes	Promoter_anchored_loops:Adult_Cortex	0.000116371	rs550572318;rs437564;rs437564:rs550572318	47
ENSG00000103495	MAZ	16	29817427	29823649	1	protein_coding	4150	MAZ	0.953969621751156	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	5.30566e-05	rs437564:rs550572318;rs437564	47
ENSG00000167371	PRRT2	16	29823177	29827201	1	protein_coding	112476	PRRT2	0.301735693046838	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	5.10757e-05	rs437564	47
ENSG00000185928	PAGR1	16	29827285	29841948	1	protein_coding	79447	PAGR1	NA	-0.375104583	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	5.10757e-05	rs437564	47
ENSG00000263136	PAGR1	16	29827832	29831438	1	protein_coding	79447	NA	0.500965910941921	-0.375104583	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	5.10757e-05	rs437564	47
ENSG00000013364	MVP	16	29831715	29859355	1	protein_coding	9961	MVP	0.00744852498762191	0.176123299	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	5.10757e-05	rs437564	47
ENSG00000174938	SEZ6L2	16	29882480	29910868	-1	protein_coding	26470	SEZ6L2	0.130153160381108	0.011346771	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	0.000116371	rs550572318;rs437564	47
ENSG00000174939	ASPHD1	16	29911696	29931185	1	protein_coding	253982	ASPHD1	0.120035612549071	-0.528569712	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	0.000116371	rs437564:rs550572318;rs437564	47
ENSG00000149930	TAOK2	16	29984962	30003582	1	protein_coding	9344	TAOK2	0.998764492352461	-1.19162631	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	0.000116371	rs550572318;rs437564	47
ENSG00000149929	HIRIP3	16	30003645	30007757	-1	protein_coding	8479	HIRIP3	0.0190027818505393	-1.203707941	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	5.30566e-05	rs550572318;rs437564:rs437564	47
ENSG00000169592	INO80E	16	30006615	30017114	1	protein_coding	283899	INO80E	0.0174146851193449	-1.077285896	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	5.30566e-05	rs550572318;rs437564:rs437564	47
ENSG00000149926	FAM57B	16	30035748	30064299	-1	protein_coding	100996332	FAM57B	0.285736245520272	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	5.30566e-05	rs437564:rs550572318;rs437564	47
ENSG00000149925	ALDOA	16	30064411	30081778	1	protein_coding	226	ALDOA	0.0248344029134968	-1.301161067	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	5.30566e-05	rs437564:rs550572318;rs437564	47
ENSG00000103494	RPGRIP1L	16	53631595	53737850	-1	protein_coding	23322	RPGRIP1L	1.19937665171712e-18	-0.756693202	0	0	10	0.00812116	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	2.24158e-09	rs62033413;rs8047395	48
ENSG00000140718	FTO	16	53737875	54155853	1	protein_coding	79068	FTO	0.0113445756239307	0.293683447	120	21.4	0	NA	NA	NA	NA	No	NA	1.30236e-09	rs8047395;rs62033413	48
ENSG00000176842	IRX5	16	54964774	54968397	1	protein_coding	10265	IRX5	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	2.71161e-09	rs8047395:rs62033413;rs8047395	48
ENSG00000140945	CDH13	16	82660408	83830204	1	protein_coding	1012	CDH13	NA	-0.348066372	5	3.245	0	NA	NA	NA	NA	No	NA	8.64955e-07	rs148434139;rs567486504	49
ENSG00000141753	IGFBP4	17	38599702	38613983	1	protein_coding	3487	IGFBP4	0.236669010399168	-0.889155936	0	0	9	0.0293084	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	1.72257e-05	rs2071602	50
ENSG00000171446	KRT27	17	38933060	38938786	-1	protein_coding	342574	KRT27	8.00950013085285e-14	-0.264077314	0	0	1	0.0366357	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.00226689	rs2071602	50
ENSG00000186395	KRT10	17	38974369	38978847	-1	protein_coding	3858	KRT10	0.0200626940208328	0.541874975	0	0	1	0.014222	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	6.82515e-05	rs2071602	50
ENSG00000221880	KRTAP1-3	17	39190142	39191107	-1	protein_coding	81850	KRTAP1-3	0.653995931200051	1.084433829	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	5.07084e-06	rs2071602	50
ENSG00000188581	KRTAP1-1	17	39196811	39197713	-1	protein_coding	81851	KRTAP1-1	0.00844297679609777	0.114036382	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	5.07084e-06	rs2071602	50
ENSG00000214518	KRTAP2-2	17	39210750	39211482	-1	protein_coding	728279	KRTAP2-2	NA	1.349908253	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	3.98683e-06	rs2071602	50
ENSG00000212724	KRTAP2-3	17	39215495	39216344	-1	protein_coding	730755	KRTAP2-3	0.0777171995837597	1.079802879	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	3.98683e-06	rs2071602	50
ENSG00000240542	KRTAP9-1	17	39344697	39346891	1	protein_coding	728318	KRTAP9-1	0.00139809073197777	-0.115985433	2	5.39	0	NA	NA	NA	NA	No	NA	0.000580261	rs2071602	50
ENSG00000239886	KRTAP9-2	17	39382900	39383904	1	protein_coding	83899	KRTAP9-2	0.238025345648846	-0.403538851	8	6.207	0	NA	NA	NA	NA	No	NA	4.25015e-05	rs2071602	50
ENSG00000204873	KRTAP9-3	17	39388715	39389705	1	protein_coding	83900	KRTAP9-3	0.0447129443011167	0.024194064	8	6.207	0	NA	NA	NA	NA	No	NA	4.25015e-05	rs2071602	50
ENSG00000187272	KRTAP9-8	17	39394297	39395256	1	protein_coding	83901	KRTAP9-8	0.0437541258514207	0.25139794	10	1.638	0	NA	NA	NA	NA	No	NA	4.25015e-05	rs2071602	50
ENSG00000241595	KRTAP9-4	17	39405939	39406904	1	protein_coding	85280	KRTAP9-4	0.000785606510373498	0.90732056	10	9.549	0	NA	NA	NA	NA	No	NA	4.92029e-05	rs2071602	50
ENSG00000198083	KRTAP9-9	17	39411636	39412616	1	protein_coding	81870	KRTAP9-9	0.00729870640952065	0.73664843	11	9.549	0	NA	NA	NA	NA	No	NA	5.25287e-05	rs2071602	50
ENSG00000212659	KRTAP9-6	17	39421591	39422893	1	protein_coding	100507608	KRTAP9-6	0.194495477706129	NA	4	9.549	0	NA	NA	NA	NA	No	NA	5.25287e-05	rs2071602	50
ENSG00000180386	KRTAP9-7	17	39431911	39432949	1	protein_coding	100505724	KRTAP9-7	0.00547082986165627	NA	3	0.982	0	NA	NA	NA	NA	No	NA	5.17477e-05	rs2071602	50
ENSG00000212658	KRTAP29-1	17	39458078	39459103	-1	protein_coding	100533177	KRTAP29-1	NA	0.071298592	40	26.1	0	NA	NA	NA	NA	No	NA	1.82339e-05	rs2071602	50
ENSG00000212657	KRTAP16-1	17	39463952	39465505	-1	protein_coding	100505753	KRTAP16-1	NA	-0.150180385	41	26.1	0	NA	NA	NA	NA	No	NA	1.34705e-05	rs2071602	50
ENSG00000186860	KRTAP17-1	17	39471173	39471947	-1	protein_coding	83902	KRTAP17-1	0.54010776515575	0.773162001	28	15.3	0	NA	NA	NA	NA	No	NA	1.34705e-05	rs2071602	50
ENSG00000006059	KRT33A	17	39502344	39507064	-1	protein_coding	3883	KRT33A	2.0406295819065e-11	0.467692991	9	2.86	0	NA	NA	NA	NA	No	NA	3.98683e-06	rs2071602	50
ENSG00000131738	KRT33B	17	39519746	39526052	-1	protein_coding	3884	KRT33B	2.3968705772229e-06	-0.170366856	6	2.187	0	NA	NA	NA	NA	No	NA	3.98683e-06	rs2071602	50
ENSG00000131737	KRT34	17	39533902	39538655	-1	protein_coding	100653049	KRT34	2.61055759222008e-06	0.726912304	5	4.716	0	NA	NA	NA	NA	No	NA	3.86608e-06	rs2071602	50
ENSG00000094796	KRT31	17	39549976	39553844	-1	protein_coding	3881	KRT31	0.928538285568948	0.770088167	11	8.183	0	NA	NA	NA	NA	No	NA	6.32652e-06	rs2071602	50
ENSG00000108417	KRT37	17	39577005	39580775	-1	protein_coding	8688	KRT37	0.000453720807150653	0.01453155	33	38	0	NA	NA	NA	NA	No	NA	1.01712e-05	rs2071602	50
ENSG00000171360	KRT38	17	39592698	39597173	-1	protein_coding	8687	KRT38	2.17177355501335e-05	1.271629127	19	11.77	0	NA	NA	NA	NA	No	NA	1.1464e-05	rs2071602	50
ENSG00000108759	KRT32	17	39616063	39623681	-1	protein_coding	3882	KRT32	1.20905836070872e-15	0.688477463	14	23	0	NA	NA	NA	NA	No	NA	5.07084e-06	rs2071602	50
ENSG00000197079	KRT35	17	39632941	39637392	-1	protein_coding	3886	KRT35	0.017032337828936	-0.308806604	12	23	0	NA	NA	NA	NA	No	NA	3.6596e-06	rs2071602	50
ENSG00000126337	KRT36	17	39642388	39648798	-1	protein_coding	8689	KRT36	3.98218636136565e-09	0.558574729	14	23	0	NA	NA	NA	NA	No	NA	3.6596e-06	rs2071602	50
ENSG00000171401	KRT13	17	39657233	39661957	-1	protein_coding	3860	KRT13	0.00166754074952747	0.313090956	4	8.198	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	4.93417e-06	rs2071602	50
ENSG00000131473	ACLY	17	40023161	40086795	-1	protein_coding	47	ACLY	0.996414980364678	-0.33808612	0	0	8	0.014318	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	7.89418e-05	rs2071602	50
ENSG00000187595	ZNF385C	17	40177594	40217383	-1	protein_coding	201181	ZNF385C	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.000380515	rs2071602	50
ENSG00000108773	KAT2A	17	40265126	40273376	-1	protein_coding	2648	KAT2A	0.40833206009159	-0.658677353	0	0	1	0.019204	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.000513386	rs2071602	50
ENSG00000089558	KCNH4	17	40308909	40333296	-1	protein_coding	23415	KCNH4	0.999978751386027	-0.452983046	0	0	33	0.00257533	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	3.6596e-06	rs2071602	50
ENSG00000173757	STAT5B	17	40351186	40428725	-1	protein_coding	6777	STAT5B	0.999953160240961	-0.776025941	0	0	18	0.00737449	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	2.18721e-05	rs2071602	50
ENSG00000126561	STAT5A	17	40439565	40463961	1	protein_coding	6776	STAT5A	0.999866029464463	-0.75901606	0	0	133	0.00903081	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	3.6596e-06	rs2071602	50
ENSG00000101746	NOL4	18	31431064	31804916	-1	protein_coding	8715	NOL4	0.998788438158561	-1.085460738	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	2.09164e-07	rs117848474	51
ENSG00000134769	DTNA	18	32073254	32471808	1	protein_coding	1837	DTNA	0.921398185265569	-0.406207095	4	11.76	0	NA	NA	NA	NA	Yes	Adult_Cortex	1.49211e-07	rs117848474	51
ENSG00000186814	ZSCAN30	18	32831032	32870196	-1	protein_coding	100101467	ZSCAN30	9.21737680032271e-09	-0.175778477	0	0	2	0.0210847	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	0.000155477	rs117848474	51
ENSG00000167210	LOXHD1	18	44056935	44236996	-1	protein_coding	125336	LOXHD1	NA	0.030820637	2	34	0	NA	NA	NA	NA	No	NA	2.39961e-06	rs138306825	52
ENSG00000266996	TCEB3CL2	18	44542731	44544607	-1	protein_coding	100506888	TCEB3CL2	NA	-0.679380914	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	2.39961e-06	rs138306825	52
ENSG00000134438	RAX	18	56934267	56941318	-1	protein_coding	30062	RAX	0.841214635572597	-0.485046672	0	0	1	0.0439856	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	1.63587e-05	rs17700144	53
ENSG00000166603	MC4R	18	58038564	58040001	-1	protein_coding	4160	MC4R	1.53624620586494e-05	-0.244992739	0	0	20	0.0450253	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	2.11936e-05	rs17700144	53
ENSG00000021488	SLC7A9	19	33321415	33360672	-1	protein_coding	11136	SLC7A9	0.246082407596558	0.685660129	0	0	11	0.0207995	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	2.33233e-05	rs415237	54
ENSG00000124299	PEPD	19	33877856	34012700	-1	protein_coding	5184	PEPD	0.014507135033171	0.225176003	0	0	2	0.0405414	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	7.37199e-06	rs415237	54
ENSG00000153885	KCTD15	19	34286838	34306668	1	protein_coding	79047	KCTD15	0.130646194089883	-0.503529371	9	10.98	6	0.0294807	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	7.37199e-06	rs463376;rs415237	54
ENSG00000126261	UBA2	19	34919257	34960853	1	protein_coding	10054	UBA2	0.999673179363343	-0.272849174	0	0	3	0.0346936	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	7.37199e-06	rs415237	54
ENSG00000153896	ZNF599	19	35248981	35264134	-1	protein_coding	148103	ZNF599	4.70007785154845e-07	-0.785505386	0	0	13	0.00242672	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	6.12078e-06	rs463376;rs415237	54
ENSG00000189164	ZNF527	19	37861963	37883968	1	protein_coding	84503	ZNF527	4.1248836635378e-05	-0.474530547	0	0	3	0.0229694	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	5.58004e-06	rs181273893	55
ENSG00000189144	ZNF573	19	38226734	38307940	-1	protein_coding	126231	ZNF573	9.43002239919919e-09	0.174970819	0	0	3	0.00878857	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	5.58004e-06	rs181273893	55
ENSG00000105738	SIPA1L3	19	38397868	38699012	1	protein_coding	23094	SIPA1L3	0.999676985877316	-0.516623811	4	3.646	0	NA	NA	NA	NA	No	NA	5.58004e-06	rs181273893	55
ENSG00000262484	CCER2	19	39399620	39402798	-1	protein_coding	643669	CCER2	0.384220416304139	NA	0	0	3	0.030691	NA	GTEx/v8/Brain_Hypothalamus	-	No	NA	5.58004e-06	rs181273893	55
ENSG00000183760	PAPL	19	39574553	39602133	1	protein_coding	390928	NA	5.71443054609324e-06	NA	0	0	2	0.00545565	NA	GTEx/v8/Brain_Hypothalamus	+	No	NA	5.58004e-06	rs181273893	55
ENSG00000088899	LZTS3	20	3143263	3154192	-1	protein_coding	9762	NA	0.875742310525438	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs540086061	56
ENSG00000132622	HSPA12B	20	3713314	3733758	1	protein_coding	116835	HSPA12B	0.0105082037359554	0.043251303	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs540086061	56
ENSG00000101220	C20orf27	20	3734155	3749034	-1	protein_coding	54976	C20orf27	0.0270989162488399	-0.063991986	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs540086061	56
ENSG00000101222	SPEF1	20	3758151	3762095	-1	protein_coding	25876	SPEF1	0.000189254509549096	-0.500463526	1	0.924	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs540086061	56
ENSG00000125817	CENPB	20	3764498	3767337	-1	protein_coding	1059	CENPB	0.973451328276556	NA	1	0.924	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs540086061	56
ENSG00000101224	CDC25B	20	3767578	3786762	1	protein_coding	994	CDC25B	0.590733232372986	0.196744353	2	8.73	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs540086061	56
ENSG00000125843	AP5S1	20	3801178	3805949	1	protein_coding	55317	AP5S1	0.000277046194039352	0.175192178	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs540086061	56
ENSG00000088888	MAVS	20	3827487	3849280	1	protein_coding	57506	MAVS	1.76704995629944e-07	1.119193252	2	3.24	0	NA	NA	NA	NA	No	NA	NA	rs540086061	56
ENSG00000125779	PANK2	20	3869486	3907605	1	protein_coding	80025	PANK2	0.0107918334564396	-0.68152833	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs540086061	56
ENSG00000101236	RNF24	20	3907956	3996229	-1	protein_coding	11237	RNF24	0.898356865489774	0.775454612	2	16.36	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs540086061	56
ENSG00000088826	SMOX	20	4101627	4168394	1	protein_coding	54498	SMOX	0.837563765963898	NA	1	0.859	0	NA	NA	NA	NA	No	NA	NA	rs540086061	56
ENSG00000171873	ADRA1D	20	4201329	4229721	-1	protein_coding	146	ADRA1D	NA	NA	1	10.57	0	NA	NA	NA	NA	Yes	Adult_Cortex	NA	rs540086061	56
ENSG00000171864	PRND	20	4702556	4709106	1	protein_coding	23627	PRND	0.0677966552935181	3.507790197	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex	NA	rs540086061	56
ENSG00000180259	PRNT	20	4711928	4721314	-1	protein_coding	NA	PRNT	0.105498859424942	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs540086061	56
ENSG00000101265	RASSF2	20	4760669	4804291	-1	protein_coding	9770	RASSF2	0.000156231740850229	2.63529488	1	1.94	0	NA	NA	NA	NA	No	NA	4.04034e-06	rs540086061	56
ENSG00000089057	SLC23A2	20	4833002	4990939	-1	protein_coding	9962	SLC23A2	0.511221636863337	-0.26302321	1	4.761	0	NA	NA	NA	NA	No	NA	NA	rs540086061	56
